,2025-12-31,2025-06-30
Ordinary Shares Number,70789261.0,70095411.0
Share Issued,70789261.0,70095411.0
Total Debt,6764.0,16612.0
Tangible Book Value,-5465402.0,2186623.0
Invested Capital,-2855663.0,5088996.0
Working Capital,8026612.0,643907.0
Net Tangible Assets,-5465402.0,2186623.0
Capital Lease Obligations,6764.0,15767.0
Common Stock Equity,-2855663.0,5088151.0
Total Capitalization,-2855663.0,5088151.0
Total Equity Gross Minority Interest,-2855663.0,5088151.0
Stockholders Equity,-2855663.0,5088151.0
Gains Losses Not Affecting Retained Earnings,213936.0,459558.0
Retained Earnings,-10238359.0,-3843624.0
Additional Paid In Capital,7161681.0,8328040.0
Capital Stock,7079.0,144177.0
Common Stock,7079.0,144177.0
Total Liabilities Net Minority Interest,16635060.0,752935.0
Total Non Current Liabilities Net Minority Interest,14991482.0,0.0
Derivative Product Liabilities,14991482.0,
Non Current Deferred Liabilities,0.0,0.0
Non Current Deferred Taxes Liabilities,0.0,0.0
Long Term Debt And Capital Lease Obligation,0.0,0.0
Long Term Capital Lease Obligation,0.0,0.0
Current Liabilities,1643578.0,752935.0
Current Deferred Liabilities,30153.0,39416.0
Current Deferred Revenue,30153.0,39416.0
Current Debt And Capital Lease Obligation,6764.0,16612.0
Current Capital Lease Obligation,6764.0,15767.0
Current Debt,,845.0
Current Notes Payable,,845.0
Payables And Accrued Expenses,1606661.0,696907.0
Current Accrued Expenses,403445.0,591901.0
Payables,1203216.0,105006.0
Other Payable,4261.0,1445.0
Dueto Related Parties Current,785665.0,33636.0
Accounts Payable,413290.0,69925.0
Total Assets,13779397.0,5841086.0
Total Non Current Assets,4109207.0,4444244.0
Non Current Prepaid Assets,1431658.0,
Non Current Deferred Assets,0.0,1458889.0
Goodwill And Other Intangible Assets,2609739.0,2901528.0
Other Intangible Assets,2609739.0,2901528.0
Net PPE,67810.0,83827.0
Accumulated Depreciation,-28576.0,-28306.0
Gross PPE,96386.0,112133.0
Machinery Furniture Equipment,87916.0,94758.0
Buildings And Improvements,8470.0,17375.0
Properties,0.0,0.0
Current Assets,9670190.0,1396842.0
Prepaid Assets,1070770.0,167115.0
Inventory,1879542.0,373518.0
Finished Goods,1879542.0,373518.0
Receivables,712263.0,386689.0
Duefrom Related Parties Current,291540.0,65640.0
Taxes Receivable,253246.0,219619.0
Notes Receivable,,0.0
Accounts Receivable,167477.0,101430.0
Allowance For Doubtful Accounts Receivable,-6598.0,-7578.0
Gross Accounts Receivable,174075.0,109008.0
Cash Cash Equivalents And Short Term Investments,6007615.0,469520.0
Cash And Cash Equivalents,6007615.0,469520.0
