,2025-09-30,2025-03-31
Ordinary Shares Number,218148992.0,15625000.0
Share Issued,218148992.0,15625000.0
Total Debt,140745.0,199102.0
Tangible Book Value,19789732.0,6638135.0
Invested Capital,19853976.0,6702403.0
Working Capital,18970526.0,4657265.0
Net Tangible Assets,19789732.0,6638135.0
Capital Lease Obligations,140745.0,199102.0
Common Stock Equity,19853976.0,6702403.0
Total Capitalization,19853976.0,6702403.0
Total Equity Gross Minority Interest,19853976.0,6702403.0
Stockholders Equity,19853976.0,6702403.0
Gains Losses Not Affecting Retained Earnings,-101629.0,-30909.0
Other Equity Adjustments,-101629.0,-30909.0
Retained Earnings,-15481391.0,-8986615.0
Additional Paid In Capital,35415181.0,15718364.0
Capital Stock,21815.0,1563.0
Common Stock,21815.0,1563.0
Total Liabilities Net Minority Interest,12558443.0,9197002.0
Total Non Current Liabilities Net Minority Interest,20523.0,81284.0
Long Term Debt And Capital Lease Obligation,20523.0,81284.0
Long Term Capital Lease Obligation,20523.0,81284.0
Current Liabilities,12537920.0,9115718.0
Current Debt And Capital Lease Obligation,120222.0,117818.0
Current Capital Lease Obligation,120222.0,117818.0
Payables And Accrued Expenses,12417698.0,8997900.0
Current Accrued Expenses,258781.0,248298.0
Payables,12158917.0,8749602.0
Dueto Related Parties Current,74461.0,260064.0
Total Tax Payable,71917.0,63901.0
Income Tax Payable,71917.0,63901.0
Accounts Payable,12012539.0,8425637.0
Total Assets,32412419.0,15899405.0
Total Non Current Assets,903973.0,2126422.0
Non Current Prepaid Assets,541422.0,1687714.0
Non Current Deferred Assets,32948.0,23909.0
Non Current Deferred Taxes Assets,32948.0,23909.0
Goodwill And Other Intangible Assets,64244.0,64268.0
Net PPE,265359.0,350531.0
Accumulated Depreciation,,-67453.0
Gross PPE,265359.0,417984.0
Leases,,212059.0
Other Properties,265359.0,185684.0
Machinery Furniture Equipment,,20241.0
Properties,,0.0
Current Assets,31508446.0,13772983.0
Restricted Cash,8663365.0,7261041.0
Prepaid Assets,6009909.0,4153742.0
Receivables,6536737.0,1733617.0
Duefrom Related Parties Current,,0.0
Accounts Receivable,6536737.0,1733617.0
Allowance For Doubtful Accounts Receivable,,-105115.0
Gross Accounts Receivable,6536737.0,1838732.0
Cash Cash Equivalents And Short Term Investments,10298435.0,624583.0
Cash And Cash Equivalents,10298435.0,624583.0
Cash Financial,10298435.0,624583.0
