,2026-03-31
Ordinary Shares Number,32862895.0
Share Issued,32862895.0
Total Debt,22006000.0
Tangible Book Value,-477502000.0
Invested Capital,405997000.0
Working Capital,2236307000.0
Net Tangible Assets,-477502000.0
Capital Lease Obligations,22006000.0
Common Stock Equity,405997000.0
Preferred Stock Equity,1513941000.0
Total Capitalization,405997000.0
Total Equity Gross Minority Interest,3223907000.0
Minority Interest,2817910000.0
Stockholders Equity,405997000.0
Gains Losses Not Affecting Retained Earnings,-67000.0
Other Equity Adjustments,-67000.0
Retained Earnings,-11269000.0
Additional Paid In Capital,417306000.0
Capital Stock,27000.0
Common Stock,27000.0
Preferred Stock,0.0
Total Liabilities Net Minority Interest,140904000.0
Total Non Current Liabilities Net Minority Interest,78105000.0
Other Non Current Liabilities,754000.0
Derivative Product Liabilities,0.0
Tradeand Other Payables Non Current,55345000.0
Long Term Debt And Capital Lease Obligation,22006000.0
Long Term Capital Lease Obligation,22006000.0
Current Liabilities,62799000.0
Current Deferred Liabilities,7311000.0
Current Deferred Revenue,7311000.0
Current Debt And Capital Lease Obligation,2783000.0
Current Capital Lease Obligation,2783000.0
Pensionand Other Post Retirement Benefit Plans Current,11451000.0
Payables And Accrued Expenses,62799000.0
Current Accrued Expenses,44212000.0
Interest Payable,1285000.0
Payables,18587000.0
Other Payable,4607000.0
Dueto Related Parties Current,1500000.0
Total Tax Payable,946000.0
Accounts Payable,17087000.0
Total Assets,3364811000.0
Total Non Current Assets,1065705000.0
Other Non Current Assets,3687000.0
Non Current Prepaid Assets,9424000.0
Non Current Deferred Assets,0.0
Non Current Deferred Taxes Assets,0.0
Investments And Advances,8659000.0
Other Investments,8659000.0
Goodwill And Other Intangible Assets,883499000.0
Other Intangible Assets,109496000.0
Goodwill,774003000.0
Net PPE,160436000.0
Accumulated Depreciation,-89067000.0
Gross PPE,249503000.0
Construction In Progress,48758000.0
Other Properties,23182000.0
Machinery Furniture Equipment,116900000.0
Buildings And Improvements,60663000.0
Properties,0.0
Current Assets,2299106000.0
Other Current Assets,26754000.0
Current Deferred Assets,6237000.0
Prepaid Assets,10343000.0
Receivables,4038000.0
Other Receivables,1950000.0
Duefrom Related Parties Current,688000.0
Taxes Receivable,6351000.0
Accounts Receivable,3350000.0
Cash Cash Equivalents And Short Term Investments,2268314000.0
Other Short Term Investments,5773000.0
Cash And Cash Equivalents,2262541000.0
