,2025-09-30,2025-03-31
Ordinary Shares Number,123715022675.0,2463106810.0
Share Issued,123715022675.0,2463106810.0
Net Debt,689675000.0,1074753000.0
Total Debt,701106000.0,1080411000.0
Tangible Book Value,-904104000.0,-1279641000.0
Invested Capital,-179589000.0,-134988000.0
Working Capital,-909308000.0,-1285045000.0
Net Tangible Assets,-904104000.0,-1279641000.0
Capital Lease Obligations,552000.0,768000.0
Common Stock Equity,-880143000.0,-1214631000.0
Total Capitalization,-880143000.0,-1214631000.0
Total Equity Gross Minority Interest,-880143000.0,-1214631000.0
Stockholders Equity,-880143000.0,-1214631000.0
Gains Losses Not Affecting Retained Earnings,79989000.0,63248000.0
Other Equity Adjustments,79989000.0,63248000.0
Retained Earnings,-4605215000.0,-4534513000.0
Additional Paid In Capital,3465510000.0,3077148000.0
Capital Stock,179573000.0,179486000.0
Common Stock,179573000.0,179486000.0
Total Liabilities Net Minority Interest,949521000.0,1330234000.0
Total Non Current Liabilities Net Minority Interest,353000.0,406000.0
Long Term Debt And Capital Lease Obligation,353000.0,406000.0
Long Term Capital Lease Obligation,353000.0,406000.0
Current Liabilities,949168000.0,1329828000.0
Other Current Liabilities,179348000.0,168355000.0
Current Deferred Liabilities,17000.0,
Current Deferred Revenue,17000.0,
Current Debt And Capital Lease Obligation,700753000.0,1080005000.0
Current Capital Lease Obligation,199000.0,362000.0
Current Debt,700554000.0,1079643000.0
Other Current Borrowings,32533000.0,35702000.0
Current Notes Payable,668021000.0,1043941000.0
Payables And Accrued Expenses,69050000.0,81468000.0
Current Accrued Expenses,36957000.0,49347000.0
Interest Payable,36957000.0,
Payables,32093000.0,32121000.0
Dueto Related Parties Current,1060000.0,5531000.0
Total Tax Payable,1553000.0,1139000.0
Accounts Payable,29480000.0,25451000.0
Total Assets,69378000.0,115603000.0
Total Non Current Assets,29518000.0,70820000.0
Other Non Current Assets,5000000.0,5000000.0
Goodwill And Other Intangible Assets,23961000.0,65010000.0
Other Intangible Assets,678000.0,678000.0
Goodwill,23283000.0,64332000.0
Net PPE,557000.0,810000.0
Gross PPE,557000.0,810000.0
Other Properties,557000.0,810000.0
Current Assets,39860000.0,44783000.0
Other Current Assets,1042000.0,1235000.0
Prepaid Assets,2593000.0,15258000.0
Receivables,23455000.0,21698000.0
Accounts Receivable,23455000.0,21698000.0
Allowance For Doubtful Accounts Receivable,-41000.0,-40000.0
Gross Accounts Receivable,23496000.0,21738000.0
Cash Cash Equivalents And Short Term Investments,12770000.0,6592000.0
Other Short Term Investments,1891000.0,1702000.0
Cash And Cash Equivalents,10879000.0,4890000.0
