,2025-12-31,2024-12-31
Ordinary Shares Number,14510658.0,12730658.0
Share Issued,14510658.0,12730658.0
Total Debt,15440539.0,18139220.0
Tangible Book Value,93378941.0,72949660.0
Invested Capital,98942219.0,79402704.0
Working Capital,5781754.0,7193389.0
Net Tangible Assets,93378941.0,72949660.0
Capital Lease Obligations,11639220.0,13430516.0
Common Stock Equity,95140900.0,74694000.0
Total Capitalization,95793606.0,77539274.0
Total Equity Gross Minority Interest,95140944.0,74694042.0
Minority Interest,44.0,42.0
Stockholders Equity,95140900.0,74694000.0
Gains Losses Not Affecting Retained Earnings,-6845520.0,-10520352.0
Other Equity Adjustments,-6845520.0,-10520352.0
Retained Earnings,-15667948.0,-7207552.0
Capital Stock,117654368.0,92421904.0
Common Stock,117654368.0,92421904.0
Total Liabilities Net Minority Interest,19310230.0,23175158.0
Total Non Current Liabilities Net Minority Interest,11628562.0,13996135.0
Long Term Debt And Capital Lease Obligation,11628562.0,13996135.0
Long Term Capital Lease Obligation,10975856.0,11150861.0
Long Term Debt,652706.0,2845274.0
Current Liabilities,7681668.0,9179023.0
Current Deferred Liabilities,264183.0,224676.0
Current Deferred Revenue,264183.0,224676.0
Current Debt And Capital Lease Obligation,3811977.0,4143085.0
Current Capital Lease Obligation,663364.0,2279655.0
Current Debt,3148613.0,1863430.0
Other Current Borrowings,2433613.0,972930.0
Line Of Credit,715000.0,890500.0
Payables And Accrued Expenses,3605508.0,4811262.0
Current Accrued Expenses,1369078.0,1504502.0
Payables,2236430.0,3306760.0
Dueto Related Parties Current,51294.0,12913.0
Total Tax Payable,568702.0,1029282.0
Income Tax Payable,567051.0,
Accounts Payable,1616434.0,2264565.0
Total Assets,114451174.0,97869200.0
Total Non Current Assets,100987752.0,81496788.0
Non Current Deferred Assets,2846502.0,1972480.0
Non Current Deferred Taxes Assets,2846502.0,1972480.0
Investments And Advances,20015853.0,1507000.0
Long Term Equity Investment,20015853.0,1507000.0
Goodwill And Other Intangible Assets,1761959.0,1744340.0
Net PPE,76363438.0,76272968.0
Gross PPE,76363438.0,76272968.0
Other Properties,76363438.0,76272968.0
Current Assets,13463422.0,16372412.0
Other Current Assets,112583.0,3374352.0
Prepaid Assets,2918215.0,0.0
Inventory,2293311.0,3228661.0
Inventories Adjustments Allowances,-857351.0,-380881.0
Finished Goods,2266332.0,2680866.0
Work In Process,701242.0,852106.0
Raw Materials,183088.0,76570.0
Receivables,1505834.0,3711637.0
Duefrom Related Parties Current,126300.0,101491.0
Accounts Receivable,1379534.0,3610146.0
Allowance For Doubtful Accounts Receivable,,-118868.0
Gross Accounts Receivable,0.0,3729014.0
Cash Cash Equivalents And Short Term Investments,6633479.0,6057762.0
Cash And Cash Equivalents,6633479.0,6057762.0
