,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,9280232131.0,9280232131.0,9280232131.0
Share Issued,9280232131.0,9280232131.0,9280232131.0
Net Debt,104925000.0,87187000.0,84179000.0
Total Debt,109011000.0,92731000.0,86833000.0
Tangible Book Value,450697000.0,456414000.0,439669000.0
Invested Capital,558345000.0,548875000.0,525884000.0
Working Capital,2800000.0,4084000.0,1250000.0
Net Tangible Assets,450697000.0,456414000.0,439669000.0
Capital Lease Obligations,1363000.0,270000.0,618000.0
Common Stock Equity,450697000.0,456414000.0,439669000.0
Total Capitalization,558345000.0,548875000.0,525884000.0
Total Equity Gross Minority Interest,450697000.0,456414000.0,439669000.0
Stockholders Equity,450697000.0,456414000.0,439669000.0
Other Equity Interest,,92506000.0,
Retained Earnings,-4275395000.0,-4263369000.0,-4248227000.0
Additional Paid In Capital,,4468737000.0,
Capital Stock,928023000.0,928023000.0,928023000.0
Common Stock,928023000.0,928023000.0,928023000.0
Total Liabilities Net Minority Interest,261545000.0,248347000.0,218619000.0
Total Non Current Liabilities Net Minority Interest,259907000.0,246267000.0,216273000.0
Non Current Pension And Other Postretirement Benefit Plans,311000.0,293000.0,
Tradeand Other Payables Non Current,64622000.0,67643000.0,58850000.0
Non Current Deferred Taxes Liabilities,85975000.0,85856000.0,71011000.0
Long Term Debt And Capital Lease Obligation,108999000.0,92475000.0,86412000.0
Long Term Capital Lease Obligation,1351000.0,14000.0,197000.0
Long Term Debt,107648000.0,92461000.0,86215000.0
Current Liabilities,1638000.0,2080000.0,2346000.0
Current Debt And Capital Lease Obligation,12000.0,256000.0,421000.0
Current Capital Lease Obligation,12000.0,256000.0,421000.0
Current Provisions,950000.0,903000.0,939000.0
Payables,676000.0,921000.0,986000.0
Accounts Payable,676000.0,921000.0,986000.0
Total Assets,712242000.0,704761000.0,658288000.0
Total Non Current Assets,707804000.0,698597000.0,654692000.0
Other Non Current Assets,133000.0,126000.0,118000.0
Long Term Equity Investment,612000.0,622000.0,593000.0
Investmentsin Joint Venturesat Cost,612000.0,622000.0,593000.0
Net PPE,707059000.0,697849000.0,653981000.0
Accumulated Depreciation,,-7221000.0,
Gross PPE,1474000.0,7379000.0,323000.0
Other Properties,1474000.0,2365000.0,323000.0
Machinery Furniture Equipment,,5014000.0,
Current Assets,4438000.0,6164000.0,3596000.0
Prepaid Assets,,872000.0,
Other Receivables,1715000.0,18000.0,1560000.0
Cash Cash Equivalents And Short Term Investments,2723000.0,5274000.0,2036000.0
Cash And Cash Equivalents,2723000.0,5274000.0,2036000.0
Cash Equivalents,,2199000.0,
Cash Financial,,3075000.0,
