,2026-03-31,2025-09-30,2025-06-30
Ordinary Shares Number,31326667.0,28266667.0,28266667.0
Share Issued,31326667.0,28266667.0,28266667.0
Net Debt,,123081.0,
Total Debt,,132361.0,
Tangible Book Value,227073454.0,-24800.0,12563.0
Invested Capital,227073454.0,107561.0,12563.0
Working Capital,924689.0,-314816.0,-39597.0
Net Tangible Assets,227073454.0,-24800.0,12563.0
Common Stock Equity,227073454.0,-24800.0,12563.0
Total Capitalization,227073454.0,-24800.0,12563.0
Total Equity Gross Minority Interest,227073454.0,-24800.0,12563.0
Stockholders Equity,227073454.0,-24800.0,12563.0
Retained Earnings,-7091128.0,-49800.0,-12437.0
Additional Paid In Capital,0.0,24233.0,24233.0
Capital Stock,234164582.0,767.0,767.0
Common Stock,234164582.0,767.0,767.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,8186902.0,324096.0,59177.0
Total Non Current Liabilities Net Minority Interest,8050000.0,0.0,0.0
Non Current Deferred Liabilities,8050000.0,,
Current Liabilities,136902.0,324096.0,59177.0
Current Debt And Capital Lease Obligation,,132361.0,
Current Debt,,132361.0,
Other Current Borrowings,,132361.0,
Payables And Accrued Expenses,136902.0,191735.0,59177.0
Current Accrued Expenses,75000.0,191735.0,59177.0
Payables,61902.0,,
Accounts Payable,61902.0,,
Total Assets,235260356.0,299296.0,71740.0
Total Non Current Assets,234198765.0,290016.0,52160.0
Other Non Current Assets,234163749.0,,
Non Current Prepaid Assets,35016.0,,
Non Current Deferred Assets,,290016.0,52160.0
Current Assets,1061591.0,9280.0,19580.0
Prepaid Assets,138981.0,,10300.0
Cash Cash Equivalents And Short Term Investments,922610.0,9280.0,9280.0
Cash And Cash Equivalents,922610.0,9280.0,9280.0
Cash Financial,922610.0,9280.0,9280.0
