,2026-03-31,2025-09-30,2025-07-31
Ordinary Shares Number,37518750.0,32625000.0,32625000.0
Share Issued,37518750.0,32625000.0,32625000.0
Net Debt,,46520.0,20000.0
Total Debt,,50000.0,20000.0
Tangible Book Value,290357650.0,-43711.0,-5791.0
Invested Capital,290357650.0,6289.0,14209.0
Working Capital,1095935.0,-114244.0,
Net Tangible Assets,290357650.0,-43711.0,-5791.0
Common Stock Equity,290357650.0,-43711.0,-5791.0
Total Capitalization,290357650.0,-43711.0,-5791.0
Total Equity Gross Minority Interest,290357650.0,-43711.0,-5791.0
Stockholders Equity,290357650.0,-43711.0,-5791.0
Retained Earnings,-11693815.0,-68711.0,-30791.0
Additional Paid In Capital,0.0,24250.0,24250.0
Capital Stock,302051465.0,750.0,750.0
Common Stock,302051465.0,750.0,750.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,12881662.0,117724.0,37606.0
Total Non Current Liabilities Net Minority Interest,12789000.0,0.0,0.0
Tradeand Other Payables Non Current,12789000.0,,
Current Liabilities,92662.0,117724.0,37606.0
Current Debt And Capital Lease Obligation,,50000.0,20000.0
Current Debt,,50000.0,20000.0
Other Current Borrowings,,50000.0,20000.0
Payables And Accrued Expenses,92662.0,67724.0,17606.0
Current Accrued Expenses,61374.0,67724.0,17606.0
Payables,31288.0,,
Dueto Related Parties Current,11000.0,,
Accounts Payable,20288.0,,
Total Assets,303239312.0,74013.0,31815.0
Total Non Current Assets,302050715.0,70533.0,31815.0
Other Non Current Assets,302050715.0,,
Non Current Deferred Assets,0.0,70533.0,31815.0
Current Assets,1188597.0,3480.0,
Prepaid Assets,117753.0,,
Cash Cash Equivalents And Short Term Investments,1070844.0,3480.0,
Cash And Cash Equivalents,1070844.0,3480.0,
Cash Financial,1070844.0,,
