,2025-12-31,2024-12-31
Ordinary Shares Number,122160166.0,112510166.0
Share Issued,122160166.0,112510166.0
Total Debt,4000.0,26000.0
Tangible Book Value,35433000.0,54534000.0
Invested Capital,49024000.0,68249000.0
Working Capital,-1325000.0,13637000.0
Net Tangible Assets,35433000.0,54534000.0
Capital Lease Obligations,4000.0,26000.0
Common Stock Equity,49024000.0,68249000.0
Total Capitalization,49024000.0,68249000.0
Total Equity Gross Minority Interest,49024000.0,68249000.0
Stockholders Equity,49024000.0,68249000.0
Gains Losses Not Affecting Retained Earnings,-10000.0,-5000.0
Other Equity Adjustments,-10000.0,-5000.0
Retained Earnings,-116916000.0,-89011000.0
Additional Paid In Capital,165462000.0,156815000.0
Capital Stock,488000.0,450000.0
Common Stock,488000.0,450000.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,20042000.0,10936000.0
Total Non Current Liabilities Net Minority Interest,3441000.0,5019000.0
Non Current Deferred Liabilities,3441000.0,5015000.0
Non Current Deferred Taxes Liabilities,3441000.0,5015000.0
Long Term Debt And Capital Lease Obligation,0.0,4000.0
Long Term Capital Lease Obligation,0.0,4000.0
Current Liabilities,16601000.0,5917000.0
Current Deferred Liabilities,751000.0,993000.0
Current Deferred Revenue,733000.0,446000.0
Current Debt And Capital Lease Obligation,4000.0,22000.0
Current Capital Lease Obligation,4000.0,22000.0
Payables And Accrued Expenses,15846000.0,4902000.0
Current Accrued Expenses,607000.0,773000.0
Interest Payable,1000.0,1000.0
Payables,15239000.0,4129000.0
Other Payable,13629000.0,189000.0
Dueto Related Parties Current,0.0,1538000.0
Total Tax Payable,385000.0,769000.0
Accounts Payable,1225000.0,1633000.0
Total Assets,69066000.0,79185000.0
Total Non Current Assets,53790000.0,59631000.0
Non Current Note Receivables,10786000.0,977000.0
Goodwill And Other Intangible Assets,13591000.0,13715000.0
Other Intangible Assets,1243000.0,1367000.0
Goodwill,12348000.0,12348000.0
Net PPE,29413000.0,44939000.0
Accumulated Depreciation,-30427000.0,-15030000.0
Gross PPE,59840000.0,59969000.0
Leases,59376000.0,59260000.0
Other Properties,4000.0,26000.0
Machinery Furniture Equipment,460000.0,683000.0
Properties,0.0,0.0
Current Assets,15276000.0,19554000.0
Prepaid Assets,3963000.0,246000.0
Receivables,7294000.0,14135000.0
Other Receivables,94000.0,225000.0
Accrued Interest Receivable,847000.0,162000.0
Loans Receivable,5897000.0,12612000.0
Accounts Receivable,456000.0,1136000.0
Cash Cash Equivalents And Short Term Investments,4019000.0,5173000.0
Cash And Cash Equivalents,4019000.0,5173000.0
Cash Financial,4019000.0,5173000.0
