,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,61883306.0,61199902.0,60760957.0
Share Issued,61883306.0,61199902.0,60760957.0
Total Debt,47160000.0,43152000.0,39053000.0
Tangible Book Value,7050989000.0,5876775000.0,5316838000.0
Invested Capital,7323092000.0,6095752000.0,5498283000.0
Working Capital,5578918000.0,4787835000.0,4213187000.0
Net Tangible Assets,7050989000.0,5876775000.0,5316838000.0
Capital Lease Obligations,47160000.0,43152000.0,39053000.0
Common Stock Equity,7323092000.0,6095752000.0,5498283000.0
Total Capitalization,7323092000.0,6095752000.0,5498283000.0
Total Equity Gross Minority Interest,7323092000.0,6095752000.0,5498283000.0
Stockholders Equity,7323092000.0,6095752000.0,5498283000.0
Other Equity Interest,1335360000.0,1141458000.0,1047231000.0
Gains Losses Not Affecting Retained Earnings,73593000.0,78218000.0,66713000.0
Foreign Currency Translation Adjustments,138570000.0,133348000.0,126832000.0
Unrealized Gain Loss,-64977000.0,-55130000.0,-60119000.0
Retained Earnings,-279769000.0,-1156977000.0,-1571804000.0
Additional Paid In Capital,6186554000.0,6025789000.0,5948916000.0
Capital Stock,7354000.0,7264000.0,7227000.0
Common Stock,7354000.0,7264000.0,7227000.0
Total Liabilities Net Minority Interest,1359606000.0,1079840000.0,704239000.0
Total Non Current Liabilities Net Minority Interest,39420000.0,37936000.0,34323000.0
Employee Benefits,3093000.0,2368000.0,1803000.0
Non Current Deferred Liabilities,0.0,,0.0
Non Current Deferred Taxes Liabilities,0.0,,0.0
Long Term Debt And Capital Lease Obligation,36327000.0,35568000.0,32520000.0
Long Term Capital Lease Obligation,36327000.0,35568000.0,32520000.0
Current Liabilities,1320186000.0,1041904000.0,669916000.0
Current Debt And Capital Lease Obligation,10833000.0,7584000.0,6533000.0
Current Capital Lease Obligation,10833000.0,7584000.0,6533000.0
Pensionand Other Post Retirement Benefit Plans Current,212344000.0,127720000.0,150818000.0
Current Provisions,402032000.0,320234000.0,140474000.0
Payables And Accrued Expenses,694977000.0,586366000.0,372091000.0
Payables,694977000.0,586366000.0,372091000.0
Other Payable,98500000.0,36237000.0,16473000.0
Total Tax Payable,42209000.0,18160000.0,13390000.0
Accounts Payable,554268000.0,531969000.0,342228000.0
Total Assets,8682698000.0,7175592000.0,6202522000.0
Total Non Current Assets,1783594000.0,1345853000.0,1319419000.0
Other Non Current Assets,4838000.0,46683000.0,1963000.0
Non Current Prepaid Assets,25811000.0,23643000.0,23643000.0
Non Current Deferred Assets,1295853000.0,899607000.0,924299000.0
Non Current Deferred Taxes Assets,1295853000.0,899607000.0,924299000.0
Non Current Accounts Receivable,86212000.0,100467000.0,94854000.0
Investments And Advances,50530000.0,10681000.0,49697000.0
Investmentin Financial Assets,47152000.0,,40429000.0
Available For Sale Securities,10022000.0,,14880000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,37130000.0,,25549000.0
Long Term Equity Investment,3378000.0,10681000.0,9268000.0
Investmentsin Joint Venturesat Cost,3378000.0,10681000.0,9268000.0
Goodwill And Other Intangible Assets,272103000.0,218977000.0,181445000.0
Other Intangible Assets,272103000.0,,181445000.0
Net PPE,48247000.0,45795000.0,43518000.0
Accumulated Depreciation,-35722000.0,,-29198000.0
Gross PPE,83969000.0,,72716000.0
Leases,7489000.0,,2957000.0
Other Properties,346000.0,,346000.0
Machinery Furniture Equipment,29221000.0,,20423000.0
Buildings And Improvements,46913000.0,,48990000.0
Properties,0.0,,0.0
Current Assets,6899104000.0,5829739000.0,4883103000.0
Other Current Assets,,1000.0,
Prepaid Assets,328476000.0,362715000.0,187948000.0
Inventory,473530000.0,340621000.0,407233000.0
Finished Goods,82455000.0,70588000.0,43044000.0
Work In Process,55535000.0,11957000.0,26357000.0
Raw Materials,335540000.0,258076000.0,337832000.0
Receivables,1657059000.0,1198226000.0,909096000.0
Other Receivables,10831000.0,1328000.0,10289000.0
Taxes Receivable,123123000.0,32733000.0,40886000.0
Accrued Interest Receivable,33533000.0,37720000.0,40214000.0
Accounts Receivable,1489572000.0,1126445000.0,817707000.0
Cash Cash Equivalents And Short Term Investments,4440039000.0,3928176000.0,3378826000.0
Other Short Term Investments,948750000.0,1842200000.0,1878890000.0
Cash And Cash Equivalents,3491289000.0,2085976000.0,1499936000.0
Cash Equivalents,2541112000.0,2082094000.0,1394409000.0
Cash Financial,950177000.0,3882000.0,105527000.0
