,2026-03-31,2025-09-30,2025-06-30,2025-04-30
Ordinary Shares Number,29410000.0,29410000.0,26350000.0,26350000.0
Share Issued,29410000.0,29410000.0,26350000.0,26350000.0
Net Debt,,,37237.0,3020.0
Total Debt,,,37237.0,3020.0
Tangible Book Value,227006819.0,223281210.0,-21768.0,6514.0
Invested Capital,227006819.0,223281210.0,15469.0,9534.0
Working Capital,599448.0,1087710.0,-136431.0,-136431.0
Net Tangible Assets,227006819.0,223281210.0,-21768.0,6514.0
Common Stock Equity,227006819.0,223281210.0,-21768.0,6514.0
Total Capitalization,227006819.0,223281210.0,-21768.0,6514.0
Total Equity Gross Minority Interest,227006819.0,223281210.0,-21768.0,6514.0
Stockholders Equity,227006819.0,223281210.0,-21768.0,6514.0
Retained Earnings,-8566422.0,-8030606.0,-46768.0,-18486.0
Additional Paid In Capital,0.0,0.0,24425.0,24425.0
Capital Stock,235573241.0,231311816.0,575.0,575.0
Common Stock,235573241.0,231311816.0,575.0,575.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,9498007.0,9303290.0,347765.0,152031.0
Total Non Current Liabilities Net Minority Interest,9200000.0,9200000.0,0.0,0.0
Non Current Deferred Liabilities,9200000.0,9200000.0,,
Current Liabilities,298007.0,103290.0,347765.0,152031.0
Current Debt And Capital Lease Obligation,,,37237.0,3020.0
Current Debt,,,37237.0,3020.0
Other Current Borrowings,,,37237.0,3020.0
Payables And Accrued Expenses,298007.0,103290.0,310528.0,149011.0
Current Accrued Expenses,75000.0,75000.0,310528.0,149011.0
Payables,223007.0,28290.0,,
Accounts Payable,223007.0,28290.0,,
Total Assets,236504826.0,232584500.0,325997.0,158545.0
Total Non Current Assets,235607371.0,231393500.0,325997.0,142945.0
Other Non Current Assets,235572600.0,231311175.0,,
Non Current Prepaid Assets,34771.0,82325.0,,
Non Current Deferred Assets,,,325997.0,142945.0
Current Assets,897455.0,1191000.0,15600.0,15600.0
Prepaid Assets,164938.0,136704.0,15600.0,15600.0
Receivables,0.0,25000.0,,
Duefrom Related Parties Current,0.0,25000.0,,
Cash Cash Equivalents And Short Term Investments,732517.0,1029296.0,,
Cash And Cash Equivalents,732517.0,1029296.0,,
Cash Financial,732517.0,1029296.0,,
