,2026-03-31,2025-12-31,2025-06-30,2025-03-31
Ordinary Shares Number,200000000.0,200000000.0,200000000.0,150000000.0
Share Issued,200000000.0,200000000.0,200000000.0,150000000.0
Net Debt,,,,99453813.48
Total Debt,306210443.16,240637619.93,266476753.34,288626704.17
Tangible Book Value,1653378534.41,1613303318.17,1542746724.3,938023591.92
Invested Capital,1942666480.81,1840577620.66,1775949929.95,1147633691.85
Working Capital,1488896631.57,1449778243.68,1398832131.79,780802467.35
Net Tangible Assets,1653378534.41,1613303318.17,1542746724.3,938023591.92
Capital Lease Obligations,272856.9,271090.99,0.0,
Common Stock Equity,1666753154.42,1626780183.16,1556428079.25,951807191.85
Total Capitalization,1726003154.42,1675930183.16,1585578079.25,971207191.85
Total Equity Gross Minority Interest,1666753154.42,1626780183.16,1556428079.25,951807191.85
Stockholders Equity,1666753154.42,1626780183.16,1556428079.25,951807191.85
Retained Earnings,758251775.34,718278804.08,656205093.94,595914612.19
Additional Paid In Capital,,628144617.49,637696270.13,143365864.48
Capital Stock,200000000.0,200000000.0,200000000.0,150000000.0
Common Stock,200000000.0,200000000.0,200000000.0,150000000.0
Total Liabilities Net Minority Interest,691221881.76,517416501.95,574863557.02,607990567.57
Total Non Current Liabilities Net Minority Interest,62733344.4,52680715.99,32602049.04,22950175.97
Non Current Deferred Revenue,3210487.5,3259625.0,3452049.04,3550175.97
Long Term Debt And Capital Lease Obligation,59522856.9,49421090.99,29150000.0,19400000.0
Long Term Capital Lease Obligation,272856.9,271090.99,0.0,
Long Term Debt,59250000.0,49150000.0,29150000.0,19400000.0
Current Liabilities,628488537.36,464735785.96,542261507.98,585040391.6
Other Current Liabilities,18796022.82,11270532.88,9595253.41,11763663.81
Current Debt And Capital Lease Obligation,246687586.26,191216528.94,237326753.34,269226704.17
Current Debt,216663326.39,164647437.5,190371850.7,176426500.0
Payables,270222057.71,251797416.75,227535965.57,256742209.72
Other Payable,5009389.66,5958500.86,3143006.26,1628947.1
Total Tax Payable,1577840.2,3827486.02,9494946.48,976103.83
Accounts Payable,263634827.85,242011429.87,214898012.83,254137158.79
Total Assets,2357975036.18,2144196685.11,2131291636.27,1559797759.42
Total Non Current Assets,240589867.25,229682655.47,190197996.5,193954900.47
Other Non Current Assets,,622268.93,,
Non Current Deferred Assets,5587333.34,6072559.34,7052129.99,7618277.62
Investmentin Financial Assets,1200000.0,1200000.0,1200000.0,1200000.0
Available For Sale Securities,1200000.0,1200000.0,1200000.0,1200000.0
Long Term Equity Investment,,,0.0,
Investment Properties,,,0.0,
Goodwill And Other Intangible Assets,13374620.01,13476864.99,13681354.95,13783599.93
Other Intangible Assets,13374620.01,13476864.99,13681354.95,13783599.93
Goodwill,,,0.0,
Net PPE,220427913.9,208310962.21,168264511.56,171353022.92
Accumulated Depreciation,,-131498411.37,-124489332.19,-123387292.45
Gross PPE,220427913.9,339809373.58,292753843.75,294740315.37
Construction In Progress,61505433.46,45992988.23,1083768.64,729184.46
Other Properties,158922480.44,2863245.13,1471007.2,1418995.3
Machinery Furniture Equipment,,37673657.07,36919584.76,37114573.88
Properties,,253279483.15,253279483.15,255477561.73
Current Assets,2117385168.93,1914514029.64,1941093639.77,1365842858.95
Other Current Assets,7157094.37,453986.18,987764.26,6053742.29
Prepaid Assets,284258497.89,203379247.31,203849220.64,264339606.87
Inventory,753252829.42,695664032.42,609767048.47,634932899.98
Inventories Adjustments Allowances,,,0.0,
Finished Goods,,72403717.01,40732805.81,50884259.72
Work In Process,,323833709.08,270506697.83,351469211.29
Raw Materials,,299426606.33,298527544.83,232579428.97
Other Receivables,43515728.58,22340440.13,8803979.58,13435280.84
Accounts Receivable,462805392.19,485054170.11,568145111.47,350708642.45
Allowance For Doubtful Accounts Receivable,,,-59455756.58,-44758851.77
Gross Accounts Receivable,,,627600868.05,395467494.22
Cash Cash Equivalents And Short Term Investments,566395626.48,507622153.49,549540515.35,96372686.52
Other Short Term Investments,152000000.0,19229070.38,50000000.0,
Cash And Cash Equivalents,414395626.48,488393083.11,499540515.35,96372686.52
Cash Equivalents,,27810000.0,5100000.0,24105049.72
Cash Financial,,460583083.11,494440515.35,72267636.8
