,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,3478887.0,1040910.0,862293.0
Share Issued,3478887.0,1040910.0,862293.0
Total Debt,115463.0,,255439.0
Tangible Book Value,5113894.0,,1730346.0
Invested Capital,8326619.0,,2543815.0
Working Capital,4934920.0,,1542943.0
Net Tangible Assets,5113894.0,,1730346.0
Capital Lease Obligations,115463.0,,255439.0
Common Stock Equity,8326619.0,,2543815.0
Total Capitalization,8326619.0,,2543815.0
Total Equity Gross Minority Interest,8326619.0,,2543815.0
Stockholders Equity,8326619.0,,2543815.0
Gains Losses Not Affecting Retained Earnings,537279.0,,488462.0
Other Equity Adjustments,537279.0,,488462.0
Retained Earnings,-28998016.0,,-26411673.0
Additional Paid In Capital,36786799.0,,28466888.0
Capital Stock,557.0,,138.0
Common Stock,557.0,,138.0
Total Liabilities Net Minority Interest,1560586.0,,1756199.0
Total Non Current Liabilities Net Minority Interest,27666.0,,272211.0
Other Non Current Liabilities,,,1000.0
Tradeand Other Payables Non Current,0.0,,230227.0
Long Term Debt And Capital Lease Obligation,27666.0,,40984.0
Long Term Capital Lease Obligation,27666.0,,40984.0
Current Liabilities,1532920.0,,1483988.0
Current Debt And Capital Lease Obligation,87797.0,,214455.0
Current Capital Lease Obligation,87797.0,,214455.0
Payables And Accrued Expenses,1445123.0,,1269533.0
Current Accrued Expenses,,,285100.0
Payables,1445123.0,,984433.0
Other Payable,364739.0,,134564.0
Dueto Related Parties Current,91959.0,,107671.0
Accounts Payable,988425.0,,742198.0
Total Assets,9887205.0,,4300014.0
Total Non Current Assets,3419365.0,,1273083.0
Goodwill And Other Intangible Assets,3212725.0,,813469.0
Net PPE,206640.0,,459614.0
Gross PPE,206640.0,,459614.0
Other Properties,90279.0,,208553.0
Buildings And Improvements,116361.0,,251061.0
Properties,0.0,,0.0
Current Assets,6467840.0,,3026931.0
Other Current Assets,2520748.0,,171992.0
Inventory,113602.0,,121946.0
Receivables,354003.0,,159898.0
Duefrom Related Parties Current,236972.0,,151318.0
Accounts Receivable,117031.0,,8580.0
Cash Cash Equivalents And Short Term Investments,3479487.0,,2573095.0
Cash And Cash Equivalents,3479487.0,,2573095.0
