,2026-03-31,2025-08-31
Ordinary Shares Number,39225000.0,39225000.0
Share Issued,39225000.0,39225000.0
Net Debt,102787.0,
Total Debt,102787.0,
Tangible Book Value,-26955.0,-13180.0
Invested Capital,75832.0,-13180.0
Working Capital,-492475.0,-288413.0
Net Tangible Assets,-26955.0,-13180.0
Common Stock Equity,-26955.0,-13180.0
Total Capitalization,-26955.0,-13180.0
Total Equity Gross Minority Interest,-26955.0,-13180.0
Stockholders Equity,-26955.0,-13180.0
Retained Earnings,-51955.0,-38180.0
Additional Paid In Capital,24103.0,24103.0
Capital Stock,897.0,897.0
Common Stock,897.0,897.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,492475.0,299874.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,492475.0,299874.0
Current Debt And Capital Lease Obligation,102787.0,
Current Debt,102787.0,
Current Notes Payable,102787.0,
Payables And Accrued Expenses,389688.0,299874.0
Current Accrued Expenses,389688.0,299874.0
Total Assets,465520.0,286694.0
Total Non Current Assets,465520.0,275233.0
Non Current Deferred Assets,465520.0,275233.0
Current Assets,0.0,11461.0
Prepaid Assets,0.0,11461.0
