,2026-03-31,2025-12-31,2025-06-30,2025-03-31
Ordinary Shares Number,676955535.0,668625454.0,668625454.0,668625454.0
Share Issued,676955535.0,668625454.0,668625454.0,668625454.0
Net Debt,202570000000.0,62776000000.0,93859000000.0,30501000000.0
Total Debt,574505000000.0,578424000000.0,625417000000.0,411675000000.0
Tangible Book Value,312556000000.0,202085000000.0,113863000000.0,19066000000.0
Invested Capital,959135000000.0,852479000000.0,808941000000.0,499473000000.0
Working Capital,-2170208000000.0,1874662000000.0,1913169000000.0,-1610526000000.0
Net Tangible Assets,312556000000.0,202085000000.0,113863000000.0,19066000000.0
Capital Lease Obligations,9549000000.0,10115000000.0,11614000000.0,12097000000.0
Common Stock Equity,394179000000.0,284170000000.0,195138000000.0,99895000000.0
Total Capitalization,886135000000.0,737479000000.0,665441000000.0,415473000000.0
Total Equity Gross Minority Interest,430761000000.0,320229000000.0,230331000000.0,223731000000.0
Minority Interest,36582000000.0,36059000000.0,35193000000.0,123836000000.0
Stockholders Equity,394179000000.0,284170000000.0,195138000000.0,99895000000.0
Gains Losses Not Affecting Retained Earnings,-3055000000.0,-1852000000.0,126000000.0,-379000000.0
Retained Earnings,109869000000.0,96357000000.0,5347000000.0,-4887000000.0
Additional Paid In Capital,86730000000.0,37260000000.0,37260000000.0,13727000000.0
Capital Stock,200635000000.0,152405000000.0,152405000000.0,91434000000.0
Common Stock,200635000000.0,152405000000.0,152405000000.0,91434000000.0
Total Liabilities Net Minority Interest,4745251000000.0,4851934000000.0,4183855000000.0,3818374000000.0
Total Non Current Liabilities Net Minority Interest,521463000000.0,3518121000000.0,3139109000000.0,344235000000.0
Other Non Current Liabilities,18083000000.0,3047337000000.0,2649301000000.0,15542000000.0
Tradeand Other Payables Non Current,0.0,,,1000000.0
Non Current Deferred Liabilities,206000000.0,108000000.0,379000000.0,377000000.0
Non Current Deferred Taxes Liabilities,206000000.0,108000000.0,379000000.0,377000000.0
Long Term Debt And Capital Lease Obligation,499183000000.0,463424000000.0,481917000000.0,324936000000.0
Long Term Capital Lease Obligation,7227000000.0,10115000000.0,11614000000.0,9358000000.0
Long Term Debt,491956000000.0,453309000000.0,470303000000.0,315578000000.0
Long Term Provisions,3991000000.0,7252000000.0,7512000000.0,3379000000.0
Current Liabilities,4223788000000.0,1333813000000.0,1044746000000.0,3474139000000.0
Other Current Liabilities,3009643000000.0,,,2427865000000.0
Current Debt And Capital Lease Obligation,75322000000.0,115000000000.0,143500000000.0,86739000000.0
Current Capital Lease Obligation,2322000000.0,,,2739000000.0
Current Debt,73000000000.0,115000000000.0,143500000000.0,84000000000.0
Other Current Borrowings,,,,201978000000.0
Commercial Paper,73000000000.0,115000000000.0,143500000000.0,84000000000.0
Current Provisions,3412000000.0,,,3662000000.0
Payables And Accrued Expenses,1135411000000.0,1218813000000.0,901246000000.0,955873000000.0
Payables,1135411000000.0,1218813000000.0,901246000000.0,955873000000.0
Other Payable,,50868000000.0,43254000000.0,
Total Tax Payable,13073000000.0,7988000000.0,2259000000.0,6477000000.0
Income Tax Payable,13073000000.0,7988000000.0,2259000000.0,6477000000.0
Accounts Payable,1122338000000.0,1159957000000.0,855733000000.0,949396000000.0
Total Assets,5176012000000.0,5172163000000.0,4414186000000.0,4042105000000.0
Total Non Current Assets,3122432000000.0,1963688000000.0,1456271000000.0,2178492000000.0
Other Non Current Assets,31043000000.0,40284000000.0,38314000000.0,31259000000.0
Non Current Deferred Assets,107275000000.0,105226000000.0,46822000000.0,49392000000.0
Non Current Deferred Taxes Assets,107275000000.0,105226000000.0,46822000000.0,49392000000.0
Non Current Note Receivables,1467738000000.0,,,1133069000000.0
Investments And Advances,1407699000000.0,1708461000000.0,1260489000000.0,854651000000.0
Investmentin Financial Assets,1394937000000.0,1695506000000.0,1259516000000.0,853639000000.0
Available For Sale Securities,1394937000000.0,1695506000000.0,1259516000000.0,853639000000.0
Long Term Equity Investment,12762000000.0,12955000000.0,973000000.0,1012000000.0
Investmentsin Joint Venturesat Cost,,12955000000.0,973000000.0,1012000000.0
Goodwill And Other Intangible Assets,81623000000.0,82085000000.0,81275000000.0,80829000000.0
Other Intangible Assets,66466000000.0,66928000000.0,66118000000.0,65672000000.0
Goodwill,15157000000.0,15157000000.0,15157000000.0,15157000000.0
Net PPE,27054000000.0,27632000000.0,29371000000.0,29292000000.0
Accumulated Depreciation,-14384000000.0,,,-11349000000.0
Gross PPE,41438000000.0,27632000000.0,29371000000.0,40641000000.0
Leases,3004000000.0,,,3037000000.0
Construction In Progress,763000000.0,,,556000000.0
Other Properties,250000000.0,27632000000.0,29371000000.0,333000000.0
Machinery Furniture Equipment,25496000000.0,,,22249000000.0
Buildings And Improvements,11925000000.0,,,14466000000.0
Properties,0.0,,,0.0
Current Assets,2053580000000.0,3208475000000.0,2957915000000.0,1863613000000.0
Other Current Assets,6668000000.0,,,5742000000.0
Restricted Cash,50431000000.0,40710000000.0,203626000000.0,220200000000.0
Prepaid Assets,24405000000.0,20084000000.0,24833000000.0,24763000000.0
Receivables,1235499000000.0,2642148000000.0,2209512000000.0,998592000000.0
Other Receivables,59815000000.0,97484000000.0,86296000000.0,47819000000.0
Loans Receivable,1085127000000.0,2431178000000.0,2026091000000.0,857538000000.0
Accounts Receivable,90557000000.0,113486000000.0,97125000000.0,93235000000.0
Allowance For Doubtful Accounts Receivable,-786000000.0,-821000000.0,-847000000.0,-852000000.0
Gross Accounts Receivable,91343000000.0,114307000000.0,97972000000.0,94087000000.0
Cash Cash Equivalents And Short Term Investments,736577000000.0,505533000000.0,519944000000.0,614316000000.0
Other Short Term Investments,374191000000.0,1606245000000.0,1231185000000.0,245239000000.0
Cash And Cash Equivalents,362386000000.0,505533000000.0,519944000000.0,369077000000.0
Cash Equivalents,292625000000.0,364805000000.0,309066000000.0,212258000000.0
Cash Financial,69761000000.0,140728000000.0,210878000000.0,156819000000.0
