,2025-06-30
Ordinary Shares Number,1438921585.0
Share Issued,1438921585.0
Tangible Book Value,5768424.0
Invested Capital,5963916.0
Working Capital,5651565.0
Net Tangible Assets,5768424.0
Common Stock Equity,5963916.0
Total Capitalization,5963916.0
Total Equity Gross Minority Interest,5963916.0
Stockholders Equity,5963916.0
Gains Losses Not Affecting Retained Earnings,6055501.0
Other Equity Adjustments,6053953.0
Foreign Currency Translation Adjustments,1548.0
Retained Earnings,-35405288.0
Capital Stock,35313703.0
Common Stock,35313703.0
Total Liabilities Net Minority Interest,699168.0
Total Non Current Liabilities Net Minority Interest,0.0
Current Liabilities,699168.0
Pensionand Other Post Retirement Benefit Plans Current,108260.0
Payables And Accrued Expenses,590908.0
Payables,590908.0
Other Payable,370320.0
Accounts Payable,220588.0
Total Assets,6663084.0
Total Non Current Assets,312351.0
Investments And Advances,2200.0
Other Investments,2200.0
Goodwill And Other Intangible Assets,195492.0
Other Intangible Assets,195492.0
Net PPE,114659.0
Accumulated Depreciation,-14646.0
Gross PPE,129305.0
Machinery Furniture Equipment,129305.0
Current Assets,6350733.0
Prepaid Assets,562583.0
Receivables,2761903.0
Other Receivables,2761903.0
Cash Cash Equivalents And Short Term Investments,3026247.0
Cash And Cash Equivalents,3026247.0
Cash Financial,3026247.0
