,2025-12-31,2024-12-31
Ordinary Shares Number,16479802845.0,1346625244.0
Share Issued,16479802845.0,1346625244.0
Total Debt,18250570.0,4624754.0
Tangible Book Value,25634651.0,10538677.0
Invested Capital,43773942.0,14955715.0
Working Capital,17179265.0,-9190281.0
Net Tangible Assets,25634651.0,10538677.0
Capital Lease Obligations,111279.0,207716.0
Common Stock Equity,25634651.0,10538677.0
Total Capitalization,43663960.0,11695734.0
Total Equity Gross Minority Interest,22327022.0,7196981.0
Minority Interest,-3307629.0,-3341696.0
Stockholders Equity,25634651.0,10538677.0
Other Equity Interest,,-49637.0
Gains Losses Not Affecting Retained Earnings,-130259.0,-312081.0
Other Equity Adjustments,-130259.0,-312081.0
Retained Earnings,-72158102.0,-67201367.0
Additional Paid In Capital,82757154.0,77917463.0
Capital Stock,15165858.0,184299.0
Common Stock,15165858.0,184299.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,32318825.0,29170365.0
Total Non Current Liabilities Net Minority Interest,23263632.0,1335827.0
Other Non Current Liabilities,5183110.0,
Derivative Product Liabilities,0.0,123188.0
Long Term Debt And Capital Lease Obligation,18080522.0,1212639.0
Long Term Capital Lease Obligation,51213.0,55582.0
Long Term Debt,18029309.0,1157057.0
Current Liabilities,9055193.0,27834538.0
Other Current Liabilities,2671330.0,
Current Debt And Capital Lease Obligation,170048.0,3412115.0
Current Capital Lease Obligation,60066.0,152134.0
Current Debt,109982.0,3259981.0
Other Current Borrowings,109982.0,3259981.0
Payables And Accrued Expenses,6213815.0,24422423.0
Current Accrued Expenses,4074750.0,4680129.0
Payables,2139065.0,19742294.0
Accounts Payable,2139065.0,19742294.0
Total Assets,54645847.0,36367346.0
Total Non Current Assets,28411389.0,17723089.0
Other Non Current Assets,27226.0,110951.0
Investments And Advances,13251496.0,0.0
Other Investments,13235215.0,0.0
Long Term Equity Investment,16281.0,0.0
Net PPE,15132667.0,17612138.0
Accumulated Depreciation,-8982739.0,-6725677.0
Gross PPE,24115406.0,24337815.0
Leases,0.0,38522.0
Other Properties,106530.0,205532.0
Machinery Furniture Equipment,24008876.0,24093761.0
Properties,0.0,0.0
Current Assets,26234458.0,18644257.0
Other Current Assets,771897.0,171732.0
Hedging Assets Current,,0.0
Restricted Cash,233049.0,490666.0
Receivables,1274552.0,1045234.0
Other Receivables,,24194.0
Accounts Receivable,1274552.0,1045234.0
Cash Cash Equivalents And Short Term Investments,23954960.0,16936625.0
Other Short Term Investments,3830664.0,2423.0
Cash And Cash Equivalents,20124296.0,16934202.0
Cash Financial,20124296.0,16934202.0
