,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,48170647.0,48358315.0,48194035.0,48194035.0,48127369.0,
Share Issued,48170647.0,48358315.0,48194035.0,48194035.0,48127369.0,
Total Debt,2666000.0,3446000.0,4721000.0,5261000.0,14955000.0,
Tangible Book Value,262949000.0,258288000.0,249243000.0,262038000.0,243297000.0,
Invested Capital,262949000.0,258288000.0,249243000.0,262038000.0,252511000.0,
Working Capital,109512000.0,107132000.0,118850000.0,144032000.0,81547000.0,
Net Tangible Assets,262949000.0,258288000.0,249243000.0,262038000.0,243297000.0,
Capital Lease Obligations,2666000.0,3446000.0,4721000.0,5261000.0,14955000.0,
Common Stock Equity,262949000.0,258288000.0,249243000.0,262038000.0,252511000.0,
Total Capitalization,262949000.0,258288000.0,249243000.0,262038000.0,252511000.0,
Total Equity Gross Minority Interest,262949000.0,258288000.0,249243000.0,262038000.0,252511000.0,
Stockholders Equity,262949000.0,258288000.0,249243000.0,262038000.0,252511000.0,
Gains Losses Not Affecting Retained Earnings,-4108000.0,-3990000.0,-4134000.0,-3954000.0,-4432000.0,
Other Equity Adjustments,-4108000.0,-3990000.0,-4134000.0,-3954000.0,-4432000.0,
Retained Earnings,-273859000.0,-279046000.0,-287947000.0,-275332000.0,-284180000.0,
Additional Paid In Capital,540435000.0,540841000.0,540842000.0,540842000.0,540642000.0,
Capital Stock,481000.0,483000.0,482000.0,482000.0,481000.0,
Common Stock,481000.0,483000.0,482000.0,482000.0,481000.0,
Total Liabilities Net Minority Interest,81787000.0,76606000.0,87510000.0,102156000.0,121843000.0,
Total Non Current Liabilities Net Minority Interest,6514000.0,6590000.0,7351000.0,6055000.0,16817000.0,
Other Non Current Liabilities,11000.0,26000.0,60000.0,117000.0,90000.0,
Liabilities Heldfor Sale Non Current,,0.0,0.0,0.0,,7922000.0
Non Current Deferred Liabilities,2686000.0,2430000.0,2541000.0,932000.0,2987000.0,
Non Current Deferred Taxes Liabilities,2686000.0,2430000.0,2541000.0,932000.0,2987000.0,
Long Term Debt And Capital Lease Obligation,1047000.0,1375000.0,2028000.0,2292000.0,9471000.0,
Long Term Capital Lease Obligation,1047000.0,1375000.0,2028000.0,2292000.0,9471000.0,
Long Term Provisions,2770000.0,2759000.0,2722000.0,2714000.0,4269000.0,
Current Liabilities,75273000.0,70016000.0,80159000.0,96101000.0,105026000.0,
Other Current Liabilities,967000.0,1107000.0,2095000.0,14048000.0,1180000.0,
Current Deferred Liabilities,2201000.0,1357000.0,915000.0,467000.0,777000.0,
Current Deferred Revenue,2201000.0,1357000.0,915000.0,467000.0,777000.0,
Current Debt And Capital Lease Obligation,1619000.0,2071000.0,2693000.0,2969000.0,5484000.0,
Current Capital Lease Obligation,1619000.0,2071000.0,2693000.0,2969000.0,5484000.0,
Pensionand Other Post Retirement Benefit Plans Current,914000.0,821000.0,1519000.0,1837000.0,4087000.0,
Current Provisions,697000.0,1166000.0,1236000.0,1463000.0,1445000.0,
Payables And Accrued Expenses,68875000.0,63494000.0,71701000.0,75317000.0,92053000.0,
Current Accrued Expenses,1195000.0,1936000.0,389000.0,3466000.0,5652000.0,
Payables,67680000.0,61558000.0,71312000.0,71851000.0,86401000.0,
Total Tax Payable,53268000.0,52231000.0,59093000.0,60444000.0,57942000.0,
Income Tax Payable,40931000.0,39899000.0,46634000.0,48009000.0,45444000.0,
Accounts Payable,14412000.0,9327000.0,12219000.0,11407000.0,28459000.0,
Total Assets,344736000.0,334894000.0,336753000.0,364194000.0,374354000.0,
Total Non Current Assets,159951000.0,157746000.0,137744000.0,124061000.0,187781000.0,
Other Non Current Assets,44680000.0,49058000.0,50324000.0,51755000.0,64641000.0,
Non Current Deferred Assets,,,,,,0.0
Non Current Deferred Taxes Assets,,,,,,0.0
Goodwill And Other Intangible Assets,,,,,9214000.0,9423000.0
Other Intangible Assets,,,,,,209000.0
Goodwill,,,,,9214000.0,9214000.0
Net PPE,115271000.0,108688000.0,87420000.0,72306000.0,113926000.0,
Accumulated Depreciation,-100291000.0,-97856000.0,-117979000.0,-118650000.0,-511334000.0,
Gross PPE,215562000.0,206544000.0,205399000.0,190956000.0,625260000.0,
Construction In Progress,,,26758000.0,12032000.0,10177000.0,8921000.0
Other Properties,88169000.0,78780000.0,27903000.0,10738000.0,281639000.0,
Machinery Furniture Equipment,78477000.0,78577000.0,101836000.0,118820000.0,260520000.0,
Buildings And Improvements,29806000.0,30100000.0,29691000.0,30155000.0,36344000.0,
Land And Improvements,6025000.0,6025000.0,6025000.0,6025000.0,22297000.0,
Current Assets,184785000.0,177148000.0,199009000.0,240133000.0,186573000.0,
Other Current Assets,3895000.0,4619000.0,4310000.0,7559000.0,7632000.0,
Assets Held For Sale Current,5696000.0,5805000.0,8176000.0,27018000.0,5844000.0,
Restricted Cash,12097000.0,12085000.0,29461000.0,30053000.0,21601000.0,
Prepaid Assets,,,,,2018000.0,1780000.0
Inventory,3194000.0,4083000.0,4269000.0,3466000.0,16516000.0,
Finished Goods,411000.0,688000.0,843000.0,887000.0,1178000.0,
Work In Process,888000.0,1482000.0,1506000.0,656000.0,3654000.0,
Raw Materials,1895000.0,1913000.0,1920000.0,1923000.0,11684000.0,
Receivables,34739000.0,28934000.0,41893000.0,44787000.0,76312000.0,
Accounts Receivable,34739000.0,28934000.0,41893000.0,44787000.0,76312000.0,
Allowance For Doubtful Accounts Receivable,-170937000.0,-170937000.0,-170933000.0,-170983000.0,-171141000.0,
Gross Accounts Receivable,205676000.0,199871000.0,212826000.0,215770000.0,247453000.0,
Cash Cash Equivalents And Short Term Investments,125164000.0,121622000.0,110900000.0,127250000.0,56650000.0,
Other Short Term Investments,32447000.0,19635000.0,12733000.0,,,0.0
Cash And Cash Equivalents,92717000.0,101987000.0,98167000.0,127250000.0,56650000.0,
