,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,178980.0,63314.0,63314.0
Share Issued,178980.0,63314.0,63314.0
Total Debt,,20000000.0,
Tangible Book Value,99684186.0,80088573.0,80899511.0
Invested Capital,99684186.0,100088573.0,80899511.0
Working Capital,99684186.0,100088573.0,80899511.0
Net Tangible Assets,99684186.0,80088573.0,80899511.0
Common Stock Equity,99684186.0,80088573.0,80899511.0
Total Capitalization,99684186.0,100088573.0,80899511.0
Total Equity Gross Minority Interest,99684186.0,80088573.0,80899511.0
Stockholders Equity,99684186.0,80088573.0,80899511.0
Gains Losses Not Affecting Retained Earnings,,,0.0
Retained Earnings,-30027232.0,-29475900.0,-28664962.0
Additional Paid In Capital,129639826.0,109539147.0,109539147.0
Capital Stock,71592.0,25326.0,25326.0
Common Stock,71592.0,25326.0,25326.0
Total Liabilities Net Minority Interest,6179939.0,25851228.0,5724660.0
Total Non Current Liabilities Net Minority Interest,0.0,20000000.0,0.0
Long Term Debt And Capital Lease Obligation,,20000000.0,
Long Term Debt,,20000000.0,
Current Liabilities,6179939.0,5851228.0,5724660.0
Current Deferred Liabilities,4386659.0,4283608.0,4351692.0
Current Deferred Revenue,4386659.0,4283608.0,4351692.0
Payables And Accrued Expenses,1793280.0,1567620.0,1372968.0
Current Accrued Expenses,20000.0,1543959.0,10000.0
Payables,1773280.0,23661.0,1362968.0
Other Payable,1742829.0,,1347964.0
Total Tax Payable,30451.0,23661.0,15004.0
Total Assets,105864125.0,105939801.0,86624171.0
Total Non Current Assets,0.0,0.0,0.0
Investments And Advances,0.0,0.0,0.0
Current Assets,105864125.0,105939801.0,86624171.0
Restricted Cash,4386659.0,4283608.0,4351692.0
Prepaid Assets,98664545.0,39175392.0,0.0
Receivables,0.0,,0.0
Receivables Adjustments Allowances,0.0,,0.0
Loans Receivable,,,0.0
Cash Cash Equivalents And Short Term Investments,2812921.0,62480801.0,82272479.0
Cash And Cash Equivalents,2812921.0,62480801.0,82272479.0
