,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,70300948.0,70300948.0,70300948.0,70300948.0
Share Issued,70300948.0,70300948.0,70300948.0,70300948.0
Net Debt,1731000.0,,,37846.0
Total Debt,3882000.0,,,106780.0
Tangible Book Value,-4230000.0,,,-32139.0
Invested Capital,-348000.0,,,74641.0
Working Capital,-3836000.0,,,80226.0
Net Tangible Assets,-4230000.0,,,-32139.0
Common Stock Equity,-4230000.0,,,-32139.0
Total Capitalization,-3905000.0,,,74641.0
Total Equity Gross Minority Interest,-4230000.0,,,-32139.0
Stockholders Equity,-4230000.0,,,-32139.0
Gains Losses Not Affecting Retained Earnings,-30000.0,,,1563.0
Other Equity Adjustments,-30000.0,,,1563.0
Retained Earnings,-5617000.0,,,-36862.0
Additional Paid In Capital,1402000.0,,,
Capital Stock,15000.0,,,3160.0
Common Stock,15000.0,,,3160.0
Total Liabilities Net Minority Interest,7978000.0,,,165152.0
Total Non Current Liabilities Net Minority Interest,492000.0,,,112365.0
Other Non Current Liabilities,167000.0,,,5585.0
Long Term Debt And Capital Lease Obligation,325000.0,,,106780.0
Long Term Debt,325000.0,,,106780.0
Current Liabilities,7486000.0,,,52787.0
Other Current Liabilities,4000.0,1690.0,113581.0,58.0
Current Debt And Capital Lease Obligation,3557000.0,,,
Current Debt,3557000.0,,,
Payables And Accrued Expenses,3925000.0,3442785.0,1149084.0,52729.0
Payables,3925000.0,,,52729.0
Other Payable,212000.0,,,10070.0
Total Tax Payable,5000.0,,,10395.0
Income Tax Payable,0.0,10057.0,9227.0,
Accounts Payable,3708000.0,,,32264.0
Total Assets,3748000.0,,,133013.0
Total Non Current Assets,98000.0,,,0.0
Net PPE,98000.0,,,
Gross PPE,98000.0,,,
Other Properties,98000.0,,,
Current Assets,3650000.0,,,133013.0
Other Current Assets,4000.0,,,
Current Deferred Assets,1114000.0,,,
Prepaid Assets,122000.0,,,63109.0
Receivables,259000.0,,,970.0
Duefrom Related Parties Current,,,,0.0
Taxes Receivable,259000.0,,,970.0
Cash Cash Equivalents And Short Term Investments,2151000.0,,,68934.0
Cash And Cash Equivalents,2151000.0,,,68934.0
Cash Financial,2151000.0,,,
