,2025-09-30,2025-03-31
Ordinary Shares Number,24906250.0,24625000.0
Share Issued,24906250.0,24625000.0
Total Debt,128086.0,160708.0
Tangible Book Value,9270123.0,2106870.0
Invested Capital,9270123.0,2106870.0
Working Capital,9332741.0,927313.0
Net Tangible Assets,9270123.0,2106870.0
Capital Lease Obligations,128086.0,160708.0
Common Stock Equity,9270123.0,2106870.0
Total Capitalization,9270123.0,2106870.0
Total Equity Gross Minority Interest,9560798.0,2106876.0
Minority Interest,290675.0,6.0
Stockholders Equity,9270123.0,2106870.0
Other Equity Interest,-128.0,-128.0
Retained Earnings,648884.0,2106770.0
Additional Paid In Capital,8621118.0,
Capital Stock,249.0,228.0
Common Stock,249.0,228.0
Total Liabilities Net Minority Interest,2544600.0,2574684.0
Total Non Current Liabilities Net Minority Interest,17624.0,0.0
Long Term Debt And Capital Lease Obligation,17624.0,0.0
Long Term Capital Lease Obligation,17624.0,0.0
Current Liabilities,2526976.0,2574684.0
Current Deferred Liabilities,451907.0,200911.0
Current Deferred Revenue,451907.0,200911.0
Current Debt And Capital Lease Obligation,110462.0,160708.0
Current Capital Lease Obligation,110462.0,160708.0
Payables And Accrued Expenses,1964607.0,2213065.0
Current Accrued Expenses,69897.0,61127.0
Payables,1894710.0,2151938.0
Other Payable,21000.0,217680.0
Dueto Related Parties Current,1821726.0,1821726.0
Total Tax Payable,51984.0,112532.0
Income Tax Payable,51984.0,112532.0
Total Assets,12105398.0,4681560.0
Total Non Current Assets,245681.0,1179563.0
Non Current Deferred Assets,0.0,883293.0
Net PPE,245681.0,296270.0
Accumulated Depreciation,-172489.0,-154522.0
Gross PPE,418170.0,450792.0
Leases,83167.0,83167.0
Machinery Furniture Equipment,206917.0,206917.0
Buildings And Improvements,128086.0,160708.0
Properties,0.0,0.0
Current Assets,11859717.0,3501997.0
Prepaid Assets,67864.0,51259.0
Receivables,135621.0,1384636.0
Other Receivables,10174.0,197165.0
Duefrom Related Parties Current,6.0,6.0
Accounts Receivable,125441.0,1187465.0
Allowance For Doubtful Accounts Receivable,-88969.0,-100535.0
Gross Accounts Receivable,214410.0,1288000.0
Cash Cash Equivalents And Short Term Investments,11656232.0,2066102.0
Other Short Term Investments,179334.0,
Cash And Cash Equivalents,11476898.0,2066102.0
