,2025-12-31,2024-12-31
Ordinary Shares Number,10864802.0,10602574.0
Share Issued,10864802.0,10602574.0
Net Debt,,271382.0
Total Debt,43159.0,344066.0
Tangible Book Value,8374577.0,-760157.0
Invested Capital,8767108.0,201649.0
Working Capital,8329040.0,-766201.0
Net Tangible Assets,8374577.0,-760157.0
Capital Lease Obligations,43159.0,6500.0
Common Stock Equity,8767108.0,-135917.0
Total Capitalization,8767108.0,-135917.0
Total Equity Gross Minority Interest,8767108.0,-135917.0
Stockholders Equity,8767108.0,-135917.0
Gains Losses Not Affecting Retained Earnings,22838204.0,22829238.0
Other Equity Adjustments,22824575.0,22824575.0
Foreign Currency Translation Adjustments,13629.0,4663.0
Retained Earnings,-34248446.0,-27552865.0
Additional Paid In Capital,20170117.0,4582248.0
Capital Stock,7233.0,5462.0
Common Stock,7233.0,5462.0
Total Liabilities Net Minority Interest,538908.0,970074.0
Total Non Current Liabilities Net Minority Interest,22806.0,0.0
Long Term Debt And Capital Lease Obligation,22806.0,0.0
Long Term Capital Lease Obligation,22806.0,0.0
Current Liabilities,516102.0,970074.0
Current Deferred Liabilities,19447.0,9021.0
Current Deferred Revenue,19447.0,9021.0
Current Debt And Capital Lease Obligation,20353.0,344066.0
Current Capital Lease Obligation,20353.0,6500.0
Current Debt,,337566.0
Other Current Borrowings,,337566.0
Payables And Accrued Expenses,476302.0,616987.0
Current Accrued Expenses,353243.0,294315.0
Payables,123059.0,322672.0
Other Payable,39800.0,139680.0
Dueto Related Parties Current,3291.0,12587.0
Total Tax Payable,20800.0,0.0
Income Tax Payable,20800.0,0.0
Accounts Payable,59168.0,170405.0
Total Assets,9306016.0,834157.0
Total Non Current Assets,460874.0,630284.0
Goodwill And Other Intangible Assets,392531.0,624240.0
Other Intangible Assets,392531.0,624240.0
Net PPE,68343.0,6044.0
Accumulated Depreciation,-149985.0,-364160.0
Gross PPE,218328.0,370204.0
Other Properties,70544.0,274984.0
Machinery Furniture Equipment,147784.0,95220.0
Current Assets,8845142.0,203873.0
Prepaid Assets,89095.0,43646.0
Receivables,178100.0,94043.0
Other Receivables,2286.0,31235.0
Taxes Receivable,0.0,23716.0
Accounts Receivable,175814.0,39092.0
Allowance For Doubtful Accounts Receivable,-8392.0,-4357.0
Gross Accounts Receivable,184206.0,43449.0
Cash Cash Equivalents And Short Term Investments,8577947.0,66184.0
Cash And Cash Equivalents,8577947.0,66184.0
Cash Financial,8577947.0,66184.0
