,2026-03-31,2025-08-31
Ordinary Shares Number,40000000.0,36000000.0
Share Issued,40000000.0,36000000.0
Net Debt,,10.0
Total Debt,,10.0
Tangible Book Value,290789154.0,17538.0
Invested Capital,290789154.0,17548.0
Working Capital,1065222.0,-28735.0
Net Tangible Assets,290789154.0,17538.0
Common Stock Equity,290789154.0,17538.0
Total Capitalization,290789154.0,17538.0
Total Equity Gross Minority Interest,290789154.0,17538.0
Stockholders Equity,290789154.0,17538.0
Retained Earnings,-10877367.0,-7462.0
Additional Paid In Capital,0.0,24167.0
Capital Stock,301666521.0,833.0
Common Stock,301666521.0,833.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,12132888.0,46703.0
Total Non Current Liabilities Net Minority Interest,12000000.0,0.0
Tradeand Other Payables Non Current,12000000.0,
Current Liabilities,132888.0,46703.0
Current Debt And Capital Lease Obligation,,10.0
Current Debt,,10.0
Other Current Borrowings,,10.0
Payables And Accrued Expenses,132888.0,46693.0
Current Accrued Expenses,132888.0,46693.0
Total Assets,302922042.0,64241.0
Total Non Current Assets,301723932.0,46273.0
Other Non Current Assets,301665521.0,
Non Current Prepaid Assets,58411.0,
Non Current Deferred Assets,0.0,46273.0
Current Assets,1198110.0,17968.0
Prepaid Assets,153606.0,17968.0
Receivables,9154.0,
Duefrom Related Parties Current,9154.0,
Cash Cash Equivalents And Short Term Investments,1035350.0,
Cash And Cash Equivalents,1035350.0,
