,2025-09-30,2025-03-31
Ordinary Shares Number,1350000.0,1350000.0
Share Issued,1350000.0,1350000.0
Total Debt,5816724.0,6005670.0
Tangible Book Value,18375819.0,21201213.0
Invested Capital,24061997.0,27021971.0
Working Capital,12872738.0,15948755.0
Net Tangible Assets,18375819.0,21201213.0
Capital Lease Obligations,1639652.0,1766266.0
Common Stock Equity,19884925.0,22782567.0
Total Capitalization,19928650.0,23025415.0
Total Equity Gross Minority Interest,22477110.0,25228734.0
Minority Interest,2592185.0,2446167.0
Stockholders Equity,19884925.0,22782567.0
Gains Losses Not Affecting Retained Earnings,7871.0,-426781.0
Other Equity Adjustments,7871.0,-426781.0
Retained Earnings,11409619.0,14209693.0
Additional Paid In Capital,8464735.0,8996955.0
Capital Stock,2700.0,2700.0
Common Stock,2700.0,2700.0
Total Liabilities Net Minority Interest,23016976.0,18761845.0
Total Non Current Liabilities Net Minority Interest,1296787.0,1634364.0
Long Term Debt And Capital Lease Obligation,1296787.0,1634364.0
Long Term Capital Lease Obligation,1253062.0,1391516.0
Long Term Debt,43725.0,242848.0
Current Liabilities,21720189.0,17127481.0
Current Deferred Liabilities,7499799.0,4837518.0
Current Deferred Revenue,7499799.0,4837518.0
Current Debt And Capital Lease Obligation,4519937.0,4371306.0
Current Capital Lease Obligation,386590.0,374750.0
Current Debt,4133347.0,3996556.0
Other Current Borrowings,2002648.0,3322903.0
Current Notes Payable,2130699.0,673653.0
Payables And Accrued Expenses,9700453.0,7918657.0
Current Accrued Expenses,169028.0,277341.0
Payables,9531425.0,7641316.0
Other Payable,112948.0,303299.0
Dueto Related Parties Current,714136.0,17947.0
Total Tax Payable,4390789.0,4219883.0
Income Tax Payable,2552599.0,2598322.0
Accounts Payable,4313552.0,3100187.0
Total Assets,45494086.0,43990579.0
Total Non Current Assets,10901159.0,10914343.0
Non Current Deferred Assets,29195.0,
Non Current Deferred Taxes Assets,29195.0,
Investments And Advances,6891243.0,6894158.0
Other Investments,0.0,6894158.0
Long Term Equity Investment,6891243.0,
Goodwill And Other Intangible Assets,1509106.0,1581354.0
Other Intangible Assets,1509106.0,1581354.0
Net PPE,2471615.0,2438831.0
Accumulated Depreciation,-393932.0,-471712.0
Gross PPE,2865547.0,2910543.0
Other Properties,2490595.0,2617430.0
Machinery Furniture Equipment,374952.0,293113.0
Current Assets,34592927.0,33076236.0
Other Current Assets,872597.0,793189.0
Restricted Cash,2130699.0,
Prepaid Assets,3759288.0,7708072.0
Inventory,4279330.0,3751975.0
Inventories Adjustments Allowances,-27542.0,-169168.0
Other Inventories,2386941.0,1758152.0
Finished Goods,1425888.0,1194158.0
Raw Materials,494043.0,968833.0
Receivables,14207645.0,11081414.0
Receivables Adjustments Allowances,-52073.0,-120320.0
Duefrom Related Parties Current,4177987.0,121611.0
Taxes Receivable,557954.0,376258.0
Notes Receivable,477106.0,580656.0
Loans Receivable,,250000.0
Accounts Receivable,9046671.0,9873209.0
Allowance For Doubtful Accounts Receivable,-1113046.0,-615227.0
Gross Accounts Receivable,10159717.0,10488436.0
Cash Cash Equivalents And Short Term Investments,9343368.0,9741586.0
Cash And Cash Equivalents,9343368.0,9741586.0
