,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,3446434.0,3446434.0,3431434.0
Share Issued,3446434.0,3446434.0,3431434.0
Net Debt,255680.0,14763411.0,14390467.0
Total Debt,255840.0,14863483.0,14400621.0
Tangible Book Value,14521167.0,14275457.0,14771544.0
Invested Capital,14777007.0,29138940.0,29172165.0
Working Capital,-561493.0,-15373735.0,-14792773.0
Net Tangible Assets,14521167.0,14275457.0,14771544.0
Common Stock Equity,14521167.0,14275457.0,14771544.0
Total Capitalization,14521167.0,14445486.0,14858082.0
Total Equity Gross Minority Interest,13699354.0,13453644.0,13949731.0
Minority Interest,-821813.0,-821813.0,-821813.0
Stockholders Equity,14521167.0,14275457.0,14771544.0
Retained Earnings,-54341549.0,-54587259.0,-54073172.0
Capital Stock,68862716.0,68862716.0,68844716.0
Common Stock,68862716.0,68862716.0,68844716.0
Total Liabilities Net Minority Interest,1987225.0,17297664.0,16662875.0
Total Non Current Liabilities Net Minority Interest,0.0,433468.0,518343.0
Derivative Product Liabilities,0.0,263439.0,431805.0
Long Term Debt And Capital Lease Obligation,,170029.0,86538.0
Long Term Debt,,170029.0,86538.0
Current Liabilities,1987225.0,16864196.0,16144532.0
Other Current Liabilities,38160.0,781665.0,992336.0
Current Debt And Capital Lease Obligation,255840.0,14693454.0,14314083.0
Current Debt,255840.0,14693454.0,14314083.0
Other Current Borrowings,255840.0,14693454.0,14314083.0
Payables And Accrued Expenses,1693225.0,1389077.0,838113.0
Payables,1693225.0,1389077.0,838113.0
Other Payable,1540220.0,1090638.0,671012.0
Dueto Related Parties Current,55785.0,201218.0,69881.0
Accounts Payable,97220.0,97221.0,97220.0
Total Assets,15686579.0,30751308.0,30612606.0
Total Non Current Assets,14260847.0,29260847.0,29260847.0
Non Current Prepaid Assets,14260847.0,29260847.0,29260847.0
Current Assets,1425732.0,1490461.0,1351759.0
Receivables,1425572.0,1390389.0,1341605.0
Other Receivables,1353992.0,1339809.0,1341605.0
Accounts Receivable,71580.0,50580.0,0.0
Allowance For Doubtful Accounts Receivable,0.0,,0.0
Gross Accounts Receivable,71580.0,,0.0
Cash Cash Equivalents And Short Term Investments,160.0,100072.0,10154.0
Cash And Cash Equivalents,160.0,100072.0,10154.0
Cash Financial,160.0,,10154.0
