,2025-09-30,2025-03-31
Ordinary Shares Number,11000000.0,11000000.0
Share Issued,11000000.0,11000000.0
Net Debt,1499119.0,1126634.0
Total Debt,2272684.0,2374870.0
Tangible Book Value,5053213.0,4893332.0
Invested Capital,6833462.0,6865124.0
Working Capital,5831411.0,5809807.0
Net Tangible Assets,5053213.0,4893332.0
Capital Lease Obligations,582653.0,499515.0
Common Stock Equity,5143431.0,4989769.0
Total Capitalization,6477996.0,6493566.0
Total Equity Gross Minority Interest,5143431.0,4989769.0
Stockholders Equity,5143431.0,4989769.0
Gains Losses Not Affecting Retained Earnings,10746.0,10819.0
Other Equity Adjustments,10746.0,10819.0
Retained Earnings,1657787.0,1504052.0
Additional Paid In Capital,3463898.0,3463898.0
Capital Stock,11000.0,11000.0
Common Stock,11000.0,11000.0
Total Liabilities Net Minority Interest,4490399.0,4427507.0
Total Non Current Liabilities Net Minority Interest,1464278.0,1510209.0
Long Term Debt And Capital Lease Obligation,1464278.0,1510209.0
Long Term Capital Lease Obligation,129713.0,6412.0
Long Term Debt,1334565.0,1503797.0
Current Liabilities,3026121.0,2917298.0
Current Deferred Liabilities,529008.0,124507.0
Current Deferred Revenue,529008.0,124507.0
Current Debt And Capital Lease Obligation,808406.0,864661.0
Current Capital Lease Obligation,452940.0,493103.0
Current Debt,355466.0,371558.0
Other Current Borrowings,355466.0,371558.0
Line Of Credit,,0.0
Payables And Accrued Expenses,1688707.0,1928130.0
Current Accrued Expenses,22643.0,25065.0
Payables,1666064.0,1903065.0
Other Payable,44761.0,68885.0
Dueto Related Parties Current,337610.0,1313.0
Total Tax Payable,123184.0,105058.0
Accounts Payable,1160509.0,1727809.0
Total Assets,9633830.0,9417276.0
Total Non Current Assets,776298.0,690171.0
Goodwill And Other Intangible Assets,90218.0,96437.0
Other Intangible Assets,90218.0,96437.0
Net PPE,686080.0,593734.0
Accumulated Depreciation,-176104.0,-141841.0
Gross PPE,862184.0,735575.0
Leases,73584.0,67424.0
Other Properties,770886.0,650435.0
Machinery Furniture Equipment,17714.0,17716.0
Properties,0.0,0.0
Current Assets,8857532.0,8727105.0
Current Deferred Assets,,0.0
Restricted Cash,459.0,400.0
Prepaid Assets,676357.0,447912.0
Inventory,593373.0,559982.0
Inventories Adjustments Allowances,0.0,0.0
Finished Goods,557287.0,519145.0
Raw Materials,36086.0,40837.0
Receivables,5106009.0,4713260.0
Duefrom Related Parties Current,13052.0,57309.0
Accounts Receivable,5092957.0,4655951.0
Allowance For Doubtful Accounts Receivable,0.0,0.0
Gross Accounts Receivable,5092957.0,4655951.0
Cash Cash Equivalents And Short Term Investments,2481334.0,3005551.0
Other Short Term Investments,2290422.0,2256830.0
Cash And Cash Equivalents,190912.0,748721.0
Cash Financial,190912.0,748721.0
