,2026-03-31,2025-09-30,2025-06-30
Ordinary Shares Number,8828100.0,7694100.0,7694100.0
Share Issued,8828100.0,7694100.0,7694100.0
Net Debt,,288850.0,95128.0
Total Debt,,288850.0,95128.0
Tangible Book Value,69945201.0,-44128.0,-25128.0
Invested Capital,69945201.0,244722.0,70000.0
Working Capital,551513.0,-288850.0,-120128.0
Net Tangible Assets,69945201.0,-44128.0,-25128.0
Common Stock Equity,69945201.0,-44128.0,-25128.0
Total Capitalization,69945201.0,-44128.0,-25128.0
Total Equity Gross Minority Interest,69945201.0,-44128.0,-25128.0
Stockholders Equity,69945201.0,-44128.0,-25128.0
Other Equity Interest,,-25000.0,-25000.0
Retained Earnings,-138680.0,-44128.0,-25128.0
Additional Paid In Capital,,24827.0,24827.0
Capital Stock,70083881.0,173.0,173.0
Common Stock,70083881.0,173.0,173.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,739084.0,288850.0,120128.0
Total Non Current Liabilities Net Minority Interest,690000.0,0.0,0.0
Non Current Deferred Liabilities,690000.0,,
Current Liabilities,49084.0,288850.0,120128.0
Current Debt And Capital Lease Obligation,,288850.0,95128.0
Current Debt,,288850.0,95128.0
Other Current Borrowings,,288850.0,95128.0
Payables And Accrued Expenses,49084.0,,25000.0
Current Accrued Expenses,49084.0,,25000.0
Total Assets,70684285.0,244722.0,95000.0
Total Non Current Assets,70083688.0,244722.0,95000.0
Other Non Current Assets,70083688.0,,
Non Current Deferred Assets,,244722.0,95000.0
Current Assets,600597.0,0.0,0.0
Prepaid Assets,123755.0,,
Cash Cash Equivalents And Short Term Investments,476842.0,0.0,0.0
Cash And Cash Equivalents,476842.0,0.0,0.0
Cash Financial,476842.0,0.0,0.0
