,2025-12-31,2024-12-31
Ordinary Shares Number,18385054.0,9820804.0
Share Issued,18385054.0,9820804.0
Total Debt,238265270.0,148224965.0
Tangible Book Value,2208910400.0,999184118.0
Invested Capital,2446250814.0,1145908912.0
Working Capital,2601820245.0,1269182842.0
Net Tangible Assets,2208910400.0,999184118.0
Capital Lease Obligations,924856.0,1500171.0
Common Stock Equity,2208910400.0,999184118.0
Total Capitalization,2231515282.0,1021789000.0
Total Equity Gross Minority Interest,2664356067.0,1384936322.0
Minority Interest,455445667.0,385752204.0
Stockholders Equity,2208910400.0,999184118.0
Gains Losses Not Affecting Retained Earnings,-43674917.0,26298321.0
Other Equity Adjustments,-43674917.0,26298321.0
Retained Earnings,-554663713.0,-863708298.0
Additional Paid In Capital,2806995759.0,1836463319.0
Capital Stock,253271.0,130776.0
Common Stock,253271.0,130776.0
Total Liabilities Net Minority Interest,943861585.0,767423442.0
Total Non Current Liabilities Net Minority Interest,22845777.0,23301431.0
Dueto Related Parties Non Current,,22604882.0
Tradeand Other Payables Non Current,,0.0
Long Term Debt And Capital Lease Obligation,22845777.0,23301431.0
Long Term Capital Lease Obligation,240895.0,696549.0
Long Term Debt,22604882.0,22604882.0
Current Liabilities,921015808.0,744122011.0
Current Deferred Liabilities,7256576.0,3614212.0
Current Deferred Revenue,7256576.0,3614212.0
Current Debt And Capital Lease Obligation,215419493.0,124923534.0
Current Capital Lease Obligation,683961.0,803622.0
Current Debt,214735532.0,124119912.0
Other Current Borrowings,184735532.0,109119912.0
Line Of Credit,30000000.0,15000000.0
Payables And Accrued Expenses,698339739.0,615584265.0
Current Accrued Expenses,9739427.0,9739427.0
Interest Payable,9739427.0,9739427.0
Payables,688600312.0,605844838.0
Other Payable,634837873.0,563134582.0
Dueto Related Parties Current,,0.0
Total Tax Payable,18667238.0,14862809.0
Income Tax Payable,17323701.0,10133811.0
Accounts Payable,35095201.0,27847447.0
Total Assets,3608217652.0,2152359764.0
Total Non Current Assets,85381599.0,139054911.0
Non Current Prepaid Assets,0.0,16536.0
Non Current Deferred Assets,443086.0,440346.0
Non Current Deferred Taxes Assets,443086.0,440346.0
Investments And Advances,11220589.0,11205874.0
Other Investments,11220589.0,11205874.0
Goodwill And Other Intangible Assets,,0.0
Net PPE,73717924.0,127392155.0
Accumulated Depreciation,-45050768.0,-46460688.0
Gross PPE,118768692.0,173852843.0
Leases,,0.0
Other Properties,917975.0,1580414.0
Machinery Furniture Equipment,2528372.0,2505830.0
Buildings And Improvements,115322345.0,169766599.0
Properties,0.0,0.0
Current Assets,3522836053.0,2013304853.0
Prepaid Assets,77099153.0,53331115.0
Receivables,68941597.0,41533602.0
Other Receivables,25333430.0,17819085.0
Accounts Receivable,43608167.0,23714517.0
Allowance For Doubtful Accounts Receivable,-21830225.0,-24105435.0
Gross Accounts Receivable,65438392.0,47819952.0
Cash Cash Equivalents And Short Term Investments,3376795303.0,1918440136.0
Other Short Term Investments,2062818597.0,847927125.0
Cash And Cash Equivalents,1313976706.0,1070513011.0
