,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,169504186.0,170341479.0,172409091.0,174264642.0,174870928.0,,
Share Issued,169504186.0,170341479.0,172409091.0,174264642.0,174870928.0,,
Net Debt,958264000.0,688465000.0,462154000.0,630827000.0,653647000.0,,
Total Debt,1757917000.0,1764497000.0,1429028000.0,1531575000.0,1444068000.0,,
Tangible Book Value,637768000.0,701245000.0,689361000.0,715273000.0,757366000.0,,
Invested Capital,4011536000.0,4091702000.0,3747447000.0,3880698000.0,3668323000.0,,
Working Capital,979000000.0,1053887000.0,750851000.0,742590000.0,1151049000.0,,
Net Tangible Assets,637768000.0,701245000.0,689361000.0,715273000.0,757366000.0,,
Capital Lease Obligations,221574000.0,222196000.0,226111000.0,237488000.0,228806000.0,,
Common Stock Equity,2475193000.0,2549401000.0,2544530000.0,2586611000.0,2453061000.0,,
Total Capitalization,3635356000.0,3715675000.0,3371576000.0,3419984000.0,3642145000.0,,
Total Equity Gross Minority Interest,2475193000.0,2549401000.0,2544530000.0,2586611000.0,2453061000.0,,
Stockholders Equity,2475193000.0,2549401000.0,2544530000.0,2586611000.0,2453061000.0,,
Gains Losses Not Affecting Retained Earnings,-984492000.0,-861444000.0,-822474000.0,-727467000.0,-764949000.0,,
Other Equity Adjustments,-984492000.0,-861444000.0,-822474000.0,-727467000.0,-764949000.0,,
Retained Earnings,1436409000.0,1390164000.0,1373512000.0,1347377000.0,1274790000.0,,
Additional Paid In Capital,2021588000.0,2018985000.0,1991774000.0,1964966000.0,1941478000.0,,
Capital Stock,1688000.0,1696000.0,1718000.0,1735000.0,1742000.0,,
Common Stock,1688000.0,1696000.0,1718000.0,1735000.0,1742000.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,3142046000.0,3293866000.0,2819622000.0,2721069000.0,2441897000.0,,
Total Non Current Liabilities Net Minority Interest,1715788000.0,1691386000.0,1357981000.0,1328630000.0,1650158000.0,,
Other Non Current Liabilities,6480000.0,7038000.0,6261000.0,6006000.0,5845000.0,,
Derivative Product Liabilities,84288000.0,44414000.0,38350000.0,14994000.0,13640000.0,,
Employee Benefits,74185000.0,73423000.0,74467000.0,75406000.0,70773000.0,,
Non Current Pension And Other Postretirement Benefit Plans,17660000.0,17237000.0,16188000.0,18172000.0,16938000.0,,
Non Current Accrued Expenses,98219000.0,100573000.0,100323000.0,90932000.0,83505000.0,,
Non Current Deferred Liabilities,134065000.0,139133000.0,147018000.0,134682000.0,121147000.0,,
Non Current Deferred Revenue,112680000.0,118052000.0,130530000.0,117669000.0,105099000.0,,
Non Current Deferred Taxes Liabilities,21385000.0,21081000.0,16488000.0,17013000.0,16048000.0,,
Long Term Debt And Capital Lease Obligation,1318551000.0,1326805000.0,991562000.0,1006610000.0,1355248000.0,,
Long Term Capital Lease Obligation,158388000.0,160531000.0,164516000.0,173237000.0,166164000.0,,
Long Term Debt,1160163000.0,1166274000.0,827046000.0,833373000.0,1189084000.0,,
Current Liabilities,1426258000.0,1602480000.0,1461641000.0,1392439000.0,791739000.0,,
Other Current Liabilities,280364000.0,174744000.0,173965000.0,114094000.0,156055000.0,,
Current Deferred Liabilities,195574000.0,206959000.0,128639000.0,96994000.0,97966000.0,,
Current Deferred Revenue,195574000.0,206959000.0,128639000.0,96994000.0,97966000.0,,
Current Debt And Capital Lease Obligation,439366000.0,437692000.0,437466000.0,524965000.0,88820000.0,,
Current Capital Lease Obligation,63186000.0,61665000.0,61595000.0,64251000.0,62642000.0,,
Current Debt,376180000.0,376027000.0,375871000.0,460714000.0,26178000.0,,
Other Current Borrowings,376180000.0,376027000.0,375871000.0,460714000.0,26178000.0,,
Line Of Credit,,0.0,0.0,,,0.0,0.0
Pensionand Other Post Retirement Benefit Plans Current,202452000.0,413662000.0,348239000.0,285023000.0,192686000.0,,
Payables And Accrued Expenses,308502000.0,369423000.0,373332000.0,371363000.0,256212000.0,,
Current Accrued Expenses,239632000.0,298816000.0,284471000.0,271219000.0,178714000.0,,
Payables,68870000.0,70607000.0,88861000.0,100144000.0,77498000.0,,
Total Tax Payable,42639000.0,43074000.0,54071000.0,56197000.0,40217000.0,,
Income Tax Payable,42639000.0,43074000.0,54071000.0,56197000.0,40217000.0,,
Accounts Payable,26231000.0,27533000.0,34790000.0,43947000.0,37281000.0,,
Total Assets,5617239000.0,5843267000.0,5364152000.0,5307680000.0,4894958000.0,,
Total Non Current Assets,3211981000.0,3186900000.0,3151660000.0,3172651000.0,2952170000.0,,
Other Non Current Assets,544522000.0,13211000.0,477387000.0,435408000.0,402559000.0,,
Non Current Prepaid Assets,,145788000.0,,,,104773000.0,
Non Current Deferred Assets,461944000.0,753782000.0,458118000.0,451824000.0,458465000.0,,
Non Current Deferred Taxes Assets,269073000.0,258789000.0,253980000.0,244326000.0,258036000.0,,
Non Current Accounts Receivable,,29228000.0,,,,16408000.0,200440000.0
Financial Assets,,4107000.0,,,,4727000.0,
Goodwill And Other Intangible Assets,1837425000.0,1848156000.0,1855169000.0,1871338000.0,1695695000.0,,
Other Intangible Assets,69742000.0,67040000.0,71369000.0,77435000.0,22618000.0,,
Goodwill,1767683000.0,1781116000.0,1783800000.0,1793903000.0,1673077000.0,,
Net PPE,368090000.0,392628000.0,360986000.0,414081000.0,395451000.0,,
Accumulated Depreciation,-563264000.0,-582944000.0,-593438000.0,-601741000.0,-589159000.0,,
Gross PPE,931354000.0,975572000.0,954424000.0,1015822000.0,984610000.0,,
Leases,,123153000.0,,,,126048000.0,
Construction In Progress,,50268000.0,,,,62572000.0,
Other Properties,931354000.0,202180000.0,954424000.0,1015822000.0,984610000.0,,
Machinery Furniture Equipment,,564289000.0,,,,562448000.0,
Buildings And Improvements,,31430000.0,,,,31976000.0,
Land And Improvements,,4252000.0,,,,4465000.0,
Properties,,0.0,,,,0.0,
Current Assets,2405258000.0,2656367000.0,2212492000.0,2135029000.0,1942788000.0,,
