,2025-12-31,2024-12-31
Ordinary Shares Number,238834381.0,237700000.0
Share Issued,238834381.0,237700000.0
Total Debt,32900000.0,29500000.0
Tangible Book Value,20400000.0,23600000.0
Invested Capital,166600000.0,164500000.0
Working Capital,6700000.0,14400000.0
Net Tangible Assets,20400000.0,23600000.0
Capital Lease Obligations,13600000.0,8800000.0
Common Stock Equity,147300000.0,143800000.0
Total Capitalization,166600000.0,163500000.0
Total Equity Gross Minority Interest,149700000.0,145900000.0
Minority Interest,2400000.0,2100000.0
Stockholders Equity,147300000.0,143800000.0
Gains Losses Not Affecting Retained Earnings,12900000.0,13400000.0
Other Equity Adjustments,1200000.0,2300000.0
Foreign Currency Translation Adjustments,11700000.0,11100000.0
Retained Earnings,-11100000.0,-13000000.0
Capital Stock,145500000.0,143400000.0
Common Stock,145500000.0,143400000.0
Total Liabilities Net Minority Interest,91200000.0,78400000.0
Total Non Current Liabilities Net Minority Interest,29200000.0,22400000.0
Non Current Deferred Liabilities,300000.0,100000.0
Non Current Deferred Revenue,100000.0,100000.0
Non Current Deferred Taxes Liabilities,200000.0,
Long Term Debt And Capital Lease Obligation,28800000.0,22100000.0
Long Term Capital Lease Obligation,9500000.0,2400000.0
Long Term Debt,19300000.0,19700000.0
Long Term Provisions,100000.0,200000.0
Current Liabilities,62000000.0,56000000.0
Current Deferred Liabilities,31900000.0,26100000.0
Current Deferred Revenue,31100000.0,25800000.0
Current Deferred Taxes Liabilities,800000.0,300000.0
Current Debt And Capital Lease Obligation,4100000.0,7400000.0
Current Capital Lease Obligation,4100000.0,6400000.0
Current Debt,,1000000.0
Other Current Borrowings,,1000000.0
Current Provisions,200000.0,300000.0
Payables And Accrued Expenses,25800000.0,22200000.0
Payables,25800000.0,22200000.0
Other Payable,20600000.0,18700000.0
Accounts Payable,5200000.0,3500000.0
Total Assets,240900000.0,224300000.0
Total Non Current Assets,172200000.0,153900000.0
Other Non Current Assets,6700000.0,1500000.0
Non Current Deferred Assets,25100000.0,24100000.0
Non Current Deferred Taxes Assets,25100000.0,24100000.0
Investments And Advances,,400000.0
Other Investments,,400000.0
Goodwill And Other Intangible Assets,126900000.0,120200000.0
Other Intangible Assets,65200000.0,59000000.0
Goodwill,61700000.0,61200000.0
Net PPE,13500000.0,7700000.0
Accumulated Depreciation,-3700000.0,-3800000.0
Gross PPE,17200000.0,11500000.0
Other Properties,15800000.0,5600000.0
Machinery Furniture Equipment,1400000.0,5900000.0
Current Assets,68700000.0,70400000.0
Other Current Assets,10600000.0,6900000.0
Current Deferred Assets,100000.0,100000.0
Current Deferred Taxes Assets,100000.0,100000.0
Prepaid Assets,4200000.0,4100000.0
Receivables,33400000.0,36900000.0
Other Receivables,3400000.0,5700000.0
Accounts Receivable,30000000.0,31200000.0
Cash Cash Equivalents And Short Term Investments,20400000.0,22400000.0
Other Short Term Investments,400000.0,600000.0
Cash And Cash Equivalents,20000000.0,21800000.0
Cash Financial,20000000.0,21800000.0
