,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,53740.0,53740.0,53740.0
Share Issued,53740.0,53740.0,53740.0
Total Debt,944732.0,,4161772.0
Tangible Book Value,34634045.0,,43536109.0
Invested Capital,34634045.0,,45997634.0
Working Capital,28568278.0,,41153330.0
Net Tangible Assets,34634045.0,,43536109.0
Capital Lease Obligations,944732.0,,1700247.0
Common Stock Equity,34634045.0,,43536109.0
Total Capitalization,34634045.0,,44431209.0
Total Equity Gross Minority Interest,34634045.0,,43536109.0
Stockholders Equity,34634045.0,,43536109.0
Gains Losses Not Affecting Retained Earnings,10138826.0,,12391908.0
Other Equity Adjustments,,,12392392.0
Foreign Currency Translation Adjustments,,,-484.0
Retained Earnings,-2992386.0,,3480708.0
Additional Paid In Capital,27487030.0,,27662918.0
Capital Stock,575.0,,575.0
Common Stock,575.0,,575.0
Total Liabilities Net Minority Interest,8376353.0,,12712293.0
Total Non Current Liabilities Net Minority Interest,624665.0,,1368676.0
Long Term Debt And Capital Lease Obligation,624665.0,,1368676.0
Long Term Capital Lease Obligation,624665.0,,473576.0
Long Term Debt,,,895100.0
Current Liabilities,7751688.0,,11343617.0
Current Deferred Liabilities,5287325.0,,5725734.0
Current Deferred Taxes Liabilities,322734.0,,254415.0
Current Debt And Capital Lease Obligation,320067.0,,2793096.0
Current Capital Lease Obligation,320067.0,,1226671.0
Current Debt,,,1566425.0
Other Current Borrowings,,,1566425.0
Current Provisions,48000.0,,48000.0
Payables And Accrued Expenses,2096296.0,,2776787.0
Current Accrued Expenses,574465.0,,984847.0
Payables,1521831.0,,1791940.0
Other Payable,186193.0,,225606.0
Dueto Related Parties Current,0.0,,246762.0
Accounts Payable,1335638.0,,1319572.0
Total Assets,43010398.0,,56248402.0
Total Non Current Assets,6690432.0,,3751455.0
Investments And Advances,3264063.0,,
Long Term Equity Investment,3264063.0,,
Investmentsin Associatesat Cost,3264063.0,,
Net PPE,3426369.0,,3751455.0
Accumulated Depreciation,-12186271.0,,-11676803.0
Gross PPE,15612640.0,,15428258.0
Leases,2969209.0,,2801531.0
Other Properties,3851425.0,,4025608.0
Machinery Furniture Equipment,8792006.0,,8601119.0
Properties,0.0,,0.0
Current Assets,36319966.0,,52496947.0
Current Deferred Assets,,,0.0
Restricted Cash,12882285.0,,1447589.0
Prepaid Assets,3620458.0,,6606923.0
Inventory,8931433.0,,10030368.0
Finished Goods,2829188.0,,2672445.0
Work In Process,574802.0,,648666.0
Raw Materials,5527443.0,,6709257.0
Receivables,6234507.0,,6060019.0
Other Receivables,5539.0,,5460.0
Taxes Receivable,141875.0,,420927.0
Accounts Receivable,6087093.0,,5633632.0
Allowance For Doubtful Accounts Receivable,-173980.0,,-243021.0
Gross Accounts Receivable,6261073.0,,5876653.0
Cash Cash Equivalents And Short Term Investments,4651283.0,,28352048.0
Cash And Cash Equivalents,4651283.0,,28352048.0
Cash Financial,4651283.0,,28352048.0
