,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,336327587.0,259066638.0,208260754.0
Share Issued,336327587.0,259066638.0,208260754.0
Net Debt,43361221.0,23633598.0,24997288.0
Total Debt,157277721.0,35553889.0,34726834.0
Tangible Book Value,-160884588.0,-67584536.0,-48019922.0
Invested Capital,401289004.0,19201169.0,-6542910.0
Working Capital,-87122151.0,-71061774.0,-48415686.0
Net Tangible Assets,-160884588.0,-67584536.0,-48019922.0
Capital Lease Obligations,2804249.0,2062901.0,0.0
Common Stock Equity,246815532.0,-14289819.0,-41269744.0
Total Capitalization,296907561.0,-14168679.0,-41269744.0
Total Equity Gross Minority Interest,246815532.0,-14289819.0,-41269744.0
Stockholders Equity,246815532.0,-14289819.0,-41269744.0
Other Equity Interest,-1143.0,-2108.0,-80.0
Gains Losses Not Affecting Retained Earnings,809046.0,-381878.0,33666.0
Other Equity Adjustments,809046.0,-381878.0,33666.0
Retained Earnings,-359619973.0,-316062263.0,-258209745.0
Additional Paid In Capital,605583785.0,302123036.0,216879496.0
Capital Stock,43817.0,33394.0,26919.0
Common Stock,43817.0,33394.0,26919.0
Total Liabilities Net Minority Interest,364918858.0,94391811.0,62438636.0
Total Non Current Liabilities Net Minority Interest,102845958.0,745847.0,0.0
Other Non Current Liabilities,23677056.0,14561.0,
Non Current Deferred Liabilities,28249835.0,,0.0
Non Current Deferred Taxes Liabilities,28249835.0,,0.0
Long Term Debt And Capital Lease Obligation,50919067.0,731286.0,0.0
Long Term Capital Lease Obligation,827038.0,610146.0,0.0
Long Term Debt,50092029.0,121140.0,
Current Liabilities,262072900.0,93645964.0,62438636.0
Other Current Liabilities,41708835.0,3608947.0,6118189.0
Current Deferred Liabilities,46500843.0,16016292.0,1172056.0
Current Deferred Revenue,46500843.0,16016292.0,1172056.0
Current Debt And Capital Lease Obligation,106358654.0,34822603.0,34726834.0
Current Capital Lease Obligation,1977211.0,1452755.0,0.0
Current Debt,104381443.0,33369848.0,34726834.0
Other Current Borrowings,2841357.0,32831324.0,34726834.0
Line Of Credit,101540086.0,,0.0
Current Notes Payable,,538524.0,6428825.0
Payables And Accrued Expenses,67504568.0,39198122.0,20421557.0
Current Accrued Expenses,14028385.0,8639521.0,5694788.0
Payables,53476183.0,30558601.0,14726769.0
Other Payable,16983833.0,5607030.0,3468020.0
Dueto Related Parties Current,32918.0,0.0,1639418.0
Total Tax Payable,745069.0,1916429.0,1557733.0
Income Tax Payable,622496.0,482882.0,0.0
Accounts Payable,35714363.0,23035142.0,8061598.0
Total Assets,611734390.0,80101992.0,21168892.0
Total Non Current Assets,436783641.0,57517802.0,7145942.0
Other Non Current Assets,20069406.0,1397679.0,373445.0
Non Current Deferred Assets,,412569.0,
Non Current Deferred Taxes Assets,,412569.0,
Investments And Advances,5517613.0,,0.0
Long Term Equity Investment,5517613.0,,0.0
Goodwill And Other Intangible Assets,407700120.0,53294717.0,6750178.0
Other Intangible Assets,239303753.0,47104816.0,6750178.0
Goodwill,168396367.0,6189901.0,0.0
Net PPE,3496502.0,2412837.0,22319.0
Accumulated Depreciation,-3329262.0,-1141366.0,-385273.0
Gross PPE,6825764.0,3554203.0,407592.0
Other Properties,2985757.0,2294862.0,
Machinery Furniture Equipment,3840007.0,1259341.0,407592.0
Current Assets,174950749.0,22584190.0,14022950.0
Other Current Assets,10437492.0,,25971.0
Hedging Assets Current,0.0,0.0,2587581.0
Current Deferred Assets,1627431.0,,0.0
Prepaid Assets,6946699.0,2351452.0,278731.0
Receivables,44826876.0,10375348.0,1401121.0
Other Receivables,9642886.0,7652459.0,201.0
Taxes Receivable,1024106.0,1131083.0,697214.0
Accounts Receivable,34159884.0,1591806.0,703706.0
Allowance For Doubtful Accounts Receivable,-1934514.0,,0.0
Gross Accounts Receivable,36094398.0,,703706.0
Cash Cash Equivalents And Short Term Investments,111112251.0,9857390.0,9729546.0
Cash And Cash Equivalents,111112251.0,9857390.0,9729546.0
Cash Financial,,9857390.0,9450944.0
