,2025-12-31,2024-12-31
Ordinary Shares Number,1473721306.0,
Share Issued,1473721306.0,1455589575.0
Total Debt,1209606.0,
Tangible Book Value,92943938.0,164695436.0
Invested Capital,98898788.0,173504818.0
Working Capital,92775035.0,164552068.0
Net Tangible Assets,92943938.0,164695436.0
Capital Lease Obligations,1209606.0,
Common Stock Equity,98898788.0,172472206.0
Total Capitalization,98898788.0,
Total Equity Gross Minority Interest,98898788.0,
Stockholders Equity,98898788.0,172472206.0
Gains Losses Not Affecting Retained Earnings,37598164.0,34437462.0
Retained Earnings,-486351557.0,
Capital Stock,547652181.0,
Common Stock,547652181.0,
Total Liabilities Net Minority Interest,48303108.0,9856310.0
Total Non Current Liabilities Net Minority Interest,1291006.0,
Employee Benefits,313013.0,245147.0
Non Current Deferred Liabilities,0.0,0.0
Non Current Deferred Taxes Liabilities,0.0,
Long Term Debt And Capital Lease Obligation,949602.0,391045.0
Long Term Capital Lease Obligation,949602.0,391045.0
Long Term Provisions,28391.0,
Current Liabilities,47012102.0,
Other Current Liabilities,503101.0,
Current Deferred Liabilities,25827536.0,
Current Deferred Revenue,25827536.0,
Current Debt And Capital Lease Obligation,260004.0,
Current Capital Lease Obligation,260004.0,
Other Current Borrowings,,1032612.0
Pensionand Other Post Retirement Benefit Plans Current,744030.0,607728.0
Payables And Accrued Expenses,19677431.0,
Current Accrued Expenses,10251239.0,
Payables,9426192.0,
Other Payable,397159.0,743845.0
Accounts Payable,9029033.0,3982851.0
Total Assets,147201896.0,182328516.0
Total Non Current Assets,7414759.0,8564455.0
Other Non Current Assets,141765.0,
Goodwill And Other Intangible Assets,5954850.0,
Other Intangible Assets,5844888.0,
Goodwill,109962.0,109962.0
Net PPE,1318144.0,
Accumulated Depreciation,-765022.0,-706791.0
Gross PPE,2083166.0,1385823.0
Machinery Furniture Equipment,897805.0,759874.0
Buildings And Improvements,1185361.0,
Properties,0.0,
Current Assets,139787137.0,173764061.0
Hedging Assets Current,0.0,
Prepaid Assets,3137272.0,6578013.0
Receivables,37520366.0,
Other Receivables,6472838.0,
Taxes Receivable,1139632.0,1299166.0
Accounts Receivable,29907896.0,1546.0
Cash Cash Equivalents And Short Term Investments,99129499.0,
Other Short Term Investments,26381641.0,
Cash And Cash Equivalents,72747858.0,
Cash Equivalents,29649828.0,
Cash Financial,43098030.0,31657407.0
