,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,36725000.0,34624899.0,33654899.0
Share Issued,36725000.0,34624899.0,33654899.0
Total Debt,48884000.0,4901000.0,24021000.0
Tangible Book Value,211547000.0,34276000.0,68284000.0
Invested Capital,214311000.0,37483000.0,87229000.0
Working Capital,222663000.0,32190000.0,69187000.0
Net Tangible Assets,211547000.0,34276000.0,68284000.0
Capital Lease Obligations,48884000.0,4901000.0,9021000.0
Common Stock Equity,214311000.0,37483000.0,72229000.0
Total Capitalization,214311000.0,37483000.0,85124000.0
Total Equity Gross Minority Interest,214311000.0,37483000.0,72229000.0
Stockholders Equity,214311000.0,37483000.0,72229000.0
Other Equity Interest,-10589000.0,-3665000.0,-2556000.0
Retained Earnings,-326638000.0,-300500000.0,-393845000.0
Additional Paid In Capital,184289000.0,4399000.0,132081000.0
Capital Stock,367249000.0,337249000.0,336549000.0
Common Stock,367249000.0,337249000.0,336549000.0
Total Liabilities Net Minority Interest,218357000.0,172791000.0,217644000.0
Total Non Current Liabilities Net Minority Interest,81032000.0,19195000.0,34123000.0
Other Non Current Liabilities,2637000.0,2637000.0,2637000.0
Preferred Securities Outside Stock Equity,14060000.0,16335000.0,18591000.0
Non Current Deferred Revenue,24786000.0,,0.0
Long Term Debt And Capital Lease Obligation,39549000.0,223000.0,12895000.0
Long Term Capital Lease Obligation,39549000.0,223000.0,0.0
Long Term Debt,0.0,0.0,12895000.0
Current Liabilities,137325000.0,153596000.0,183521000.0
Other Current Liabilities,11391000.0,24079000.0,23339000.0
Current Debt And Capital Lease Obligation,9335000.0,4678000.0,11126000.0
Current Capital Lease Obligation,9335000.0,4678000.0,9021000.0
Current Debt,0.0,0.0,2105000.0
Payables,43698000.0,35813000.0,49934000.0
Other Payable,35393000.0,29185000.0,37527000.0
Accounts Payable,8305000.0,6628000.0,12407000.0
Total Assets,432668000.0,210274000.0,289873000.0
Total Non Current Assets,72680000.0,24488000.0,37165000.0
Other Non Current Assets,2972000.0,2599000.0,3925000.0
Investmentin Financial Assets,7980000.0,0.0,5022000.0
Available For Sale Securities,7980000.0,,5022000.0
Goodwill And Other Intangible Assets,2764000.0,3207000.0,3945000.0
Net PPE,58964000.0,18682000.0,24273000.0
Gross PPE,58964000.0,18682000.0,24273000.0
Other Properties,58964000.0,18682000.0,24273000.0
Current Assets,359988000.0,185786000.0,252708000.0
Other Current Assets,9346000.0,16812000.0,11075000.0
Inventory,3098000.0,3577000.0,4316000.0
Other Receivables,14592000.0,11772000.0,6248000.0
Accounts Receivable,11837000.0,7721000.0,20749000.0
Gross Accounts Receivable,11837000.0,7721000.0,20749000.0
Cash Cash Equivalents And Short Term Investments,321115000.0,145904000.0,210320000.0
Other Short Term Investments,36623000.0,16330000.0,27678000.0
Cash And Cash Equivalents,284492000.0,129574000.0,182642000.0
