,2025-06-30,2024-12-31
Ordinary Shares Number,11641837187.0,7219443798.0
Share Issued,11641837187.0,7219443798.0
Net Debt,4650000.0,6563000.0
Total Debt,7538000.0,9005000.0
Tangible Book Value,-12301000.0,-11780000.0
Invested Capital,-1531000.0,440000.0
Working Capital,2022000.0,-7343000.0
Net Tangible Assets,-12301000.0,-11780000.0
Capital Lease Obligations,956000.0,1189000.0
Common Stock Equity,-8113000.0,-7376000.0
Total Capitalization,-1531000.0,-6981000.0
Total Equity Gross Minority Interest,-6034000.0,-3820000.0
Minority Interest,2079000.0,3556000.0
Stockholders Equity,-8113000.0,-7376000.0
Retained Earnings,-1450000.0,-25802000.0
Additional Paid In Capital,17549000.0,21469000.0
Capital Stock,11642000.0,7219000.0
Common Stock,11642000.0,7219000.0
Total Liabilities Net Minority Interest,35665000.0,39228000.0
Total Non Current Liabilities Net Minority Interest,15513000.0,5258000.0
Other Non Current Liabilities,502000.0,
Non Current Pension And Other Postretirement Benefit Plans,465000.0,
Long Term Debt And Capital Lease Obligation,7538000.0,1140000.0
Long Term Capital Lease Obligation,956000.0,745000.0
Long Term Debt,6582000.0,395000.0
Long Term Provisions,7008000.0,4118000.0
Current Liabilities,20152000.0,33970000.0
Other Current Liabilities,7739000.0,5605000.0
Current Debt And Capital Lease Obligation,,7865000.0
Current Capital Lease Obligation,,444000.0
Current Debt,,7421000.0
Payables,8882000.0,15492000.0
Other Payable,,569000.0
Total Tax Payable,5029000.0,8573000.0
Accounts Payable,3853000.0,6350000.0
Total Assets,29631000.0,35408000.0
Total Non Current Assets,7457000.0,8781000.0
Other Non Current Assets,2000.0,-2000.0
Investmentin Financial Assets,19000.0,2287000.0
Available For Sale Securities,19000.0,2287000.0
Goodwill And Other Intangible Assets,4188000.0,4404000.0
Other Intangible Assets,2962000.0,3177000.0
Goodwill,1226000.0,1227000.0
Net PPE,1773000.0,2092000.0
Accumulated Depreciation,-13003000.0,-19900000.0
Gross PPE,14776000.0,21992000.0
Other Properties,111000.0,161000.0
Machinery Furniture Equipment,14153000.0,21319000.0
Properties,512000.0,512000.0
Current Assets,22174000.0,26627000.0
Other Current Assets,,1000.0
Current Deferred Taxes Assets,,152000.0
Prepaid Assets,852000.0,804000.0
Inventory,6993000.0,7592000.0
Inventories Adjustments Allowances,-217000.0,-6072000.0
Finished Goods,4133000.0,6330000.0
Work In Process,1288000.0,7334000.0
Raw Materials,1789000.0,
Other Receivables,2598000.0,2230000.0
Taxes Receivable,5096000.0,5832000.0
Accounts Receivable,4703000.0,7757000.0
Allowance For Doubtful Accounts Receivable,-5466000.0,-2659000.0
Gross Accounts Receivable,10169000.0,10416000.0
Cash Cash Equivalents And Short Term Investments,1932000.0,2259000.0
Other Short Term Investments,,1006000.0
Cash And Cash Equivalents,1932000.0,1253000.0
