,2025-06-30,2025-03-31
Ordinary Shares Number,4683506.0,4101907.0
Share Issued,4683506.0,4101907.0
Net Debt,9379000.0,7502000.0
Total Debt,24409000.0,25069000.0
Tangible Book Value,24538000.0,22125000.0
Invested Capital,61660000.0,59400000.0
Working Capital,40791000.0,38918000.0
Net Tangible Assets,24538000.0,22125000.0
Capital Lease Obligations,0.0,434000.0
Common Stock Equity,37251000.0,34765000.0
Total Capitalization,60869000.0,58977000.0
Total Equity Gross Minority Interest,37251000.0,34765000.0
Stockholders Equity,37251000.0,34765000.0
Retained Earnings,-100967000.0,-102062000.0
Additional Paid In Capital,73878000.0,77172000.0
Capital Stock,64340000.0,59655000.0
Common Stock,64340000.0,59655000.0
Total Liabilities Net Minority Interest,28228000.0,28909000.0
Total Non Current Liabilities Net Minority Interest,23837000.0,24431000.0
Non Current Deferred Liabilities,219000.0,219000.0
Non Current Deferred Revenue,49000.0,49000.0
Non Current Deferred Taxes Liabilities,170000.0,170000.0
Long Term Debt And Capital Lease Obligation,23618000.0,24212000.0
Long Term Capital Lease Obligation,0.0,0.0
Long Term Debt,23618000.0,24212000.0
Current Liabilities,4391000.0,4478000.0
Current Deferred Liabilities,564000.0,650000.0
Current Deferred Revenue,564000.0,650000.0
Current Debt And Capital Lease Obligation,791000.0,857000.0
Current Capital Lease Obligation,,434000.0
Current Debt,791000.0,423000.0
Line Of Credit,,423000.0
Payables And Accrued Expenses,3036000.0,2971000.0
Current Accrued Expenses,1899000.0,2006000.0
Payables,1137000.0,965000.0
Accounts Payable,1137000.0,965000.0
Total Assets,65479000.0,63674000.0
Total Non Current Assets,20297000.0,20278000.0
Other Non Current Assets,2213000.0,2695000.0
Non Current Deferred Assets,919000.0,919000.0
Non Current Deferred Taxes Assets,919000.0,919000.0
Goodwill And Other Intangible Assets,12713000.0,12640000.0
Other Intangible Assets,5687000.0,5614000.0
Goodwill,7026000.0,7026000.0
Net PPE,4452000.0,4024000.0
Gross PPE,4452000.0,
Other Properties,4452000.0,
Current Assets,45182000.0,43396000.0
Other Current Assets,5283000.0,5283000.0
Restricted Cash,390000.0,388000.0
Inventory,2634000.0,2845000.0
Finished Goods,1336000.0,
Raw Materials,1298000.0,
Receivables,21845000.0,17747000.0
Other Receivables,2019000.0,2181000.0
Accounts Receivable,19826000.0,15566000.0
Cash Cash Equivalents And Short Term Investments,15030000.0,17133000.0
Cash And Cash Equivalents,15030000.0,17133000.0
