,2026-03-31,2025-12-31,2025-09-30,2024-12-31
Ordinary Shares Number,19080127.0,19021650.0,19021650.0,19021650.0
Share Issued,19080127.0,19021650.0,19021650.0,19021650.0
Net Debt,,1569331.0,1344325.0,
Total Debt,1381703.0,3058233.0,2687943.0,1901443.0
Tangible Book Value,17155724.0,-1024372.0,812905.0,1843233.0
Invested Capital,18532088.0,1547620.0,2726041.0,2281404.0
Working Capital,16499958.0,-1455190.0,327835.0,489581.0
Net Tangible Assets,17155724.0,-1024372.0,812905.0,1843233.0
Capital Lease Obligations,1143891.0,1218342.0,1271467.0,1470311.0
Common Stock Equity,18294276.0,-292271.0,1309565.0,1850272.0
Total Capitalization,18294276.0,-292271.0,1309565.0,1850272.0
Total Equity Gross Minority Interest,18294276.0,-292271.0,1309565.0,1850272.0
Stockholders Equity,18294276.0,-292271.0,1309565.0,1850272.0
Retained Earnings,-7707137.0,-4668943.0,-2900823.0,-1992097.0
Additional Paid In Capital,25810612.0,4226455.0,4060171.0,3692515.0
Capital Stock,190801.0,150217.0,150217.0,149854.0
Common Stock,190801.0,150217.0,150217.0,149854.0
Total Liabilities Net Minority Interest,4374139.0,7257892.0,6179759.0,4595248.0
Total Non Current Liabilities Net Minority Interest,845191.0,925932.0,977831.0,1201803.0
Non Current Deferred Liabilities,13703.0,13703.0,,0.0
Non Current Deferred Taxes Liabilities,13703.0,13703.0,,0.0
Long Term Debt And Capital Lease Obligation,831488.0,912229.0,977831.0,1201803.0
Long Term Capital Lease Obligation,831488.0,912229.0,977831.0,1201803.0
Current Liabilities,3528948.0,6331960.0,5201928.0,3393445.0
Current Deferred Liabilities,1292782.0,1382995.0,1412593.0,1490949.0
Current Deferred Revenue,1292782.0,1382995.0,1412593.0,1490949.0
Current Debt And Capital Lease Obligation,550215.0,2146004.0,1710112.0,699640.0
Current Capital Lease Obligation,312403.0,306113.0,293636.0,268508.0
Current Debt,237812.0,1839891.0,1416476.0,431132.0
Line Of Credit,237812.0,1839891.0,1416476.0,431132.0
Payables And Accrued Expenses,1685951.0,2802961.0,2079223.0,1202856.0
Total Assets,22668415.0,6965621.0,7489324.0,6445520.0
Total Non Current Assets,2639509.0,2088851.0,1959561.0,2562494.0
Other Non Current Assets,38347.0,,,
Non Current Deferred Assets,,0.0,0.0,787017.0
Non Current Deferred Taxes Assets,,0.0,0.0,787017.0
Goodwill And Other Intangible Assets,1138552.0,732101.0,496660.0,7039.0
Other Intangible Assets,1138552.0,732101.0,496660.0,7039.0
Net PPE,1462610.0,1356750.0,1462901.0,1768438.0
Accumulated Depreciation,-556417.0,-517450.0,-483916.0,-381537.0
Gross PPE,2019027.0,1874200.0,1946817.0,2149975.0
Other Properties,1017640.0,1088181.0,1160798.0,1363956.0
Machinery Furniture Equipment,1001387.0,786019.0,786019.0,786019.0
Current Assets,20028906.0,4876770.0,5529763.0,3883026.0
Current Deferred Assets,10131.0,259738.0,,0.0
Prepaid Assets,428164.0,164679.0,244476.0,352563.0
Inventory,34470.0,26563.0,26563.0,38241.0
Receivables,2939289.0,4155230.0,5186573.0,2765786.0
Accounts Receivable,2939289.0,4155230.0,5186573.0,2765786.0
Allowance For Doubtful Accounts Receivable,-60380.0,-161723.0,-220538.0,-60040.0
Gross Accounts Receivable,2999669.0,4316953.0,5407111.0,2825826.0
Cash Cash Equivalents And Short Term Investments,16616852.0,270560.0,72151.0,726436.0
Cash And Cash Equivalents,16616852.0,270560.0,72151.0,726436.0
Cash Financial,16616852.0,270560.0,72151.0,726436.0
