,2026-03-31,2025-06-30,2025-03-31
Ordinary Shares Number,105935254.0,105782452.0,105782452.0
Share Issued,105935254.0,105782452.0,105782452.0
Net Debt,,,13670249.0
Total Debt,2077000.0,26530920.0,25820839.0
Tangible Book Value,287897000.0,-23925638.0,-17891764.0
Invested Capital,288596000.0,2419041.0,7768700.0
Working Capital,271695000.0,3093951.0,7426001.0
Net Tangible Assets,287897000.0,-23925494.0,-17891626.0
Capital Lease Obligations,2077000.0,843657.0,832768.0
Common Stock Equity,288596000.0,-23268222.0,-17219371.0
Preferred Stock Equity,,144.0,138.0
Total Capitalization,288596000.0,2419185.0,7768838.0
Total Equity Gross Minority Interest,288596000.0,-23268078.0,-17219233.0
Stockholders Equity,288596000.0,-23268078.0,-17219233.0
Gains Losses Not Affecting Retained Earnings,1980000.0,72289.0,-489265.0
Other Equity Adjustments,1980000.0,72289.0,-489265.0
Retained Earnings,-135128000.0,-109109262.0,-102284801.0
Additional Paid In Capital,421734000.0,85767482.0,85553957.0
Capital Stock,10000.0,1413.0,876.0
Common Stock,10000.0,1269.0,738.0
Preferred Stock,,144.0,138.0
Total Liabilities Net Minority Interest,6572000.0,58415533.0,30911279.0
Total Non Current Liabilities Net Minority Interest,1524000.0,28659782.0,26779786.0
Non Current Accrued Expenses,,1706640.0,553992.0
Non Current Deferred Liabilities,,665953.0,665953.0
Non Current Deferred Taxes Liabilities,,665953.0,665953.0
Long Term Debt And Capital Lease Obligation,1524000.0,26287189.0,25559841.0
Long Term Capital Lease Obligation,1524000.0,599926.0,571770.0
Long Term Debt,,25687263.0,24988071.0
Current Liabilities,5048000.0,29755751.0,4131493.0
Current Deferred Liabilities,,0.0,0.0
Current Debt And Capital Lease Obligation,553000.0,243731.0,260998.0
Current Capital Lease Obligation,553000.0,243731.0,260998.0
Payables And Accrued Expenses,4495000.0,29512020.0,3870495.0
Payables,4495000.0,29512020.0,3870495.0
Other Payable,,25797200.0,
Dueto Related Parties Current,,,0.0
Accounts Payable,4495000.0,3714820.0,3870495.0
Total Assets,295168000.0,35147455.0,13692046.0
Total Non Current Assets,18425000.0,2297753.0,2134552.0
Other Non Current Assets,78000.0,93487.0,29767.0
Investments And Advances,14898000.0,,
Goodwill And Other Intangible Assets,699000.0,657416.0,672393.0
Net PPE,2750000.0,1546850.0,1432392.0
Gross PPE,2750000.0,1546850.0,1432392.0
Other Properties,2750000.0,1546850.0,1432392.0
Current Assets,276743000.0,32849702.0,11557494.0
Other Current Assets,1779000.0,466390.0,239672.0
Cash Cash Equivalents And Short Term Investments,274964000.0,32383312.0,11317822.0
Other Short Term Investments,198018000.0,,
Cash And Cash Equivalents,76946000.0,32383312.0,11317822.0
