,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,19666030.0,17063630.0,12817092.0
Share Issued,19666030.0,17063630.0,12817092.0
Total Debt,306684.0,360154.0,419480.0
Tangible Book Value,3156661.0,3529926.0,-311641.0
Invested Capital,3156661.0,3529926.0,-311641.0
Working Capital,3503512.0,4555625.0,3788737.0
Net Tangible Assets,3156661.0,3529926.0,-311641.0
Capital Lease Obligations,306684.0,360154.0,419480.0
Common Stock Equity,3156661.0,3529926.0,-311641.0
Total Capitalization,3156661.0,3529926.0,-311641.0
Total Equity Gross Minority Interest,3156661.0,3529926.0,-311641.0
Stockholders Equity,3156661.0,3529926.0,-311641.0
Retained Earnings,-34889450.0,-31773242.0,-29477287.0
Additional Paid In Capital,37934948.0,35207386.0,29093585.0
Capital Stock,111163.0,95782.0,72061.0
Common Stock,111163.0,95782.0,72061.0
Total Liabilities Net Minority Interest,2148659.0,2802339.0,6049213.0
Total Non Current Liabilities Net Minority Interest,819874.0,1565202.0,4728408.0
Derivative Product Liabilities,758872.0,1424033.0,4511491.0
Long Term Debt And Capital Lease Obligation,61002.0,141169.0,216917.0
Long Term Capital Lease Obligation,61002.0,141169.0,216917.0
Current Liabilities,1328785.0,1237137.0,1320805.0
Other Current Liabilities,,5586.0,
Current Deferred Liabilities,315331.0,282920.0,188474.0
Current Deferred Revenue,315331.0,282920.0,188474.0
Current Debt And Capital Lease Obligation,245682.0,218985.0,202563.0
Current Capital Lease Obligation,245682.0,218985.0,202563.0
Pensionand Other Post Retirement Benefit Plans Current,,374883.0,
Current Provisions,12335.0,12335.0,12335.0
Payables And Accrued Expenses,755437.0,342428.0,917433.0
Current Accrued Expenses,627220.0,160106.0,719980.0
Payables,128217.0,182322.0,197453.0
Other Payable,11726.0,,13206.0
Accounts Payable,116491.0,182322.0,184247.0
Total Assets,5305320.0,6332265.0,5737572.0
Total Non Current Assets,473023.0,539503.0,628030.0
Other Non Current Assets,80721.0,76364.0,68001.0
Non Current Prepaid Assets,12153.0,15728.0,33333.0
Net PPE,380149.0,447411.0,526696.0
Accumulated Depreciation,-159262.0,,-130317.0
Gross PPE,539411.0,447411.0,657013.0
Leases,105515.0,,98057.0
Other Properties,302051.0,447411.0,437780.0
Machinery Furniture Equipment,131845.0,,121176.0
Properties,0.0,,0.0
Current Assets,4832297.0,5792762.0,5109542.0
Other Current Assets,87679.0,212450.0,42329.0
Current Deferred Assets,0.0,0.0,57392.0
Prepaid Assets,195331.0,337594.0,322198.0
Inventory,204480.0,340461.0,394193.0
Finished Goods,20862.0,,50953.0
Raw Materials,183618.0,,343240.0
Receivables,185494.0,36675.0,114564.0
Accounts Receivable,185494.0,36675.0,114564.0
Cash Cash Equivalents And Short Term Investments,4159313.0,4865582.0,4178866.0
Other Short Term Investments,2000000.0,2500000.0,0.0
Cash And Cash Equivalents,2159313.0,2365582.0,4178866.0
