,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,105788972.0,105649472.0,105370272.0,105144472.0
Share Issued,105788972.0,105649472.0,105370272.0,105144472.0
Net Debt,,68477000.0,471809000.0,501783000.0
Total Debt,217503000.0,524910000.0,881039000.0,941724000.0
Tangible Book Value,11849743000.0,11244018000.0,10424342000.0,10019629000.0
Invested Capital,11958258000.0,11683354000.0,11213504000.0,10932341000.0
Working Capital,7107947000.0,6904462000.0,6547899000.0,6588274000.0
Net Tangible Assets,11849743000.0,11244018000.0,10424342000.0,10019629000.0
Capital Lease Obligations,188241000.0,164961000.0,171291000.0,108842000.0
Common Stock Equity,11928996000.0,11323405000.0,10503756000.0,10099459000.0
Total Capitalization,11928996000.0,11453810000.0,10702213000.0,10384421000.0
Total Equity Gross Minority Interest,12317593000.0,11682235000.0,10918465000.0,10480413000.0
Minority Interest,388597000.0,358830000.0,414709000.0,380954000.0
Stockholders Equity,11928996000.0,11323405000.0,10503756000.0,10099459000.0
Other Equity Interest,11823207000.0,11217756000.0,62946000.0,9994315000.0
Retained Earnings,,,9666051000.0,
Additional Paid In Capital,,,404239000.0,
Capital Stock,105789000.0,105649000.0,105370000.0,105144000.0
Common Stock,105789000.0,105649000.0,105370000.0,105144000.0
Total Liabilities Net Minority Interest,2606540000.0,2318766000.0,2089924000.0,2344646000.0
Total Non Current Liabilities Net Minority Interest,251123000.0,322133000.0,372754000.0,418788000.0
Other Non Current Liabilities,202000.0,404000.0,471000.0,538000.0
Non Current Pension And Other Postretirement Benefit Plans,,,43639000.0,
Non Current Deferred Revenue,,,471000.0,
Non Current Deferred Taxes Liabilities,0.0,0.0,2995000.0,19579000.0
Long Term Debt And Capital Lease Obligation,133010000.0,248423000.0,325649000.0,364929000.0
Long Term Capital Lease Obligation,133010000.0,118018000.0,127192000.0,79967000.0
Long Term Debt,0.0,130405000.0,198457000.0,284962000.0
Long Term Provisions,34090000.0,20989000.0,43639000.0,33742000.0
Current Liabilities,2355417000.0,1996633000.0,1717170000.0,1925858000.0
Other Current Liabilities,110107000.0,74029000.0,26373000.0,59091000.0
Current Debt And Capital Lease Obligation,84493000.0,276487000.0,555390000.0,576795000.0
Current Capital Lease Obligation,55231000.0,46943000.0,44099000.0,28875000.0
Current Debt,29262000.0,229544000.0,511291000.0,547920000.0
Pensionand Other Post Retirement Benefit Plans Current,,,6440000.0,
Current Provisions,47503000.0,30160000.0,6440000.0,7632000.0
Payables,1342112000.0,1153825000.0,1082866000.0,982023000.0
Other Payable,,,325434000.0,
Dividends Payable,,,5513000.0,
Total Tax Payable,300042000.0,204834000.0,37735000.0,24478000.0
Accounts Payable,1042070000.0,948991000.0,714184000.0,957545000.0
Total Assets,14924133000.0,14001001000.0,13008389000.0,12825059000.0
Total Non Current Assets,5460769000.0,5099906000.0,4743320000.0,4310927000.0
Other Non Current Assets,76215000.0,221313000.0,123910000.0,235022000.0
Non Current Prepaid Assets,,,49615000.0,
Non Current Deferred Taxes Assets,163007000.0,49012000.0,0.0,0.0
Investmentin Financial Assets,537788000.0,460412000.0,310668000.0,197398000.0
Available For Sale Securities,537788000.0,460412000.0,266819000.0,197398000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,43849000.0,
Investment Properties,6813000.0,6821000.0,6829000.0,6837000.0
Goodwill And Other Intangible Assets,79253000.0,79387000.0,79414000.0,79830000.0
Other Intangible Assets,2142000.0,2276000.0,2303000.0,2719000.0
Goodwill,77111000.0,77111000.0,77111000.0,77111000.0
Net PPE,4567271000.0,4228161000.0,4296794000.0,3791840000.0
Accumulated Depreciation,,,-1243856000.0,
Gross PPE,4567271000.0,4228161000.0,5540650000.0,3791840000.0
Construction In Progress,60463000.0,393678000.0,326722000.0,236210000.0
Other Properties,4506808000.0,3834483000.0,3970072000.0,3555630000.0
Machinery Furniture Equipment,,,3156122000.0,
Buildings And Improvements,,,1635451000.0,
Land And Improvements,,,422355000.0,
Properties,,,0.0,
Current Assets,9463364000.0,8901095000.0,8265069000.0,8514132000.0
Other Current Assets,514805000.0,341697000.0,298730000.0,556885000.0
Assets Held For Sale Current,0.0,0.0,71724000.0,
Restricted Cash,,,719623000.0,
Prepaid Assets,,,298730000.0,
Inventory,1507340000.0,1190023000.0,1257296000.0,1314051000.0
Other Inventories,,,151801000.0,
Finished Goods,,,490013000.0,
Work In Process,,,56985000.0,
Raw Materials,,,558497000.0,
Other Receivables,351000.0,258000.0,89223000.0,487000.0
Taxes Receivable,,,31235000.0,29178000.0
Accounts Receivable,5171917000.0,4910890000.0,4383562000.0,4283217000.0
Allowance For Doubtful Accounts Receivable,,,-485697000.0,
Gross Accounts Receivable,,,4869259000.0,
Cash Cash Equivalents And Short Term Investments,2268951000.0,2458227000.0,1413676000.0,2330314000.0
Other Short Term Investments,1917535000.0,2166755000.0,1175737000.0,1999215000.0
Cash And Cash Equivalents,351416000.0,291472000.0,237939000.0,331099000.0
Cash Equivalents,,,132606000.0,
Cash Financial,,,105333000.0,
