,2025-09-30,2025-03-31
Ordinary Shares Number,29694163.0,23698778.0
Share Issued,29694163.0,23698778.0
Total Debt,2404157.0,3063913.0
Tangible Book Value,10654676.0,10470098.0
Invested Capital,12564603.0,12999824.0
Working Capital,15450841.0,15104778.0
Net Tangible Assets,10654676.0,10470098.0
Capital Lease Obligations,494230.0,534187.0
Common Stock Equity,10654676.0,10470098.0
Total Capitalization,10654676.0,10470098.0
Total Equity Gross Minority Interest,16585708.0,16557117.0
Minority Interest,5931032.0,6087019.0
Stockholders Equity,10654676.0,10470098.0
Gains Losses Not Affecting Retained Earnings,-40080.0,-217941.0
Other Equity Adjustments,-40080.0,-217941.0
Retained Earnings,-10370735.0,-3069137.0
Additional Paid In Capital,21062521.0,13754806.0
Capital Stock,2970.0,2370.0
Common Stock,2970.0,2370.0
Total Liabilities Net Minority Interest,6369645.0,8252176.0
Total Non Current Liabilities Net Minority Interest,296256.0,385733.0
Dueto Related Parties Non Current,94098.0,126759.0
Tradeand Other Payables Non Current,0.0,0.0
Long Term Debt And Capital Lease Obligation,202158.0,258974.0
Long Term Capital Lease Obligation,202158.0,258974.0
Current Liabilities,6073389.0,7866443.0
Other Current Liabilities,308275.0,2073083.0
Current Deferred Liabilities,1160204.0,1070247.0
Current Deferred Revenue,1154361.0,1063283.0
Current Deferred Taxes Liabilities,5843.0,6964.0
Current Debt And Capital Lease Obligation,2201999.0,2804939.0
Current Capital Lease Obligation,292072.0,275213.0
Current Debt,1909927.0,2529726.0
Other Current Borrowings,1769482.0,2391945.0
Line Of Credit,140445.0,137781.0
Payables And Accrued Expenses,2402911.0,1918174.0
Payables,2402911.0,1918174.0
Other Payable,382827.0,423898.0
Dueto Related Parties Current,374342.0,132620.0
Total Tax Payable,240324.0,218342.0
Income Tax Payable,95659.0,78257.0
Accounts Payable,1405418.0,1143314.0
Total Assets,22955353.0,24809293.0
Total Non Current Assets,1431123.0,1838072.0
Other Non Current Assets,211371.0,374201.0
Non Current Deferred Assets,6375.0,5613.0
Non Current Deferred Taxes Assets,6375.0,5613.0
Non Current Accounts Receivable,456313.0,638655.0
Net PPE,757064.0,819603.0
Accumulated Depreciation,-1575226.0,-1424688.0
Gross PPE,2332290.0,2244291.0
Leases,273089.0,267911.0
Other Properties,1726761.0,1646881.0
Machinery Furniture Equipment,332440.0,329499.0
Properties,0.0,0.0
Current Assets,21524230.0,22971221.0
Other Current Assets,35818.0,38683.0
Current Deferred Assets,,0.0
Restricted Cash,140.0,138.0
Prepaid Assets,3424632.0,1788693.0
Inventory,2254471.0,1800020.0
Inventories Adjustments Allowances,-22772.0,-18182.0
Finished Goods,1326282.0,1015852.0
Raw Materials,950961.0,802350.0
Receivables,9856336.0,8711967.0
Receivables Adjustments Allowances,-435115.0,-84403.0
Other Receivables,119711.0,159851.0
Duefrom Related Parties Current,3418847.0,3197017.0
Taxes Receivable,149569.0,49972.0
Accrued Interest Receivable,41005.0,62788.0
Loans Receivable,1770722.0,1022178.0
Accounts Receivable,4791597.0,4304564.0
Allowance For Doubtful Accounts Receivable,-1138664.0,-668195.0
Gross Accounts Receivable,5930261.0,4972759.0
Cash Cash Equivalents And Short Term Investments,5952833.0,10631720.0
Other Short Term Investments,1948707.0,3031420.0
Cash And Cash Equivalents,4004126.0,7600300.0
