,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,82882024.0,81474366.0,79931766.0,79378145.0,79225276.0,,
Share Issued,82882024.0,81474366.0,79931766.0,79378145.0,79225276.0,,
Net Debt,,1610349000.0,,,,1587479000.0,
Total Debt,395087000.0,2707064000.0,410126000.0,388166000.0,389615000.0,,
Tangible Book Value,-643490000.0,-676407000.0,-634565000.0,-432693000.0,-386549000.0,,
Invested Capital,106472000.0,2389684000.0,130561000.0,79467000.0,99952000.0,,
Working Capital,1330399000.0,1305521000.0,1141558000.0,1645066000.0,1721015000.0,,
Net Tangible Assets,-643490000.0,-676407000.0,-634565000.0,-432693000.0,-386549000.0,,
Capital Lease Obligations,108150000.0,112067000.0,123807000.0,102153000.0,103903000.0,,
Common Stock Equity,-180465000.0,-205313000.0,-155758000.0,-206546000.0,-185760000.0,,
Total Capitalization,-180465000.0,1820053000.0,-155758000.0,79467000.0,99952000.0,,
Total Equity Gross Minority Interest,-180465000.0,-205313000.0,-155758000.0,-206546000.0,-185760000.0,,
Stockholders Equity,-180465000.0,-205313000.0,-155758000.0,-206546000.0,-185760000.0,,
Gains Losses Not Affecting Retained Earnings,8466000.0,10501000.0,5930000.0,7356000.0,-13949000.0,,
Other Equity Adjustments,8466000.0,10501000.0,5930000.0,7356000.0,-13949000.0,,
Retained Earnings,-2967038000.0,-2964229000.0,-2829264000.0,-2845160000.0,-2780311000.0,,
Additional Paid In Capital,2778026000.0,2748335000.0,2667497000.0,2631180000.0,2608422000.0,,
Capital Stock,81000.0,80000.0,79000.0,78000.0,78000.0,,
Common Stock,81000.0,80000.0,79000.0,78000.0,78000.0,,
Total Liabilities Net Minority Interest,3049569000.0,3104080000.0,2799458000.0,2840701000.0,2841147000.0,,
Total Non Current Liabilities Net Minority Interest,2125965000.0,2135653000.0,1933213000.0,2212892000.0,2245756000.0,,
Other Non Current Liabilities,2035893000.0,13704000.0,1823892000.0,1841809000.0,1872652000.0,,
Tradeand Other Payables Non Current,,0.0,0.0,0.0,0.0,800000.0,
Non Current Deferred Liabilities,,,,,,0.0,55909000.0
Non Current Deferred Taxes Liabilities,,,,,,0.0,55909000.0
Long Term Debt And Capital Lease Obligation,90072000.0,2121949000.0,109321000.0,371083000.0,373104000.0,,
Long Term Capital Lease Obligation,90072000.0,96583000.0,109321000.0,85070000.0,87392000.0,,
Long Term Debt,,2025366000.0,,286013000.0,285712000.0,2109367000.0,285106000.0
