,2025-06-30,2024-12-31
Treasury Shares Number,9249068.0,11274246.0
Ordinary Shares Number,199718688.0,197693510.0
Share Issued,208967756.0,208967756.0
Net Debt,65000000.0,188000000.0
Total Debt,1552000000.0,1563000000.0
Tangible Book Value,-805000000.0,-727000000.0
Invested Capital,5568000000.0,5793000000.0
Working Capital,-105000000.0,254000000.0
Net Tangible Assets,-805000000.0,-727000000.0
Capital Lease Obligations,193000000.0,222000000.0
Common Stock Equity,4209000000.0,4452000000.0
Total Capitalization,4678000000.0,5202000000.0
Total Equity Gross Minority Interest,4209000000.0,4443000000.0
Minority Interest,0.0,-9000000.0
Stockholders Equity,4209000000.0,4452000000.0
Other Equity Interest,227000000.0,329000000.0
Treasury Stock,116000000.0,148000000.0
Retained Earnings,-9732000000.0,-10291000000.0
Additional Paid In Capital,13654000000.0,13623000000.0
Capital Stock,8000000.0,8000000.0
Common Stock,8000000.0,8000000.0
Total Liabilities Net Minority Interest,2817000000.0,3685000000.0
Total Non Current Liabilities Net Minority Interest,1015000000.0,1335000000.0
Non Current Deferred Taxes Liabilities,392000000.0,406000000.0
Long Term Debt And Capital Lease Obligation,614000000.0,919000000.0
Long Term Capital Lease Obligation,145000000.0,169000000.0
Long Term Debt,469000000.0,750000000.0
Long Term Provisions,9000000.0,10000000.0
Current Liabilities,1802000000.0,2350000000.0
Other Current Liabilities,1000000.0,143000000.0
Current Debt And Capital Lease Obligation,938000000.0,644000000.0
Current Capital Lease Obligation,48000000.0,53000000.0
Current Debt,890000000.0,591000000.0
Pensionand Other Post Retirement Benefit Plans Current,,3000000.0
Current Provisions,53000000.0,54000000.0
Payables,810000000.0,398000000.0
Total Tax Payable,7000000.0,166000000.0
Accounts Payable,803000000.0,232000000.0
Total Assets,7026000000.0,8128000000.0
Total Non Current Assets,5329000000.0,5524000000.0
Other Non Current Assets,65000000.0,10000000.0
Non Current Prepaid Assets,,17000000.0
Non Current Deferred Taxes Assets,10000000.0,12000000.0
Goodwill And Other Intangible Assets,5014000000.0,5179000000.0
Other Intangible Assets,2291000000.0,2412000000.0
Goodwill,2723000000.0,2767000000.0
Net PPE,240000000.0,279000000.0
Accumulated Depreciation,,-303000000.0
Gross PPE,240000000.0,582000000.0
Other Properties,240000000.0,127000000.0
Machinery Furniture Equipment,,14000000.0
Buildings And Improvements,,441000000.0
Properties,,0.0
Current Assets,1697000000.0,2604000000.0
Other Current Assets,108000000.0,14000000.0
Assets Held For Sale Current,0.0,1091000000.0
Restricted Cash,,24000000.0
Prepaid Assets,,71000000.0
Inventory,7000000.0,8000000.0
Other Receivables,,40000000.0
Taxes Receivable,27000000.0,33000000.0
Accounts Receivable,261000000.0,170000000.0
Allowance For Doubtful Accounts Receivable,,-13000000.0
Gross Accounts Receivable,,183000000.0
Cash Cash Equivalents And Short Term Investments,1294000000.0,1153000000.0
Cash And Cash Equivalents,1294000000.0,1153000000.0
