,2025-12-31,2025-06-30
Treasury Shares Number,148764.0,148344.0
Ordinary Shares Number,18818646.0,18819066.0
Share Issued,18967410.0,18967410.0
Total Debt,4330600000.0,4478478000.0
Tangible Book Value,15781189000.0,
Invested Capital,26933795000.0,
Working Capital,2362168000.0,2329198000.0
Net Tangible Assets,15781189000.0,
Common Stock Equity,22603195000.0,
Total Capitalization,25651962000.0,
Total Equity Gross Minority Interest,22750756000.0,22047382000.0
Minority Interest,147561000.0,
Stockholders Equity,22603195000.0,
Other Equity Interest,71572000.0,
Treasury Stock,133137000.0,
Retained Earnings,8371640000.0,
Additional Paid In Capital,14200670000.0,
Capital Stock,92450000.0,92450000.0
Common Stock,92450000.0,92450000.0
Total Liabilities Net Minority Interest,32079323000.0,
Total Non Current Liabilities Net Minority Interest,22176105000.0,
Other Non Current Liabilities,5810000.0,
Non Current Pension And Other Postretirement Benefit Plans,554620000.0,
Non Current Deferred Taxes Liabilities,416880000.0,429654000.0
Long Term Debt And Capital Lease Obligation,3048767000.0,3232045000.0
Long Term Debt,3048767000.0,
Long Term Provisions,951942000.0,
Current Liabilities,9903218000.0,
Other Current Liabilities,582255000.0,525517000.0
Current Debt And Capital Lease Obligation,1281833000.0,
Current Debt,1281833000.0,1246433000.0
Current Provisions,200848000.0,221388000.0
Payables,5389159000.0,4167989000.0
Total Tax Payable,176997000.0,
Accounts Payable,5212162000.0,
Total Assets,54830079000.0,53732597000.0
Total Non Current Assets,42564693000.0,
Other Non Current Assets,86613000.0,
Non Current Deferred Taxes Assets,278058000.0,
Investmentin Financial Assets,1907543000.0,1974951000.0
Available For Sale Securities,1907543000.0,
Long Term Equity Investment,8275098000.0,7795979000.0
Investment Properties,3190855000.0,3184826000.0
Goodwill And Other Intangible Assets,6822006000.0,
Other Intangible Assets,906402000.0,
Goodwill,5915604000.0,
Net PPE,22004520000.0,
Current Assets,12265386000.0,
Other Current Assets,465886000.0,
Inventory,681534000.0,391912000.0
Accounts Receivable,5261498000.0,
Cash Cash Equivalents And Short Term Investments,5856468000.0,
Other Short Term Investments,759536000.0,
Cash And Cash Equivalents,5096932000.0,4734137000.0
