,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Ordinary Shares Number,181332574.0,153103459.0,125078525.0,100367113.0,90896125.0
Share Issued,181332574.0,153103459.0,125078525.0,100367113.0,90896125.0
Total Debt,871000.0,1001000.0,599000.0,737000.0,870000.0
Tangible Book Value,105498000.0,68957000.0,43716000.0,24235000.0,25845000.0
Invested Capital,107412000.0,70871000.0,45630000.0,26149000.0,27759000.0
Working Capital,104713000.0,68194000.0,43126000.0,23448000.0,25085000.0
Net Tangible Assets,105498000.0,68957000.0,43716000.0,24235000.0,25845000.0
Capital Lease Obligations,871000.0,1001000.0,599000.0,737000.0,870000.0
Common Stock Equity,107412000.0,70871000.0,45630000.0,26149000.0,27759000.0
Total Capitalization,107412000.0,70871000.0,45630000.0,26149000.0,27759000.0
Total Equity Gross Minority Interest,107412000.0,70871000.0,45630000.0,26149000.0,27759000.0
Stockholders Equity,107412000.0,70871000.0,45630000.0,26149000.0,27759000.0
Retained Earnings,-283395000.0,-274988000.0,-267330000.0,-260539000.0,-253938000.0
Additional Paid In Capital,390789000.0,345844000.0,312948000.0,286678000.0,281688000.0
Capital Stock,18000.0,15000.0,12000.0,10000.0,9000.0
Common Stock,18000.0,15000.0,12000.0,10000.0,9000.0
Total Liabilities Net Minority Interest,6765000.0,7474000.0,5925000.0,6156000.0,7197000.0
Total Non Current Liabilities Net Minority Interest,309000.0,457000.0,0.0,157000.0,309000.0
Long Term Debt And Capital Lease Obligation,309000.0,457000.0,0.0,157000.0,309000.0
Long Term Capital Lease Obligation,309000.0,457000.0,0.0,157000.0,309000.0
Current Liabilities,6456000.0,7017000.0,5925000.0,5999000.0,6888000.0
Other Current Liabilities,24000.0,42000.0,32000.0,22000.0,52000.0
Current Debt And Capital Lease Obligation,562000.0,544000.0,599000.0,580000.0,561000.0
Current Capital Lease Obligation,562000.0,544000.0,599000.0,580000.0,561000.0
Pensionand Other Post Retirement Benefit Plans Current,630000.0,1753000.0,1423000.0,1036000.0,601000.0
Payables And Accrued Expenses,5240000.0,4678000.0,3871000.0,4361000.0,5674000.0
Current Accrued Expenses,1607000.0,1730000.0,1566000.0,1025000.0,1918000.0
Payables,3633000.0,2948000.0,2305000.0,3336000.0,3756000.0
Accounts Payable,3633000.0,2948000.0,2305000.0,3336000.0,3756000.0
Total Assets,114177000.0,78345000.0,51555000.0,32305000.0,34956000.0
Total Non Current Assets,3008000.0,3134000.0,2504000.0,2858000.0,2983000.0
Other Non Current Assets,255000.0,257000.0,34000.0,261000.0,263000.0
Goodwill And Other Intangible Assets,1914000.0,1914000.0,1914000.0,1914000.0,1914000.0
Goodwill,1914000.0,1914000.0,1914000.0,1914000.0,1914000.0
Net PPE,839000.0,963000.0,556000.0,683000.0,806000.0
Gross PPE,839000.0,963000.0,556000.0,683000.0,806000.0
Other Properties,839000.0,963000.0,556000.0,683000.0,806000.0
Current Assets,111169000.0,75211000.0,49051000.0,29447000.0,31973000.0
Other Current Assets,,223000.0,225000.0,281000.0,
Restricted Cash,100000.0,100000.0,100000.0,100000.0,100000.0
Prepaid Assets,3972000.0,3095000.0,4406000.0,3769000.0,3476000.0
Cash Cash Equivalents And Short Term Investments,107097000.0,71793000.0,44320000.0,25297000.0,28397000.0
Cash And Cash Equivalents,107097000.0,71793000.0,44320000.0,25297000.0,28397000.0
