,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,128237613.0,123422249.0,122692968.0
Share Issued,128237613.0,123422249.0,122692968.0
Net Debt,106144000.0,170016000.0,151814000.0
Total Debt,149011000.0,193084000.0,182106000.0
Tangible Book Value,-142790000.0,-177181000.0,-193708000.0
Invested Capital,598402000.0,678124000.0,828935000.0
Working Capital,52396000.0,36536000.0,26730000.0
Net Tangible Assets,-142790000.0,-177181000.0,-193708000.0
Capital Lease Obligations,12488000.0,14098000.0,15490000.0
Common Stock Equity,461879000.0,499138000.0,662319000.0
Total Capitalization,597631000.0,662312000.0,799456000.0
Total Equity Gross Minority Interest,500098000.0,548966000.0,729937000.0
Minority Interest,38219000.0,49828000.0,67618000.0
Stockholders Equity,461879000.0,499138000.0,662319000.0
Gains Losses Not Affecting Retained Earnings,-378000.0,-803000.0,251000.0
Other Equity Adjustments,-378000.0,-803000.0,251000.0
Retained Earnings,-518953000.0,-458643000.0,-289204000.0
Additional Paid In Capital,981197000.0,958572000.0,951260000.0
Capital Stock,13000.0,12000.0,12000.0
Common Stock,13000.0,12000.0,12000.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,246063000.0,248783000.0,245923000.0
Total Non Current Liabilities Net Minority Interest,171516000.0,179972000.0,169031000.0
Other Non Current Liabilities,21124000.0,104000.0,105000.0
Derivative Product Liabilities,1181000.0,2434000.0,5021000.0
Non Current Deferred Liabilities,3082000.0,2983000.0,14044000.0
Non Current Deferred Taxes Liabilities,3082000.0,2983000.0,14044000.0
Long Term Debt And Capital Lease Obligation,146129000.0,174451000.0,149861000.0
Long Term Capital Lease Obligation,10377000.0,11277000.0,12724000.0
Long Term Debt,135752000.0,163174000.0,137137000.0
Current Liabilities,74547000.0,68811000.0,76892000.0
Other Current Liabilities,18598000.0,2228000.0,19560000.0
Current Debt And Capital Lease Obligation,2882000.0,18633000.0,32245000.0
Current Capital Lease Obligation,2111000.0,2821000.0,2766000.0
Current Debt,771000.0,15812000.0,29479000.0
Other Current Borrowings,771000.0,15812000.0,29479000.0
Payables And Accrued Expenses,53067000.0,47950000.0,25087000.0
Current Accrued Expenses,21635000.0,14117000.0,17134000.0
Interest Payable,0.0,945000.0,1424000.0
Payables,31432000.0,33833000.0,25087000.0
Dueto Related Parties Current,,,0.0
Total Tax Payable,11967000.0,2467000.0,
Income Tax Payable,3610000.0,2467000.0,
Accounts Payable,19465000.0,31366000.0,25087000.0
Total Assets,746161000.0,797749000.0,975860000.0
Total Non Current Assets,619218000.0,692402000.0,872238000.0
Other Non Current Assets,574000.0,483000.0,541000.0
Goodwill And Other Intangible Assets,604669000.0,676319000.0,856027000.0
Other Intangible Assets,427098000.0,498748000.0,526438000.0
Goodwill,177571000.0,177571000.0,329589000.0
Net PPE,13975000.0,15600000.0,15670000.0
Accumulated Depreciation,-12354000.0,-10881000.0,-9196000.0
Gross PPE,26329000.0,26481000.0,24866000.0
Leases,2104000.0,2104000.0,2100000.0
Construction In Progress,168000.0,296000.0,0.0
Other Properties,7735000.0,,9839000.0
Machinery Furniture Equipment,16322000.0,15196000.0,12927000.0
Buildings And Improvements,,8885000.0,9839000.0
Properties,0.0,0.0,0.0
Current Assets,126943000.0,105347000.0,103622000.0
Other Current Assets,4811000.0,1539000.0,427000.0
Restricted Cash,1513000.0,1506000.0,1500000.0
Prepaid Assets,6397000.0,5269000.0,7513000.0
Inventory,54609000.0,59148000.0,53104000.0
Finished Goods,44945000.0,47773000.0,44750000.0
Work In Process,9664000.0,11375000.0,8354000.0
Receivables,29234000.0,28915000.0,26276000.0
Duefrom Related Parties Current,1220000.0,739000.0,792000.0
Accounts Receivable,28014000.0,28176000.0,25484000.0
Allowance For Doubtful Accounts Receivable,,-99000.0,
Gross Accounts Receivable,,28275000.0,
Cash Cash Equivalents And Short Term Investments,30379000.0,8970000.0,14802000.0
Cash And Cash Equivalents,30379000.0,8970000.0,14802000.0
