,2025-09-30,2025-03-31
Ordinary Shares Number,52000000.0,52000000.0
Share Issued,52000000.0,52000000.0
Net Debt,2456585.0,2416074.0
Total Debt,3331931.0,2648464.0
Tangible Book Value,17184829.0,11553287.0
Invested Capital,19775850.0,14120427.0
Working Capital,5615808.0,4406872.0
Net Tangible Assets,17184829.0,11553287.0
Capital Lease Obligations,784738.0,123645.0
Common Stock Equity,17228657.0,11595608.0
Total Capitalization,17276729.0,12021284.0
Total Equity Gross Minority Interest,17333056.0,11653361.0
Minority Interest,104399.0,57753.0
Stockholders Equity,17228657.0,11595608.0
Gains Losses Not Affecting Retained Earnings,446895.0,222107.0
Other Equity Adjustments,446895.0,222107.0
Retained Earnings,6261268.0,6994445.0
Additional Paid In Capital,10515294.0,4374056.0
Capital Stock,5200.0,5000.0
Common Stock,5200.0,5000.0
Total Liabilities Net Minority Interest,21893835.0,19075769.0
Total Non Current Liabilities Net Minority Interest,411460.0,425676.0
Long Term Debt And Capital Lease Obligation,411460.0,425676.0
Long Term Capital Lease Obligation,363388.0,0.0
Long Term Debt,48072.0,425676.0
Current Liabilities,21482375.0,18650093.0
Current Deferred Liabilities,3817472.0,500246.0
Current Debt And Capital Lease Obligation,2920471.0,2222788.0
Current Capital Lease Obligation,421350.0,123645.0
Current Debt,2499121.0,2099143.0
Other Current Borrowings,24080.0,102368.0
Line Of Credit,2475041.0,1996775.0
Current Provisions,166.0,1311.0
Payables And Accrued Expenses,14744266.0,15925748.0
Current Accrued Expenses,,534987.0
Payables,14744266.0,15390761.0
Other Payable,3456985.0,383732.0
Dueto Related Parties Current,173207.0,648004.0
Total Tax Payable,558834.0,2576596.0
Income Tax Payable,558834.0,631419.0
Accounts Payable,10555240.0,11782429.0
Total Assets,39226891.0,30729130.0
Total Non Current Assets,12128708.0,7672165.0
Non Current Prepaid Assets,10394231.0,6035922.0
Non Current Deferred Assets,738359.0,1405921.0
Non Current Deferred Taxes Assets,738359.0,484704.0
Goodwill And Other Intangible Assets,43828.0,42321.0
Other Intangible Assets,,42321.0
Net PPE,952290.0,188001.0
Accumulated Depreciation,,-56718.0
Gross PPE,952290.0,244719.0
Other Properties,952290.0,200910.0
Machinery Furniture Equipment,,43809.0
Current Assets,27098183.0,23056965.0
Prepaid Assets,,2366937.0
Receivables,27007575.0,20581283.0
Receivables Adjustments Allowances,,-142722.0
Other Receivables,7172492.0,146579.0
Duefrom Related Parties Current,1690976.0,1433323.0
Accounts Receivable,18144107.0,19144103.0
Allowance For Doubtful Accounts Receivable,,-2957829.0
Gross Accounts Receivable,,22101932.0
Cash Cash Equivalents And Short Term Investments,90608.0,108745.0
Cash And Cash Equivalents,90608.0,108745.0
