,2025-12-31,2024-12-31
Ordinary Shares Number,7571078.0,
Share Issued,7571078.0,
Total Debt,133762.0,0.0
Tangible Book Value,8281822.0,
Invested Capital,8551893.0,
Working Capital,7409244.0,
Net Tangible Assets,8281822.0,
Capital Lease Obligations,133762.0,0.0
Common Stock Equity,8551893.0,
Total Capitalization,8551893.0,
Total Equity Gross Minority Interest,8551893.0,
Stockholders Equity,8551893.0,
Gains Losses Not Affecting Retained Earnings,3613.0,
Other Equity Adjustments,3613.0,
Retained Earnings,-11519521.0,
Additional Paid In Capital,20067044.0,
Capital Stock,757.0,
Common Stock,757.0,
Total Liabilities Net Minority Interest,285104.0,
Total Non Current Liabilities Net Minority Interest,53350.0,
Long Term Debt And Capital Lease Obligation,53350.0,0.0
Long Term Capital Lease Obligation,53350.0,0.0
Current Liabilities,231754.0,
Current Deferred Liabilities,6802.0,
Current Deferred Revenue,6802.0,
Current Debt And Capital Lease Obligation,80412.0,
Current Capital Lease Obligation,80412.0,0.0
Payables And Accrued Expenses,144540.0,
Current Accrued Expenses,5692.0,
Payables,138848.0,
Other Payable,5315.0,
Dueto Related Parties Current,0.0,
Total Tax Payable,88762.0,
Accounts Payable,44771.0,
Total Assets,8836997.0,
Total Non Current Assets,1195999.0,
Non Current Deferred Assets,199371.0,
Non Current Deferred Taxes Assets,199371.0,
Investments And Advances,568139.0,0.0
Long Term Equity Investment,568139.0,0.0
Goodwill And Other Intangible Assets,270071.0,
Other Intangible Assets,270071.0,
Net PPE,158418.0,
Accumulated Depreciation,-14902.0,
Gross PPE,173320.0,
Other Properties,132606.0,
Machinery Furniture Equipment,40714.0,
Current Assets,7640998.0,
Prepaid Assets,108215.0,
Receivables,112357.0,
Duefrom Related Parties Current,79946.0,
Accounts Receivable,32411.0,
Cash Cash Equivalents And Short Term Investments,7420426.0,
Cash And Cash Equivalents,7420426.0,
Cash Financial,7420426.0,
