,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Preferred Shares Number,22400000.0,22400000.0,22400000.0,22400000.0,22400000.0
Ordinary Shares Number,87191663.0,87016604.0,87016604.0,87016604.0,87010608.0
Share Issued,87191663.0,87016604.0,87016604.0,87016604.0,87010608.0
Net Debt,11800883000.0,9794427000.0,7268205000.0,6298280000.0,5092807000.0
Total Debt,12984566000.0,11075731000.0,8564701000.0,7725899000.0,6428697000.0
Tangible Book Value,-2298905000.0,-2298853000.0,-2330928000.0,-2414943000.0,-2408798000.0
Invested Capital,14309640000.0,12421580000.0,9902528000.0,9050062000.0,7789933000.0
Net Tangible Assets,-1757423000.0,-1757371000.0,-1789446000.0,-1873461000.0,-1867316000.0
Common Stock Equity,1325074000.0,1345849000.0,1337827000.0,1324163000.0,1361236000.0
Preferred Stock Equity,541482000.0,541482000.0,541482000.0,541482000.0,541482000.0
Total Capitalization,14851122000.0,12963062000.0,10444010000.0,9591544000.0,8331415000.0
Total Equity Gross Minority Interest,1866556000.0,1887331000.0,1879309000.0,1865645000.0,1902718000.0
Stockholders Equity,1866556000.0,1887331000.0,1879309000.0,1865645000.0,1902718000.0
Retained Earnings,-603557000.0,-582825000.0,-589595000.0,-602447000.0,-564536000.0
Additional Paid In Capital,1927759000.0,1927804000.0,1926552000.0,1925740000.0,1924902000.0
Capital Stock,542354000.0,542352000.0,542352000.0,542352000.0,542352000.0
Common Stock,872000.0,870000.0,870000.0,870000.0,870000.0
Preferred Stock,541482000.0,541482000.0,541482000.0,541482000.0,541482000.0
Total Liabilities Net Minority Interest,20636136000.0,19459551000.0,16646362000.0,14935474000.0,12973508000.0
Derivative Product Liabilities,27215000.0,9189000.0,12186000.0,13474000.0,17941000.0
Long Term Debt And Capital Lease Obligation,12984566000.0,11075731000.0,8564701000.0,7725899000.0,6428697000.0
Long Term Debt,12984566000.0,11075731000.0,8564701000.0,7725899000.0,6428697000.0
Long Term Provisions,5152000.0,5284000.0,5152000.0,5064000.0,5955000.0
Payables And Accrued Expenses,318511000.0,350746000.0,356140000.0,364182000.0,318376000.0
Payables,318511000.0,350746000.0,356140000.0,364182000.0,318376000.0
Total Tax Payable,129677000.0,127476000.0,143832000.0,155326000.0,147773000.0
Income Tax Payable,129677000.0,127476000.0,143832000.0,155326000.0,147773000.0
Accounts Payable,171334000.0,206148000.0,172143000.0,178252000.0,141405000.0
Total Assets,22502692000.0,21346882000.0,18525671000.0,16801119000.0,14876226000.0
Investments And Advances,3953228000.0,4643377000.0,4790207000.0,4075631000.0,4240020000.0
Available For Sale Securities,3765539000.0,4452859000.0,4609164000.0,3967045000.0,4035862000.0
Goodwill And Other Intangible Assets,3623979000.0,3644702000.0,3668755000.0,3739106000.0,3770034000.0
Other Intangible Assets,3623979000.0,3644702000.0,3668755000.0,3739106000.0,3770034000.0
Prepaid Assets,79200000.0,96830000.0,61599000.0,70480000.0,84733000.0
Receivables,139840000.0,133911000.0,124586000.0,99485000.0,91075000.0
Other Receivables,38123000.0,32541000.0,31376000.0,20120000.0,6946000.0
Accounts Receivable,85565000.0,82270000.0,75039000.0,64471000.0,68974000.0
Other Short Term Investments,187689000.0,190518000.0,181043000.0,108586000.0,204158000.0
Cash And Cash Equivalents,1183683000.0,1281304000.0,1296496000.0,1427619000.0,1335890000.0
Cash Financial,213958000.0,271970000.0,263488000.0,362900000.0,247941000.0
Cash Cash Equivalents And Federal Funds Sold,1183683000.0,1281304000.0,1296496000.0,1427619000.0,1335890000.0
