,2026-03-31,2025-09-30,2025-07-31
Ordinary Shares Number,19639167.0,17101667.0,17101667.0
Share Issued,19639167.0,17101667.0,17101667.0
Net Debt,,75124.0,
Total Debt,,75124.0,
Tangible Book Value,141486016.0,-35889.0,18986.0
Invested Capital,141486016.0,39235.0,18986.0
Working Capital,1115772.0,,-171072.0
Net Tangible Assets,141486016.0,-35889.0,18986.0
Common Stock Equity,141486016.0,-35889.0,18986.0
Total Capitalization,141486016.0,-35889.0,18986.0
Total Equity Gross Minority Interest,141486016.0,-35889.0,18986.0
Stockholders Equity,141486016.0,-35889.0,18986.0
Retained Earnings,-3852595.0,-60889.0,-6014.0
Additional Paid In Capital,0.0,24521.0,24521.0
Capital Stock,145338611.0,479.0,479.0
Common Stock,145338611.0,479.0,479.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,5083289.0,331318.0,197072.0
Total Non Current Liabilities Net Minority Interest,5031250.0,0.0,0.0
Non Current Deferred Liabilities,5031250.0,,
Current Liabilities,52039.0,331318.0,197072.0
Current Debt And Capital Lease Obligation,,75124.0,
Current Debt,,75124.0,
Other Current Borrowings,,75124.0,
Payables And Accrued Expenses,52039.0,256194.0,197072.0
Current Accrued Expenses,,256194.0,196072.0
Payables,52039.0,,1000.0
Dueto Related Parties Current,37500.0,,1000.0
Accounts Payable,14539.0,,
Total Assets,146569305.0,295429.0,216058.0
Total Non Current Assets,145401494.0,295429.0,190058.0
Other Non Current Assets,145338085.0,,
Non Current Prepaid Assets,63409.0,,
Non Current Deferred Assets,,295429.0,190058.0
Current Assets,1167811.0,,26000.0
Prepaid Assets,157532.0,,26000.0
Cash Cash Equivalents And Short Term Investments,1010279.0,,
Cash And Cash Equivalents,1010279.0,,
Cash Financial,1010279.0,,
