,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,134768884.0,134598631.0,130803074.0,130699244.0
Share Issued,134768884.0,134598631.0,130803074.0,130699244.0
Net Debt,,,885100000.0,
Total Debt,1794700000.0,2088600000.0,2166300000.0,2341200000.0
Tangible Book Value,24200000.0,-858300000.0,-776200000.0,-541800000.0
Invested Capital,1467500000.0,1563600000.0,3670100000.0,1697100000.0
Working Capital,1127100000.0,177400000.0,677300000.0,924100000.0
Net Tangible Assets,24200000.0,-858300000.0,-776200000.0,-541800000.0
Capital Lease Obligations,,,291200000.0,
Common Stock Equity,1467500000.0,1563600000.0,1795000000.0,1697100000.0
Total Capitalization,1467500000.0,1563600000.0,3382300000.0,1697100000.0
Total Equity Gross Minority Interest,1393200000.0,1566400000.0,1797900000.0,1699900000.0
Minority Interest,-74300000.0,2800000.0,2900000.0,2800000.0
Stockholders Equity,1467500000.0,1563600000.0,1795000000.0,1697100000.0
Other Equity Interest,,-100000.0,,100000.0
Retained Earnings,-1475200000.0,-161300000.0,-159000000.0,-246700000.0
Additional Paid In Capital,728000000.0,728100000.0,712700000.0,712700000.0
Capital Stock,10400000.0,10400000.0,10100000.0,10100000.0
Common Stock,10400000.0,10400000.0,10100000.0,10100000.0
Total Liabilities Net Minority Interest,2552500000.0,2746200000.0,2902000000.0,2926500000.0
Total Non Current Liabilities Net Minority Interest,1827200000.0,1787000000.0,1911800000.0,2226400000.0
Other Non Current Liabilities,2900000.0,3100000.0,3900000.0,8800000.0
Derivative Product Liabilities,,,0.0,
Non Current Pension And Other Postretirement Benefit Plans,24300000.0,23700000.0,22300000.0,22400000.0
Non Current Deferred Taxes Liabilities,32600000.0,21500000.0,38500000.0,26500000.0
Long Term Debt And Capital Lease Obligation,1729200000.0,1729000000.0,1834300000.0,2158500000.0
Long Term Capital Lease Obligation,,,247000000.0,
Long Term Debt,,,1587300000.0,
Long Term Provisions,38200000.0,9700000.0,12800000.0,10200000.0
Current Liabilities,725300000.0,959200000.0,990200000.0,700100000.0
Other Current Liabilities,517700000.0,469800000.0,249800000.0,321100000.0
Current Debt And Capital Lease Obligation,65500000.0,359600000.0,332000000.0,182700000.0
Current Capital Lease Obligation,,,44200000.0,
Current Debt,,,287800000.0,
Payables,142100000.0,129800000.0,265200000.0,196300000.0
Total Tax Payable,11900000.0,17800000.0,87500000.0,17000000.0
Accounts Payable,130200000.0,112000000.0,177700000.0,179300000.0
Total Assets,3945700000.0,4312600000.0,4699900000.0,4626400000.0
Total Non Current Assets,2093300000.0,3176000000.0,3032500000.0,3002200000.0
Other Non Current Assets,100000.0,-100000.0,100000.0,
Non Current Prepaid Assets,,,8900000.0,
Non Current Deferred Taxes Assets,239500000.0,339100000.0,258400000.0,289000000.0
Investmentin Financial Assets,58100000.0,54700000.0,48000000.0,57400000.0
Available For Sale Securities,,,48000000.0,
Long Term Equity Investment,,,0.0,
Investmentsin Associatesat Cost,,,0.0,
Goodwill And Other Intangible Assets,1443300000.0,2421900000.0,2571200000.0,2238900000.0
Other Intangible Assets,1396900000.0,2367100000.0,2514600000.0,2183000000.0
Goodwill,46400000.0,54800000.0,56600000.0,55900000.0
Net PPE,352300000.0,360400000.0,145600000.0,416900000.0
Accumulated Depreciation,,,-254100000.0,
Gross PPE,352300000.0,360400000.0,399700000.0,416900000.0
Construction In Progress,,,4800000.0,
Other Properties,352300000.0,360400000.0,,416900000.0
Machinery Furniture Equipment,,,344300000.0,
Buildings And Improvements,,,45400000.0,
Land And Improvements,,,5200000.0,
Properties,,,0.0,
Current Assets,1852400000.0,1136600000.0,1667500000.0,1624200000.0
Hedging Assets Current,,,900000.0,
Prepaid Assets,,,35700000.0,
Inventory,4100000.0,10500000.0,8500000.0,21100000.0
Finished Goods,,,8500000.0,
Other Receivables,287900000.0,225600000.0,84900000.0,170100000.0
Taxes Receivable,48600000.0,69400000.0,137700000.0,59200000.0
Accounts Receivable,166000000.0,162700000.0,409800000.0,440500000.0
Allowance For Doubtful Accounts Receivable,,,-2600000.0,
Gross Accounts Receivable,,,412400000.0,
Cash Cash Equivalents And Short Term Investments,1345800000.0,668400000.0,990000000.0,933300000.0
Other Short Term Investments,400000.0,200000.0,,200000.0
Cash And Cash Equivalents,1345400000.0,668200000.0,990000000.0,933100000.0
Cash Equivalents,,,520900000.0,
Cash Financial,,,469100000.0,
