,2025-12-31,2024-12-31
Treasury Shares Number,175000.0,175000.0
Ordinary Shares Number,14716262.0,14716262.0
Share Issued,14891262.0,14891262.0
Net Debt,1850501.0,9463789.0
Total Debt,15587064.0,15995114.0
Tangible Book Value,-9330946.0,-8684620.0
Invested Capital,19196497.0,20795096.0
Working Capital,-6999102.0,-3180527.0
Net Tangible Assets,-9330946.0,-8684620.0
Common Stock Equity,3609433.0,4799982.0
Total Capitalization,7042431.0,10087035.0
Total Equity Gross Minority Interest,3575298.0,4806967.0
Minority Interest,-34135.0,6985.0
Stockholders Equity,3609433.0,4799982.0
Other Equity Interest,1.0,
Treasury Stock,665000.0,665000.0
Retained Earnings,305396.0,-472798.0
Capital Stock,819019.0,819099.0
Common Stock,819019.0,819099.0
Total Liabilities Net Minority Interest,73785146.0,73815312.0
Total Non Current Liabilities Net Minority Interest,10578051.0,13412079.0
Other Non Current Liabilities,,1797.0
Tradeand Other Payables Non Current,6821556.0,7726852.0
Non Current Deferred Taxes Liabilities,33857.0,31949.0
Long Term Debt And Capital Lease Obligation,3432998.0,5287053.0
Long Term Debt,3432998.0,5287053.0
Long Term Provisions,289640.0,364428.0
Current Liabilities,63207095.0,60403233.0
Other Current Liabilities,105189.0,267369.0
Current Debt And Capital Lease Obligation,12154066.0,10708061.0
Current Debt,12154066.0,10708061.0
Payables,50379003.0,47731321.0
Other Payable,10771688.0,8925713.0
Total Tax Payable,152893.0,145176.0
Accounts Payable,39454422.0,38660432.0
Total Assets,77360444.0,78622279.0
Total Non Current Assets,21152451.0,21399572.0
Other Non Current Assets,3.0,-1.0
Non Current Prepaid Assets,170648.0,135474.0
Non Current Deferred Taxes Assets,4609367.0,4958084.0
Investmentin Financial Assets,2391600.0,1451600.0
Goodwill And Other Intangible Assets,12940379.0,13484602.0
Other Intangible Assets,3685823.0,3622059.0
Goodwill,9254556.0,9862543.0
Net PPE,1040454.0,1369813.0
Accumulated Depreciation,-1842518.0,-3360103.0
Gross PPE,2882972.0,4729916.0
Other Properties,1902305.0,1871812.0
Machinery Furniture Equipment,980667.0,2858104.0
Current Assets,56207993.0,57222706.0
Other Current Assets,1255035.0,500621.0
Prepaid Assets,698704.0,369352.0
Other Receivables,8398518.0,7938041.0
Taxes Receivable,195596.0,234444.0
Accounts Receivable,31923577.0,41648923.0
Allowance For Doubtful Accounts Receivable,-962715.0,-1271019.0
Gross Accounts Receivable,32886292.0,42919942.0
Cash Cash Equivalents And Short Term Investments,13736563.0,6531325.0
Cash And Cash Equivalents,13736563.0,6531325.0
Cash Equivalents,2431.0,27072.0
Cash Financial,13734132.0,6504253.0
