,2026-03-31,2025-12-31,2025-09-30,2024-12-31
Ordinary Shares Number,28847649.0,28847649.0,28847649.0,28847649.0
Share Issued,28847649.0,28847649.0,28847649.0,28847649.0
Net Debt,48568000.0,51770000.0,58839000.0,46116000.0
Total Debt,61313000.0,46832000.0,71276000.0,61627000.0
Tangible Book Value,49593000.0,149782000.0,43830000.0,42102000.0
Invested Capital,111403000.0,197259000.0,115011000.0,103709000.0
Working Capital,51614000.0,139055000.0,53484000.0,49835000.0
Net Tangible Assets,49593000.0,149782000.0,43830000.0,42102000.0
Capital Lease Obligations,10920000.0,11122000.0,11323000.0,11898000.0
Common Stock Equity,61010000.0,161549000.0,55058000.0,53980000.0
Total Capitalization,102778000.0,189754000.0,103044000.0,95970000.0
Total Equity Gross Minority Interest,61010000.0,161549000.0,58342000.0,61593000.0
Minority Interest,,0.0,3284000.0,7613000.0
Stockholders Equity,61010000.0,161549000.0,55058000.0,53980000.0
Gains Losses Not Affecting Retained Earnings,-16000.0,280000.0,352000.0,-116000.0
Other Equity Adjustments,-16000.0,280000.0,352000.0,-116000.0
Retained Earnings,44995000.0,28059000.0,53831000.0,54031000.0
Additional Paid In Capital,16011000.0,133181000.0,875000.0,65000.0
Capital Stock,20000.0,29000.0,0.0,0.0
Common Stock,20000.0,29000.0,0.0,0.0
Preferred Stock,0.0,,,
Total Liabilities Net Minority Interest,126237000.0,104357000.0,114381000.0,112887000.0
Total Non Current Liabilities Net Minority Interest,57610000.0,49032000.0,59162000.0,59544000.0
Other Non Current Liabilities,1000000.0,10580000.0,702000.0,691000.0
Liabilities Heldfor Sale Non Current,,0.0,,5735000.0
Non Current Deferred Liabilities,4820000.0,,,
Non Current Deferred Taxes Liabilities,4820000.0,,,
Long Term Debt And Capital Lease Obligation,51790000.0,38452000.0,58460000.0,53118000.0
Long Term Capital Lease Obligation,10022000.0,10247000.0,10474000.0,11128000.0
Long Term Debt,41768000.0,28205000.0,47986000.0,41990000.0
Current Liabilities,68627000.0,55325000.0,55219000.0,53343000.0
Other Current Liabilities,757000.0,1100000.0,,4101000.0
Current Deferred Liabilities,27660000.0,19525000.0,14568000.0,17690000.0
Current Deferred Revenue,27660000.0,19525000.0,14568000.0,17690000.0
Current Debt And Capital Lease Obligation,9523000.0,8380000.0,12816000.0,8509000.0
Current Capital Lease Obligation,898000.0,875000.0,849000.0,770000.0
Current Debt,8625000.0,7505000.0,11967000.0,7739000.0
Other Current Borrowings,8625000.0,7505000.0,11967000.0,7739000.0
Pensionand Other Post Retirement Benefit Plans Current,4189000.0,6359000.0,,6326000.0
Payables And Accrued Expenses,26498000.0,27420000.0,27835000.0,16717000.0
Current Accrued Expenses,1163000.0,12085000.0,10425000.0,1059000.0
Interest Payable,617000.0,671000.0,,517000.0
Payables,25335000.0,15335000.0,17410000.0,15658000.0
Accounts Payable,25335000.0,15335000.0,17410000.0,15658000.0
Total Assets,187247000.0,265906000.0,172723000.0,174480000.0
Total Non Current Assets,67006000.0,71526000.0,64020000.0,71302000.0
Other Non Current Assets,872000.0,6831000.0,902000.0,7125000.0
Non Current Deferred Assets,84000.0,,,
Non Current Deferred Taxes Assets,84000.0,,,
Goodwill And Other Intangible Assets,11417000.0,11767000.0,11228000.0,11878000.0
Other Intangible Assets,6870000.0,7184000.0,7154000.0,8027000.0
Goodwill,4547000.0,4583000.0,4074000.0,3851000.0
Net PPE,54633000.0,52928000.0,51890000.0,52299000.0
Accumulated Depreciation,-23845000.0,-22182000.0,,-17353000.0
Gross PPE,78478000.0,75110000.0,51890000.0,69652000.0
Leases,1383000.0,1383000.0,,1251000.0
Construction In Progress,6634000.0,3917000.0,,2002000.0
Other Properties,10448000.0,10586000.0,51890000.0,11477000.0
Machinery Furniture Equipment,38670000.0,37881000.0,,35156000.0
Buildings And Improvements,19592000.0,19592000.0,,17866000.0
Land And Improvements,1751000.0,1751000.0,,1900000.0
Properties,0.0,0.0,,0.0
Current Assets,120241000.0,194380000.0,108703000.0,103178000.0
Other Current Assets,6462000.0,3920000.0,5004000.0,3830000.0
Hedging Assets Current,3095000.0,,,
Assets Held For Sale Current,,0.0,,5085000.0
Inventory,75032000.0,69697000.0,68883000.0,56247000.0
Finished Goods,36913000.0,30946000.0,,30577000.0
Work In Process,20002000.0,27919000.0,,19941000.0
Raw Materials,18117000.0,10832000.0,,5729000.0
Receivables,32989000.0,33560000.0,33629000.0,34307000.0
Other Receivables,3610000.0,4311000.0,6626000.0,1349000.0
Duefrom Related Parties Current,178000.0,345000.0,168000.0,199000.0
Taxes Receivable,74000.0,,,
Accounts Receivable,29127000.0,28904000.0,26835000.0,32759000.0
Cash Cash Equivalents And Short Term Investments,2663000.0,87203000.0,1187000.0,3709000.0
Other Short Term Investments,838000.0,202000.0,73000.0,96000.0
Cash And Cash Equivalents,1825000.0,87001000.0,1114000.0,3613000.0
Cash Financial,1825000.0,87001000.0,1114000.0,3613000.0
