,2025-06-30,2024-12-31
Ordinary Shares Number,161508333.0,161508333.0
Share Issued,161508333.0,161508333.0
Tangible Book Value,1355000.0,4151000.0
Invested Capital,8706000.0,11767000.0
Working Capital,1349000.0,4138000.0
Net Tangible Assets,1355000.0,4151000.0
Common Stock Equity,8706000.0,11767000.0
Total Capitalization,8706000.0,11767000.0
Total Equity Gross Minority Interest,8706000.0,11767000.0
Stockholders Equity,8706000.0,11767000.0
Retained Earnings,-32592000.0,-29595000.0
Additional Paid In Capital,43387000.0,43387000.0
Capital Stock,137000.0,137000.0
Common Stock,137000.0,137000.0
Total Liabilities Net Minority Interest,513000.0,371000.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,513000.0,371000.0
Payables,513000.0,108000.0
Accounts Payable,513000.0,108000.0
Total Assets,9219000.0,12138000.0
Total Non Current Assets,7357000.0,7629000.0
Goodwill And Other Intangible Assets,7351000.0,7616000.0
Other Intangible Assets,7351000.0,7616000.0
Net PPE,6000.0,13000.0
Accumulated Depreciation,,-80000.0
Gross PPE,,93000.0
Other Properties,,93000.0
Current Assets,1862000.0,4509000.0
Prepaid Assets,,90000.0
Other Receivables,,19000.0
Accounts Receivable,294000.0,56000.0
Cash Cash Equivalents And Short Term Investments,1568000.0,4344000.0
Cash And Cash Equivalents,1568000.0,4344000.0
