,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Preferred Shares Number,10000.0,10000.0,10000.0,10000.0,10000.0,,
Ordinary Shares Number,22140000.0,21901000.0,21751000.0,21657000.0,21548110.0,,
Share Issued,22140000.0,21901000.0,21751000.0,21657000.0,21548110.0,,
Total Debt,5004000.0,5213000.0,5418000.0,5617000.0,5003000.0,,
Tangible Book Value,9849000.0,14078000.0,13512000.0,16631000.0,20051000.0,,
Invested Capital,34016000.0,40179000.0,41337000.0,46433000.0,49967000.0,,
Working Capital,8812000.0,12988000.0,12319000.0,15685000.0,19479000.0,,
Net Tangible Assets,9899000.0,14128000.0,13562000.0,16681000.0,20101000.0,,
Capital Lease Obligations,5004000.0,5213000.0,5418000.0,5617000.0,5003000.0,,
Common Stock Equity,34016000.0,40179000.0,41337000.0,46433000.0,49967000.0,,
Preferred Stock Equity,50000.0,50000.0,50000.0,50000.0,50000.0,,
Total Capitalization,34066000.0,40229000.0,41387000.0,46483000.0,50017000.0,,
Total Equity Gross Minority Interest,34066000.0,40229000.0,41387000.0,46483000.0,50017000.0,,
Stockholders Equity,34066000.0,40229000.0,41387000.0,46483000.0,50017000.0,,
Gains Losses Not Affecting Retained Earnings,-1742000.0,-1421000.0,-1397000.0,-946000.0,-2315000.0,,
Other Equity Adjustments,-1742000.0,-1421000.0,-1397000.0,-946000.0,-2315000.0,,
Retained Earnings,-390053000.0,-383087000.0,-378880000.0,-370728000.0,-362508000.0,,
Additional Paid In Capital,425789000.0,424665000.0,421592000.0,418085000.0,414768000.0,,
Capital Stock,72000.0,72000.0,72000.0,72000.0,72000.0,,
Common Stock,22000.0,22000.0,22000.0,22000.0,22000.0,,
Preferred Stock,50000.0,50000.0,50000.0,50000.0,50000.0,,
Total Liabilities Net Minority Interest,14444000.0,12729000.0,14048000.0,14263000.0,16503000.0,,
Total Non Current Liabilities Net Minority Interest,4213000.0,4377000.0,4611000.0,4838000.0,5061000.0,,
Other Non Current Liabilities,140000.0,63000.0,62000.0,59000.0,58000.0,,
Long Term Debt And Capital Lease Obligation,4073000.0,4314000.0,4549000.0,4779000.0,5003000.0,,
Long Term Capital Lease Obligation,4073000.0,4314000.0,4549000.0,4779000.0,5003000.0,,
Current Liabilities,10231000.0,8352000.0,9437000.0,9425000.0,11442000.0,,
Current Deferred Liabilities,4227000.0,3993000.0,3842000.0,3951000.0,4711000.0,,
Current Deferred Revenue,4227000.0,3993000.0,3842000.0,3951000.0,4711000.0,,
Current Debt And Capital Lease Obligation,931000.0,899000.0,869000.0,838000.0,,781000.0,
Current Capital Lease Obligation,931000.0,899000.0,869000.0,838000.0,,781000.0,
Payables And Accrued Expenses,5073000.0,3460000.0,4726000.0,4636000.0,6731000.0,,
Current Accrued Expenses,3998000.0,2959000.0,1842000.0,1650000.0,,3072000.0,
Payables,1075000.0,501000.0,2884000.0,2986000.0,,1265000.0,
Accounts Payable,1075000.0,501000.0,2884000.0,2986000.0,,1265000.0,
Total Assets,48510000.0,52958000.0,55435000.0,60746000.0,66520000.0,,
Total Non Current Assets,29467000.0,31618000.0,33679000.0,35636000.0,35599000.0,,
Other Non Current Assets,1190000.0,1175000.0,1277000.0,1334000.0,1213000.0,,
Goodwill And Other Intangible Assets,24167000.0,26101000.0,27825000.0,29802000.0,29916000.0,,
Other Intangible Assets,15244000.0,17045000.0,18765000.0,20595000.0,21162000.0,,
Goodwill,8923000.0,9056000.0,9060000.0,9207000.0,8754000.0,,
Net PPE,4110000.0,4342000.0,4577000.0,4500000.0,4470000.0,,
Accumulated Depreciation,-7959000.0,-7868000.0,-7701000.0,-7557000.0,-7417000.0,,
Gross PPE,12069000.0,12210000.0,12278000.0,12057000.0,11887000.0,,
Leases,192000.0,227000.0,227000.0,227000.0,203000.0,,
Other Properties,2628000.0,2621000.0,5966000.0,6062000.0,2584000.0,,
Machinery Furniture Equipment,6128000.0,6124000.0,6085000.0,5768000.0,5539000.0,,
Buildings And Improvements,3121000.0,3238000.0,,,3561000.0,3659000.0,3754000.0
Properties,0.0,0.0,0.0,0.0,0.0,,
Current Assets,19043000.0,21340000.0,21756000.0,25110000.0,30921000.0,,
Other Current Assets,1988000.0,1961000.0,2873000.0,2664000.0,2883000.0,,
Receivables,7092000.0,6513000.0,6321000.0,6358000.0,6471000.0,,
Accounts Receivable,7092000.0,6513000.0,6321000.0,6358000.0,6471000.0,,
Allowance For Doubtful Accounts Receivable,-779000.0,-758000.0,-1439000.0,-637000.0,-151000.0,,
Gross Accounts Receivable,7871000.0,7271000.0,7760000.0,6995000.0,6622000.0,,
Cash Cash Equivalents And Short Term Investments,9963000.0,12866000.0,12562000.0,16088000.0,21567000.0,,
Other Short Term Investments,1145000.0,3046000.0,3461000.0,5979000.0,12665000.0,,
Cash And Cash Equivalents,8818000.0,9820000.0,9101000.0,10109000.0,8902000.0,,
