,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,15529854.0,15529854.0,15518794.0
Share Issued,15529854.0,15529854.0,15518794.0
Total Debt,,151000.0,250000.0
Tangible Book Value,11114000.0,13482000.0,16210000.0
Invested Capital,15762000.0,18391000.0,21328000.0
Working Capital,11116000.0,13489000.0,16217000.0
Net Tangible Assets,11114000.0,13482000.0,16210000.0
Common Stock Equity,15762000.0,18240000.0,21078000.0
Total Capitalization,15762000.0,18240000.0,21078000.0
Total Equity Gross Minority Interest,15762000.0,18240000.0,21078000.0
Stockholders Equity,15762000.0,18240000.0,21078000.0
Retained Earnings,-41044000.0,-38209000.0,-35024000.0
Additional Paid In Capital,56593000.0,56236000.0,55889000.0
Capital Stock,213000.0,213000.0,213000.0
Common Stock,213000.0,213000.0,213000.0
Total Liabilities Net Minority Interest,965000.0,1100000.0,1017000.0
Total Non Current Liabilities Net Minority Interest,50000.0,50000.0,50000.0
Derivative Product Liabilities,50000.0,50000.0,50000.0
Current Liabilities,915000.0,1050000.0,967000.0
Other Current Liabilities,,869000.0,
Current Deferred Liabilities,9000.0,16000.0,30000.0
Current Deferred Revenue,9000.0,16000.0,30000.0
Current Debt And Capital Lease Obligation,,151000.0,250000.0
Current Debt,,151000.0,250000.0
Payables And Accrued Expenses,906000.0,14000.0,687000.0
Current Accrued Expenses,786000.0,,677000.0
Interest Payable,,,4000.0
Payables,120000.0,14000.0,10000.0
Dueto Related Parties Current,,,0.0
Accounts Payable,120000.0,14000.0,10000.0
Total Assets,16727000.0,19340000.0,22095000.0
Total Non Current Assets,4696000.0,4801000.0,4911000.0
Goodwill And Other Intangible Assets,4648000.0,4758000.0,4868000.0
Other Intangible Assets,269000.0,379000.0,489000.0
Goodwill,4379000.0,4379000.0,4379000.0
Net PPE,48000.0,43000.0,43000.0
Current Assets,12031000.0,14539000.0,17184000.0
Other Current Assets,219000.0,423000.0,107000.0
Prepaid Assets,61000.0,,88000.0
Receivables,266000.0,223000.0,506000.0
Accounts Receivable,266000.0,223000.0,506000.0
Cash Cash Equivalents And Short Term Investments,11485000.0,13893000.0,16483000.0
Other Short Term Investments,7500000.0,7600000.0,0.0
Cash And Cash Equivalents,3985000.0,6293000.0,16483000.0
Cash Financial,3985000.0,,16483000.0
