,2026-03-31,2025-12-31,2025-09-30,2025-03-31,2024-12-31
Ordinary Shares Number,7005191.0,7058727.0,6780597.0,6780597.0,7280597.0
Share Issued,7005191.0,7058727.0,6780597.0,6780597.0,7280597.0
Total Debt,37922657.0,21124232.0,21452292.0,1503440.0,1304767.0
Tangible Book Value,-47815804.0,-11821711.0,-7939853.0,-1555247.0,2203088.0
Invested Capital,-47736630.0,-11736952.0,-7849672.0,-1205295.0,2308591.0
Working Capital,-24855415.0,-14113609.0,-10319032.0,-2946445.0,1323903.0
Net Tangible Assets,-47815804.0,-11821711.0,-7939853.0,-1555247.0,2203088.0
Capital Lease Obligations,37843483.0,21039473.0,21362111.0,1153488.0,1199264.0
Common Stock Equity,-47815804.0,-11821711.0,-7939853.0,-1555247.0,2203088.0
Total Capitalization,-47760724.0,-11760335.0,-7872366.0,-1476074.0,2287847.0
Total Equity Gross Minority Interest,-47815804.0,-11821711.0,-7939853.0,-1555247.0,2203088.0
Stockholders Equity,-47815804.0,-11821711.0,-7939853.0,-1555247.0,2203088.0
Gains Losses Not Affecting Retained Earnings,-17111.0,-13793.0,-11527.0,-412.0,
Other Equity Adjustments,-17111.0,-13793.0,-11527.0,-412.0,
Retained Earnings,-63468413.0,-27198420.0,-22912506.0,-15954082.0,-11869571.0
Additional Paid In Capital,15669020.0,15389806.0,14983502.0,14398569.0,14071931.0
Capital Stock,700.0,696.0,678.0,678.0,728.0
Common Stock,700.0,696.0,678.0,678.0,728.0
Total Liabilities Net Minority Interest,75942512.0,53865460.0,57747465.0,34407591.0,29732642.0
Total Non Current Liabilities Net Minority Interest,36059006.0,19913266.0,20281080.0,1023251.0,1082425.0
Long Term Debt And Capital Lease Obligation,36059006.0,19913266.0,20281080.0,1023251.0,1082425.0
Long Term Capital Lease Obligation,36003926.0,19851890.0,20213593.0,944078.0,997666.0
Long Term Debt,55080.0,61376.0,67487.0,79173.0,84759.0
Current Liabilities,39883506.0,33952194.0,37466385.0,33384340.0,28650217.0
Other Current Liabilities,,,,18.0,1032285.0
Current Deferred Liabilities,142852.0,23525.0,367709.0,211072.0,784157.0
Current Deferred Revenue,142852.0,23525.0,367709.0,211072.0,784157.0
Current Debt And Capital Lease Obligation,1863651.0,1210966.0,1171212.0,480189.0,222342.0
Current Capital Lease Obligation,1839557.0,1187583.0,1148518.0,209410.0,201598.0
Current Debt,24094.0,23383.0,22694.0,270779.0,20744.0
Other Current Borrowings,24094.0,23383.0,22694.0,270779.0,20744.0
Payables And Accrued Expenses,37877003.0,32717703.0,35927464.0,32693061.0,26611433.0
Current Accrued Expenses,3665844.0,1956920.0,2996936.0,1972155.0,882124.0
Interest Payable,3110408.0,1415816.0,2498886.0,1606775.0,585557.0
Payables,34211159.0,30760783.0,32930528.0,30720906.0,25729309.0
Other Payable,1254530.0,425112.0,350087.0,666970.0,698286.0
Dueto Related Parties Current,7000.0,35263.0,279130.0,142336.0,368948.0
Total Tax Payable,621863.0,621863.0,628263.0,556620.0,560040.0
Income Tax Payable,65243.0,65243.0,71643.0,,
Accounts Payable,32327766.0,29678545.0,31673048.0,29354980.0,24102035.0
Total Assets,28126708.0,42043749.0,49807612.0,32852344.0,31935730.0
Total Non Current Assets,13098617.0,22205164.0,22660259.0,2414449.0,1961610.0
Non Current Prepaid Assets,1155516.0,1155516.0,1155016.0,1153716.0,603716.0
Non Current Deferred Assets,,,,0.0,0.0
Net PPE,11943101.0,21049648.0,21505243.0,1260733.0,1357894.0
Accumulated Depreciation,-138994.0,-127607.0,-117640.0,-94297.0,-85433.0
Gross PPE,12082095.0,21177255.0,21622883.0,1355030.0,1443327.0
Other Properties,11875764.0,20970924.0,21416552.0,1147927.0,1201224.0
Machinery Furniture Equipment,206331.0,206331.0,206331.0,207103.0,242103.0
Current Assets,15028091.0,19838585.0,27147353.0,30437895.0,29974120.0
Prepaid Assets,1306029.0,1669913.0,1115422.0,1149761.0,1018006.0
Inventory,6965109.0,10182579.0,11456708.0,16661931.0,15765492.0
Finished Goods,6965109.0,10182579.0,11456708.0,16661931.0,15765492.0
Receivables,3566479.0,6216409.0,13090731.0,8836148.0,9247579.0
Receivables Adjustments Allowances,-829681.0,-518226.0,-173018.0,,
Other Receivables,255289.0,363372.0,495404.0,1689447.0,1604511.0
Duefrom Related Parties Current,28720.0,53157.0,,0.0,0.0
Accounts Receivable,4112151.0,6318106.0,12768345.0,7146701.0,7643068.0
Allowance For Doubtful Accounts Receivable,-1848648.0,-478526.0,-635895.0,-464988.0,-63000.0
Gross Accounts Receivable,5960799.0,6796632.0,13404239.0,7611689.0,7706068.0
Cash Cash Equivalents And Short Term Investments,3190474.0,1769684.0,1484492.0,3790055.0,3943043.0
Cash And Cash Equivalents,3190474.0,1769684.0,1484492.0,3790055.0,3943043.0
Cash Financial,3190474.0,1769684.0,1484492.0,3790055.0,3943043.0
