,2025-12-31,2025-09-30,2025-03-31,2024-12-31
Ordinary Shares Number,4666676.0,4601825.0,4401825.0,4401825.0
Share Issued,4666676.0,4601825.0,4401825.0,4401825.0
Total Debt,318000.0,490000.0,810000.0,984000.0
Tangible Book Value,5871000.0,5982000.0,6269000.0,6499000.0
Invested Capital,5871000.0,5982000.0,6269000.0,6499000.0
Working Capital,5517000.0,5448000.0,5493000.0,5520000.0
Net Tangible Assets,5871000.0,5982000.0,6269000.0,6499000.0
Capital Lease Obligations,318000.0,490000.0,810000.0,984000.0
Common Stock Equity,5871000.0,5982000.0,6269000.0,6499000.0
Total Capitalization,5871000.0,5982000.0,6269000.0,6499000.0
Total Equity Gross Minority Interest,5851000.0,5975000.0,6267000.0,6495000.0
Minority Interest,-20000.0,-7000.0,-2000.0,-4000.0
Stockholders Equity,5871000.0,5982000.0,6269000.0,6499000.0
Gains Losses Not Affecting Retained Earnings,-560000.0,-546000.0,-516000.0,-590000.0
Other Equity Adjustments,-560000.0,-546000.0,-516000.0,-590000.0
Retained Earnings,-5864000.0,-5750000.0,-5437000.0,-5124000.0
Additional Paid In Capital,12249000.0,12232000.0,12178000.0,12169000.0
Capital Stock,46000.0,46000.0,44000.0,44000.0
Common Stock,46000.0,46000.0,44000.0,44000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,1867000.0,2395000.0,3287000.0,3936000.0
Total Non Current Liabilities Net Minority Interest,179000.0,201000.0,210000.0,391000.0
Non Current Accrued Expenses,23000.0,23000.0,23000.0,40000.0
Long Term Debt And Capital Lease Obligation,156000.0,178000.0,187000.0,351000.0
Long Term Capital Lease Obligation,156000.0,178000.0,187000.0,351000.0
Current Liabilities,1688000.0,2194000.0,3077000.0,3545000.0
Other Current Liabilities,1071000.0,,323000.0,1402000.0
Current Deferred Liabilities,,,10000.0,
Current Deferred Revenue,,,10000.0,
Current Debt And Capital Lease Obligation,162000.0,312000.0,623000.0,633000.0
Current Capital Lease Obligation,162000.0,312000.0,623000.0,633000.0
Pensionand Other Post Retirement Benefit Plans Current,,,23000.0,
Payables And Accrued Expenses,455000.0,1882000.0,2098000.0,1510000.0
Current Accrued Expenses,,1084000.0,918000.0,
Payables,455000.0,798000.0,1180000.0,1510000.0
Dividends Payable,81000.0,81000.0,81000.0,67000.0
Total Tax Payable,0.0,327000.0,486000.0,490000.0
Income Tax Payable,0.0,327000.0,486000.0,490000.0
Accounts Payable,374000.0,390000.0,613000.0,953000.0
Total Assets,7718000.0,8370000.0,9554000.0,10431000.0
Total Non Current Assets,513000.0,728000.0,984000.0,1366000.0
Non Current Prepaid Assets,0.0,13000.0,11000.0,206000.0
Non Current Note Receivables,85000.0,85000.0,95000.0,95000.0
Investments And Advances,0.0,0.0,0.0,0.0
Long Term Equity Investment,0.0,0.0,0.0,0.0
Goodwill And Other Intangible Assets,,,0.0,
Goodwill,,,0.0,
Net PPE,428000.0,630000.0,878000.0,1065000.0
Accumulated Depreciation,,,-12001000.0,
Gross PPE,428000.0,630000.0,12879000.0,1065000.0
Leases,,,743000.0,
Other Properties,428000.0,630000.0,784000.0,1065000.0
Machinery Furniture Equipment,,,11352000.0,
Current Assets,7205000.0,7642000.0,8570000.0,9065000.0
Other Current Assets,290000.0,377000.0,87000.0,402000.0
Prepaid Assets,,,343000.0,
Inventory,668000.0,728000.0,1146000.0,1469000.0
Finished Goods,,,219000.0,
Work In Process,,,138000.0,
Raw Materials,,,789000.0,
Receivables,1116000.0,980000.0,1022000.0,1959000.0
Accounts Receivable,1116000.0,980000.0,1022000.0,1959000.0
Allowance For Doubtful Accounts Receivable,,,-109000.0,
Gross Accounts Receivable,,,1131000.0,
Cash Cash Equivalents And Short Term Investments,5131000.0,5557000.0,5972000.0,5235000.0
Cash And Cash Equivalents,5131000.0,5557000.0,5972000.0,5235000.0
Cash Equivalents,,,5961000.0,
Cash Financial,,,11000.0,
