,2026-03-31,2025-09-30,2025-08-31
Ordinary Shares Number,30666667.0,26666667.0,26666667.0
Share Issued,30666667.0,26666667.0,26666667.0
Net Debt,,14000.0,
Total Debt,,25000.0,
Tangible Book Value,226478000.0,-28000.0,8000.0
Invested Capital,226478000.0,-3000.0,8000.0
Working Capital,2317000.0,-97000.0,8000.0
Net Tangible Assets,226478000.0,-28000.0,8000.0
Common Stock Equity,226478000.0,-28000.0,8000.0
Total Capitalization,226478000.0,-28000.0,8000.0
Total Equity Gross Minority Interest,226478000.0,-28000.0,8000.0
Stockholders Equity,226478000.0,-28000.0,8000.0
Retained Earnings,-5785000.0,-53000.0,-17000.0
Additional Paid In Capital,,24000.0,24000.0
Capital Stock,232263000.0,1000.0,1000.0
Common Stock,232263000.0,1000.0,1000.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,8406000.0,110000.0,17000.0
Total Non Current Liabilities Net Minority Interest,8101000.0,0.0,0.0
Tradeand Other Payables Non Current,8101000.0,,
Current Liabilities,305000.0,110000.0,17000.0
Current Deferred Liabilities,114000.0,,
Current Debt And Capital Lease Obligation,,25000.0,
Current Debt,,25000.0,
Current Notes Payable,,25000.0,
Payables And Accrued Expenses,191000.0,85000.0,17000.0
Current Accrued Expenses,73000.0,67000.0,10000.0
Payables,118000.0,18000.0,7000.0
Accounts Payable,118000.0,18000.0,7000.0
Total Assets,234884000.0,82000.0,25000.0
Total Non Current Assets,232262000.0,69000.0,0.0
Other Non Current Assets,232262000.0,,
Non Current Deferred Assets,,69000.0,
Current Assets,2622000.0,13000.0,25000.0
Prepaid Assets,278000.0,2000.0,25000.0
Cash Cash Equivalents And Short Term Investments,2344000.0,11000.0,
Cash And Cash Equivalents,2344000.0,11000.0,
