,2026-03-31,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,6223323.0,4044812.0,3085452.0,3085452.0
Share Issued,6223323.0,4044812.0,3085452.0,3085452.0
Net Debt,13699000.0,14398000.0,13883000.0,16716000.0
Total Debt,14960000.0,15650000.0,15778000.0,18012000.0
Tangible Book Value,-7886000.0,-6164000.0,-4228000.0,-4769000.0
Invested Capital,9652000.0,18714000.0,20596000.0,22822000.0
Working Capital,-12602000.0,-9706000.0,-11274000.0,-11554000.0
Net Tangible Assets,-7886000.0,-6164000.0,-4228000.0,-4769000.0
Capital Lease Obligations,257000.0,458000.0,506000.0,433000.0
Common Stock Equity,-5051000.0,3522000.0,5324000.0,5243000.0
Total Capitalization,-4266000.0,4819000.0,5638000.0,5709000.0
Total Equity Gross Minority Interest,-5124000.0,4061000.0,3173000.0,3146000.0
Minority Interest,-73000.0,539000.0,-2151000.0,-2097000.0
Stockholders Equity,-5051000.0,3522000.0,5324000.0,5243000.0
Other Equity Interest,2643000.0,-2603000.0,455000.0,447000.0
Gains Losses Not Affecting Retained Earnings,-6219000.0,-2774000.0,-1502000.0,-1265000.0
Other Equity Adjustments,-2839000.0,33000.0,,
Foreign Currency Translation Adjustments,-3380000.0,-2807000.0,-1502000.0,-1265000.0
Retained Earnings,-272378000.0,-258925000.0,-258629000.0,-258939000.0
Capital Stock,270903000.0,267824000.0,265000000.0,265000000.0
Common Stock,270903000.0,267824000.0,265000000.0,265000000.0
Total Liabilities Net Minority Interest,28825000.0,37007000.0,41761000.0,36042000.0
Total Non Current Liabilities Net Minority Interest,1105000.0,1861000.0,967000.0,1124000.0
Employee Benefits,,,,0.0
Non Current Deferred Liabilities,293000.0,430000.0,453000.0,487000.0
Non Current Deferred Taxes Liabilities,293000.0,430000.0,453000.0,487000.0
Long Term Debt And Capital Lease Obligation,812000.0,1431000.0,514000.0,637000.0
Long Term Capital Lease Obligation,27000.0,134000.0,200000.0,171000.0
Long Term Debt,785000.0,1297000.0,314000.0,466000.0
Current Liabilities,27720000.0,35146000.0,40794000.0,34918000.0
Other Current Liabilities,5368000.0,720000.0,9494000.0,1383000.0
Current Deferred Liabilities,,,,492000.0
Current Deferred Revenue,,,,492000.0
Current Debt And Capital Lease Obligation,14148000.0,14219000.0,15264000.0,17375000.0
Current Capital Lease Obligation,230000.0,324000.0,306000.0,262000.0
Current Debt,13918000.0,13895000.0,14958000.0,17113000.0
Other Current Borrowings,11358000.0,13895000.0,14958000.0,17113000.0
Current Notes Payable,2560000.0,,,
Pensionand Other Post Retirement Benefit Plans Current,,,,493000.0
Payables And Accrued Expenses,8204000.0,20207000.0,16036000.0,15175000.0
Current Accrued Expenses,,,,2632000.0
Payables,8204000.0,20207000.0,16036000.0,12543000.0
Other Payable,,8038000.0,,1384000.0
Dueto Related Parties Current,,,,0.0
Accounts Payable,8204000.0,12169000.0,16036000.0,11159000.0
Total Assets,23701000.0,41068000.0,44934000.0,39188000.0
Total Non Current Assets,8583000.0,15628000.0,15414000.0,15824000.0
Investments And Advances,1819000.0,1676000.0,1598000.0,1631000.0
Long Term Equity Investment,1819000.0,1676000.0,1598000.0,1631000.0
Goodwill And Other Intangible Assets,2835000.0,9686000.0,9552000.0,10012000.0
Other Intangible Assets,772000.0,2823000.0,3012000.0,3333000.0
Goodwill,2063000.0,6863000.0,6540000.0,6679000.0
Net PPE,3929000.0,4266000.0,4264000.0,4181000.0
Accumulated Depreciation,,,,-14008000.0
Gross PPE,3929000.0,4266000.0,4264000.0,18189000.0
Leases,,,,2777000.0
Other Properties,3929000.0,4266000.0,4264000.0,4691000.0
Machinery Furniture Equipment,,,,1622000.0
Buildings And Improvements,,,,9099000.0
Properties,,,,0.0
Current Assets,15118000.0,25440000.0,29520000.0,23364000.0
Other Current Assets,4798000.0,,5981000.0,
Restricted Cash,148000.0,40000.0,64000.0,64000.0
Prepaid Assets,,,,2543000.0
Inventory,2001000.0,3657000.0,5433000.0,3215000.0
Other Inventories,,3657000.0,,
Finished Goods,1721000.0,,,2890000.0
Work In Process,280000.0,,,325000.0
Receivables,7167000.0,20949000.0,16653000.0,16679000.0
Other Receivables,,8431000.0,,1726000.0
Duefrom Related Parties Current,,,,973000.0
Loans Receivable,,,,177000.0
Accounts Receivable,7167000.0,12518000.0,16653000.0,13803000.0
Cash Cash Equivalents And Short Term Investments,1004000.0,794000.0,1389000.0,863000.0
Cash And Cash Equivalents,1004000.0,794000.0,1389000.0,863000.0
Cash Financial,1004000.0,,1389000.0,863000.0
