,2026-03-31,2025-12-31,2025-09-30,2025-06-30
Ordinary Shares Number,39256060.0,39256060.0,39256060.0,39256060.0
Share Issued,39256060.0,39256060.0,39256060.0,39256060.0
Tangible Book Value,292861337.0,290457586.0,287788847.0,284777720.0
Invested Capital,292861337.0,290457586.0,287788847.0,284777720.0
Working Capital,410887.0,643927.0,840390.0,1018355.0
Net Tangible Assets,292861337.0,290457586.0,287788847.0,284777720.0
Common Stock Equity,292861337.0,290457586.0,287788847.0,284777720.0
Total Capitalization,292861337.0,290457586.0,287788847.0,284777720.0
Total Equity Gross Minority Interest,292861337.0,290457586.0,287788847.0,284777720.0
Stockholders Equity,292861337.0,290457586.0,287788847.0,284777720.0
Retained Earnings,-9652663.0,-9419623.0,-9223160.0,-9045195.0
Additional Paid In Capital,0.0,0.0,0.0,0.0
Capital Stock,302514000.0,299877209.0,297012007.0,293822915.0
Common Stock,302514000.0,299877209.0,297012007.0,293822915.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,10064666.0,10145764.0,10140752.0,10146978.0
Total Non Current Liabilities Net Minority Interest,10062500.0,10062500.0,10062500.0,10062500.0
Non Current Deferred Liabilities,10062500.0,10062500.0,10062500.0,10062500.0
Current Liabilities,2166.0,83264.0,78252.0,84478.0
Payables And Accrued Expenses,2166.0,83264.0,78252.0,84478.0
Current Accrued Expenses,2166.0,83264.0,78252.0,84478.0
Total Assets,302926003.0,300603350.0,297929599.0,294924698.0
Total Non Current Assets,302512950.0,299876159.0,297010957.0,293821865.0
Other Non Current Assets,302512950.0,299876159.0,297010957.0,293821865.0
Non Current Deferred Assets,,0.0,0.0,0.0
Current Assets,413053.0,727191.0,918642.0,1102833.0
Prepaid Assets,188893.0,149745.0,207199.0,266594.0
Cash Cash Equivalents And Short Term Investments,224160.0,577446.0,711443.0,836239.0
Cash And Cash Equivalents,224160.0,577446.0,711443.0,836239.0
Cash Financial,224160.0,577446.0,711443.0,836239.0
