,2025-09-30
Ordinary Shares Number,20500000.0
Share Issued,20500000.0
Net Debt,8827520.0
Total Debt,10467577.0
Tangible Book Value,45242007.0
Invested Capital,55242007.0
Working Capital,40620625.0
Net Tangible Assets,45242007.0
Capital Lease Obligations,467577.0
Common Stock Equity,45242007.0
Total Capitalization,45242007.0
Total Equity Gross Minority Interest,45242007.0
Stockholders Equity,45242007.0
Gains Losses Not Affecting Retained Earnings,68428.0
Other Equity Adjustments,68428.0
Retained Earnings,-21047417.0
Additional Paid In Capital,66212597.0
Capital Stock,8399.0
Common Stock,8399.0
Total Liabilities Net Minority Interest,23172520.0
Total Non Current Liabilities Net Minority Interest,95698.0
Long Term Debt And Capital Lease Obligation,95698.0
Long Term Capital Lease Obligation,95698.0
Current Liabilities,23076822.0
Current Deferred Liabilities,69776.0
Current Deferred Revenue,69776.0
Current Debt And Capital Lease Obligation,10371879.0
Current Capital Lease Obligation,371879.0
Current Debt,10000000.0
Line Of Credit,10000000.0
Payables And Accrued Expenses,12635167.0
Current Accrued Expenses,46751.0
Interest Payable,0.0
Payables,12588416.0
Other Payable,20776.0
Dueto Related Parties Current,2934083.0
Total Tax Payable,220147.0
Accounts Payable,9413410.0
Total Assets,68414527.0
Total Non Current Assets,4717080.0
Non Current Deferred Assets,4249503.0
Non Current Deferred Taxes Assets,4249503.0
Net PPE,467577.0
Accumulated Depreciation,-99255.0
Gross PPE,566832.0
Other Properties,467577.0
Machinery Furniture Equipment,99255.0
Current Assets,63697447.0
Current Deferred Assets,0.0
Restricted Cash,35523810.0
Prepaid Assets,9313656.0
Inventory,441904.0
Finished Goods,441904.0
Receivables,17245597.0
Other Receivables,314721.0
Duefrom Related Parties Current,0.0
Accounts Receivable,16930876.0
Allowance For Doubtful Accounts Receivable,-15161334.0
Gross Accounts Receivable,32092210.0
Cash Cash Equivalents And Short Term Investments,1172480.0
Cash And Cash Equivalents,1172480.0
Cash Financial,1172480.0
