,2025-09-30,2025-06-30
Ordinary Shares Number,18059109.0,17759109.0
Share Issued,18059109.0,17759109.0
Tangible Book Value,5366750.0,-77655.0
Invested Capital,5405874.0,-36489.0
Working Capital,5540407.0,503739.0
Net Tangible Assets,5366750.0,-77655.0
Common Stock Equity,5405874.0,-36489.0
Total Capitalization,5405874.0,-36489.0
Total Equity Gross Minority Interest,5405874.0,-36489.0
Stockholders Equity,5405874.0,-36489.0
Gains Losses Not Affecting Retained Earnings,4402.0,
Other Equity Adjustments,4402.0,
Retained Earnings,-10764802.0,-8435766.0
Additional Paid In Capital,16159051.0,8392974.0
Capital Stock,7223.0,6303.0
Common Stock,7223.0,6303.0
Total Liabilities Net Minority Interest,1083825.0,1095119.0
Total Non Current Liabilities Net Minority Interest,177734.0,980619.0
Dueto Related Parties Non Current,177734.0,980619.0
Tradeand Other Payables Non Current,0.0,0.0
Current Liabilities,906091.0,114500.0
Current Deferred Liabilities,0.0,0.0
Current Deferred Revenue,0.0,0.0
Payables And Accrued Expenses,906091.0,114500.0
Current Accrued Expenses,209300.0,98133.0
Payables,696791.0,16367.0
Dueto Related Parties Current,683987.0,
Accounts Payable,12804.0,16367.0
Total Assets,6489699.0,1058630.0
Total Non Current Assets,43201.0,440391.0
Non Current Prepaid Assets,4077.0,4125.0
Non Current Deferred Assets,,384585.0
Goodwill And Other Intangible Assets,39124.0,41166.0
Other Intangible Assets,39124.0,41166.0
Net PPE,0.0,10515.0
Accumulated Depreciation,-139158.0,-130280.0
Gross PPE,139158.0,140795.0
Other Properties,139158.0,140795.0
Current Assets,6446498.0,618239.0
Prepaid Assets,3678951.0,3155.0
Receivables,156614.0,304046.0
Duefrom Related Parties Current,0.0,0.0
Accounts Receivable,156614.0,304046.0
Allowance For Doubtful Accounts Receivable,0.0,0.0
Gross Accounts Receivable,156614.0,304046.0
Cash Cash Equivalents And Short Term Investments,2610933.0,311038.0
Cash And Cash Equivalents,2610933.0,311038.0
Cash Financial,2610933.0,311038.0
