,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,8099764.0,607250.0,605274.0
Share Issued,8099764.0,607250.0,605274.0
Net Debt,,702000.0,
Total Debt,724000.0,3954000.0,3953000.0
Tangible Book Value,27572000.0,-146000.0,6718000.0
Invested Capital,119200000.0,3008000.0,9759000.0
Working Capital,25969000.0,-1336000.0,5463000.0
Net Tangible Assets,27572000.0,-146000.0,6718000.0
Capital Lease Obligations,724000.0,800000.0,912000.0
Common Stock Equity,119200000.0,-146000.0,6718000.0
Total Capitalization,119200000.0,-146000.0,6718000.0
Total Equity Gross Minority Interest,119200000.0,-146000.0,6718000.0
Stockholders Equity,119200000.0,-146000.0,6718000.0
Gains Losses Not Affecting Retained Earnings,-1262000.0,-2059000.0,-2147000.0
Other Equity Adjustments,-1262000.0,-2059000.0,-2147000.0
Retained Earnings,-113760000.0,-65216000.0,-58171000.0
Additional Paid In Capital,234083000.0,67119000.0,67026000.0
Capital Stock,139000.0,10000.0,10000.0
Common Stock,139000.0,10000.0,10000.0
Total Liabilities Net Minority Interest,3365000.0,6697000.0,6119000.0
Total Non Current Liabilities Net Minority Interest,432000.0,919000.0,929000.0
Derivative Product Liabilities,0.0,435000.0,331000.0
Long Term Debt And Capital Lease Obligation,432000.0,484000.0,598000.0
Long Term Capital Lease Obligation,432000.0,484000.0,598000.0
Current Liabilities,2933000.0,5778000.0,5190000.0
Current Deferred Liabilities,141000.0,94000.0,87000.0
Current Deferred Revenue,141000.0,94000.0,87000.0
Current Debt And Capital Lease Obligation,292000.0,3470000.0,3355000.0
Current Capital Lease Obligation,292000.0,316000.0,314000.0
Current Debt,,3154000.0,3041000.0
Current Notes Payable,0.0,3154000.0,3041000.0
Pensionand Other Post Retirement Benefit Plans Current,302000.0,764000.0,668000.0
Payables And Accrued Expenses,2198000.0,1450000.0,1080000.0
Current Accrued Expenses,989000.0,619000.0,512000.0
Payables,1209000.0,831000.0,568000.0
Other Payable,1031000.0,240000.0,271000.0
Accounts Payable,178000.0,591000.0,297000.0
Total Assets,122565000.0,6551000.0,12837000.0
Total Non Current Assets,93663000.0,2109000.0,2184000.0
Other Non Current Assets,221000.0,208000.0,192000.0
Non Current Prepaid Assets,799000.0,127000.0,91000.0
Goodwill And Other Intangible Assets,91628000.0,,0.0
Other Intangible Assets,91628000.0,,
Net PPE,1015000.0,1774000.0,1901000.0
Accumulated Depreciation,-636000.0,,-862000.0
Gross PPE,1651000.0,1774000.0,2763000.0
Leases,286000.0,,262000.0
Other Properties,726000.0,1774000.0,1363000.0
Machinery Furniture Equipment,639000.0,,1138000.0
Properties,0.0,,0.0
Current Assets,28902000.0,4442000.0,10653000.0
Other Current Assets,469000.0,369000.0,162000.0
Restricted Cash,812000.0,,34000.0
Prepaid Assets,593000.0,397000.0,605000.0
Inventory,0.0,1187000.0,2320000.0
Finished Goods,0.0,300000.0,872000.0
Work In Process,0.0,190000.0,647000.0
Raw Materials,0.0,697000.0,801000.0
Cash Cash Equivalents And Short Term Investments,27028000.0,2489000.0,7532000.0
Other Short Term Investments,,37000.0,
Cash And Cash Equivalents,27028000.0,2452000.0,7532000.0
Cash Financial,27028000.0,,7532000.0
